index,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi,psi,in range
1294,Ok,2024-02-13 14:10:00,1707813600,21748.75,21750.8,21719.0,21728.3,0.00,0,0,0,0,92.51450613002773,False
1293,Ok,2024-02-13 14:15:00,1707813900,21728.45,21730.5,21706.6,21717.8,0.00,0,0,0,0,90.23807922087376,False
1292,Ok,2024-02-13 14:20:00,1707814200,21716.75,21728.6,21712.75,21725.55,0.00,0,0,0,0,88.38102131800187,False
1291,Ok,2024-02-13 14:25:00,1707814500,21724.55,21747.55,21722.7,21742.0,0.00,0,0,0,0,87.00754459461646,False
1290,Ok,2024-02-13 14:30:00,1707814800,21742.4,21756.15,21740.65,21747.1,0.00,0,0,0,0,86.13721270007255,False
1289,Ok,2024-02-13 14:35:00,1707815100,21747.6,21754.35,21721.25,21722.3,0.00,0,0,0,0,85.70394624963137,False
1288,Ok,2024-02-13 14:40:00,1707815400,21722.65,21737.85,21714.8,21715.1,0.00,0,0,0,0,85.56435124125096,False
1287,Ok,2024-02-13 14:45:00,1707815700,21714.75,21720.95,21705.4,21713.65,0.00,0,0,0,0,85.60987070361911,False
1286,Ok,2024-02-13 14:50:00,1707816000,21717.5,21738.55,21710.6,21737.4,0.00,0,0,0,0,85.88318942407494,False
1285,Ok,2024-02-13 14:55:00,1707816300,21738.55,21742.6,21729.2,21733.25,0.00,0,0,0,0,86.53007644909852,False
1284,Ok,2024-02-13 15:00:00,1707816600,21733.85,21754.15,21729.35,21737.35,0.00,0,0,0,0,87.66078765117673,False
1283,Ok,2024-02-13 15:05:00,1707816900,21736.85,21752.05,21734.1,21750.0,0.00,0,0,0,0,88.30670585665908,False
1282,Ok,2024-02-13 15:10:00,1707817200,21751.7,21761.55,21747.3,21753.9,0.00,0,0,0,0,88.04073162171137,False
1281,Ok,2024-02-13 15:15:00,1707817500,21754.15,21758.3,21746.35,21749.45,0.00,0,0,0,0,89.35421424005277,False
1280,Ok,2024-02-13 15:20:00,1707817800,21749.7,21751.45,21734.0,21742.85,0.00,0,0,0,0,90.82092520669451,False
1279,Ok,2024-02-13 15:25:00,1707818100,21743.2,21743.5,21578.15,21578.15,0.00,0,0,0,0,45.975080894811946,False
1278,Ok,2024-02-14 09:15:00,1707882300,21588.95,21599.9,21555.15,21585.9,0.00,0,0,0,0,34.19133038934129,False
1277,Ok,2024-02-14 09:20:00,1707882600,21586.3,21588.7,21553.85,21569.15,0.00,0,0,0,0,26.95307179214567,False
1276,Ok,2024-02-14 09:25:00,1707882900,21569.2,21569.2,21533.9,21563.8,0.00,0,0,0,0,21.40859558832442,False
1275,Ok,2024-02-14 09:30:00,1707883200,21563.4,21563.6,21530.9,21541.05,0.00,0,0,0,0,16.35682690383664,False
1274,Ok,2024-02-14 09:35:00,1707883500,21540.65,21595.0,21538.85,21588.2,0.00,0,0,0,0,12.66775872989313,False
1273,Ok,2024-02-14 09:40:00,1707883800,21585.9,21587.7,21553.55,21576.6,0.00,0,0,0,0,9.989059439633046,False
1272,Ok,2024-02-14 09:45:00,1707884100,21578.25,21579.9,21558.6,21576.95,0.00,0,0,0,0,8.136644787058323,False
1271,Ok,2024-02-14 09:50:00,1707884400,21577.05,21608.05,21568.75,21592.85,0.00,0,0,0,0,7.008247335836245,False
1270,Ok,2024-02-14 09:55:00,1707884700,21591.95,21609.1,21590.15,21600.1,0.00,0,0,0,0,6.5495995381685574,False
1269,Ok,2024-02-14 10:00:00,1707885000,21599.75,21621.35,21576.4,21578.0,0.00,0,0,0,0,6.740168749112655,False
1268,Ok,2024-02-14 10:05:00,1707885300,21578.1,21596.05,21570.6,21591.4,0.00,0,0,0,0,7.588384726284225,False
1267,Ok,2024-02-14 10:10:00,1707885600,21590.35,21620.4,21590.0,21620.4,0.00,0,0,0,0,9.133558501453777,False
1266,Ok,2024-02-14 10:15:00,1707885900,21623.15,21631.8,21611.05,21630.2,0.00,0,0,0,0,11.45558331942432,False
1265,Ok,2024-02-14 10:20:00,1707886200,21629.7,21631.9,21610.05,21610.6,0.00,0,0,0,0,14.69864981114251,False
1264,Ok,2024-02-14 10:25:00,1707886500,21611.35,21614.4,21599.9,21609.3,0.00,0,0,0,0,19.12889280190162,False
1263,Ok,2024-02-14 10:30:00,1707886800,21608.5,21617.55,21589.35,21608.7,0.00,0,0,0,0,24.964307292876537,False
1262,Ok,2024-02-14 10:35:00,1707887100,21609.3,21617.2,21608.25,21614.95,0.00,0,0,0,0,33.049841459262595,False
1261,Ok,2024-02-14 10:40:00,1707887400,21614.65,21622.55,21597.45,21597.6,0.00,0,0,0,0,46.274193909413924,False
1260,Ok,2024-02-14 10:45:00,1707887700,21597.85,21609.3,21590.0,21609.15,0.00,0,0,0,0,90.0963907222752,False
1259,Ok,2024-02-14 10:50:00,1707888000,21608.9,21628.1,21604.65,21621.7,0.00,0,0,0,0,93.39114717679223,False
1258,Ok,2024-02-14 10:55:00,1707888300,21620.05,21650.2,21619.85,21635.1,0.00,0,0,0,0,96.8711048373749,False
1257,Ok,2024-02-14 11:00:00,1707888600,21634.65,21639.1,21625.05,21626.75,0.00,0,0,0,0,98.7218734196639,False
1256,Ok,2024-02-14 11:05:00,1707888900,21626.3,21640.65,21625.45,21632.5,0.00,0,0,0,0,100.0,False
1255,Ok,2024-02-14 11:10:00,1707889200,21632.7,21635.15,21594.65,21606.85,0.00,0,0,0,0,100.0,False
1254,Ok,2024-02-14 11:15:00,1707889500,21607.25,21616.6,21597.4,21605.75,0.00,0,0,0,0,100.0,False
1253,Ok,2024-02-14 11:20:00,1707889800,21604.6,21619.55,21604.6,21613.55,0.00,0,0,0,0,100.0,False
1252,Ok,2024-02-14 11:25:00,1707890100,21614.95,21622.6,21599.1,21602.7,0.00,0,0,0,0,100.0,False
1251,Ok,2024-02-14 11:30:00,1707890400,21602.2,21616.55,21599.6,21601.7,0.00,0,0,0,0,99.99999999999999,False
1250,Ok,2024-02-14 11:35:00,1707890700,21601.45,21603.2,21578.15,21596.95,0.00,0,0,0,0,100.0,False
1249,Ok,2024-02-14 11:40:00,1707891000,21596.8,21606.65,21592.05,21606.25,0.00,0,0,0,0,100.0,False
1248,Ok,2024-02-14 11:45:00,1707891300,21605.8,21609.6,21598.5,21604.75,0.00,0,0,0,0,100.0,False
1247,Ok,2024-02-14 11:50:00,1707891600,21603.6,21620.05,21603.6,21618.05,0.00,0,0,0,0,100.0,False
1246,Ok,2024-02-14 11:55:00,1707891900,21617.4,21621.75,21607.95,21613.95,0.00,0,0,0,0,100.0,False
1245,Ok,2024-02-14 12:00:00,1707892200,21613.85,21614.55,21600.45,21607.05,0.00,0,0,0,0,100.0,False
1244,Ok,2024-02-14 12:05:00,1707892500,21607.65,21622.85,21606.2,21619.1,0.00,0,0,0,0,100.0,False
1243,Ok,2024-02-14 12:10:00,1707892800,21619.15,21631.35,21613.75,21619.15,0.00,0,0,0,0,100.0,False
1242,Ok,2024-02-14 12:15:00,1707893100,21618.55,21633.95,21618.55,21627.2,0.00,0,0,0,0,100.0,False
1241,Ok,2024-02-14 12:20:00,1707893400,21627.95,21638.55,21622.95,21623.4,0.00,0,0,0,0,100.0,False
1240,Ok,2024-02-14 12:25:00,1707893700,21623.8,21663.05,21623.55,21656.8,0.00,0,0,0,0,100.0,False
1239,Ok,2024-02-14 12:30:00,1707894000,21656.05,21681.55,21655.65,21667.85,0.00,0,0,0,0,100.0,False
1238,Ok,2024-02-14 12:35:00,1707894300,21669.25,21671.15,21661.0,21663.5,0.00,0,0,0,0,100.0,False
1237,Ok,2024-02-14 12:40:00,1707894600,21662.45,21673.25,21657.65,21661.9,0.00,0,0,0,0,100.0,False
1236,Ok,2024-02-14 12:45:00,1707894900,21661.15,21672.1,21657.3,21658.05,0.00,0,0,0,0,100.0,False
1235,Ok,2024-02-14 12:50:00,1707895200,21658.3,21671.4,21650.75,21669.95,0.00,0,0,0,0,100.0,False
1234,Ok,2024-02-14 12:55:00,1707895500,21668.7,21679.75,21668.25,21678.7,0.00,0,0,0,0,99.54883110407668,False
1233,Ok,2024-02-14 13:00:00,1707895800,21678.45,21703.0,21677.85,21703.0,0.00,0,0,0,0,90.68325387490415,False
1232,Ok,2024-02-14 13:05:00,1707896100,21703.75,21705.75,21687.65,21690.05,0.00,0,0,0,0,81.94080737610773,False
1231,Ok,2024-02-14 13:10:00,1707896400,21689.7,21695.0,21684.9,21689.7,0.00,0,0,0,0,73.42469312531858,False
1230,Ok,2024-02-14 13:15:00,1707896700,21689.4,21691.25,21676.05,21681.1,0.00,0,0,0,0,65.28171570252712,False
1229,Ok,2024-02-14 13:20:00,1707897000,21680.3,21689.15,21669.85,21671.75,0.00,0,0,0,0,57.711401496693156,False
1228,Ok,2024-02-14 13:25:00,1707897300,21671.8,21679.05,21667.9,21671.75,0.00,0,0,0,0,50.96926057488058,False
1227,Ok,2024-02-14 13:30:00,1707897600,21670.95,21672.95,21639.7,21643.75,0.00,0,0,0,0,45.35709254747293,False
1226,Ok,2024-02-14 13:35:00,1707897900,21644.0,21652.75,21634.7,21650.6,0.00,0,0,0,0,41.193176170749055,False
1225,Ok,2024-02-14 13:40:00,1707898200,21650.1,21667.75,21647.65,21661.75,0.00,0,0,0,0,38.76093364944543,False
1224,Ok,2024-02-14 13:45:00,1707898500,21662.0,21686.65,21662.0,21682.95,0.00,0,0,0,0,38.24716170024213,False
1223,Ok,2024-02-14 13:50:00,1707898800,21682.5,21684.6,21664.15,21664.15,0.00,0,0,0,0,39.6934776051459,False
1222,Ok,2024-02-14 13:55:00,1707899100,21662.55,21669.2,21648.25,21659.4,0.00,0,0,0,0,42.984679395827406,False
1221,Ok,2024-02-14 14:00:00,1707899400,21658.9,21680.15,21658.75,21673.15,0.00,0,0,0,0,47.880238073829155,False
1220,Ok,2024-02-14 14:05:00,1707899700,21673.7,21687.0,21663.95,21684.6,0.00,0,0,0,0,54.07255710004931,False
1219,Ok,2024-02-14 14:10:00,1707900000,21684.55,21720.25,21678.9,21718.95,0.00,0,0,0,0,49.92322476615283,False
1218,Ok,2024-02-14 14:15:00,1707900300,21718.65,21741.2,21713.45,21727.7,0.00,0,0,0,0,45.30162844392009,False
1217,Ok,2024-02-14 14:20:00,1707900600,21726.7,21760.4,21722.75,21758.55,0.00,0,0,0,0,36.960842751380355,False
1216,Ok,2024-02-14 14:25:00,1707900900,21758.6,21758.6,21737.8,21752.7,0.00,0,0,0,0,32.871279748873754,False
1215,Ok,2024-02-14 14:30:00,1707901200,21751.95,21798.25,21747.8,21790.75,0.00,0,0,0,0,28.67079964920171,False
1214,Ok,2024-02-14 14:35:00,1707901500,21789.85,21805.0,21781.75,21800.85,0.00,0,0,0,0,24.795435285821497,False
1213,Ok,2024-02-14 14:40:00,1707901800,21799.5,21817.2,21794.4,21815.4,0.00,0,0,0,0,18.10361495629822,False
1212,Ok,2024-02-14 14:45:00,1707902100,21814.45,21824.55,21798.6,21824.55,0.00,0,0,0,0,13.254129520020768,False
1211,Ok,2024-02-14 14:50:00,1707902400,21823.35,21830.0,21819.0,21822.7,0.00,0,0,0,0,9.760578634255644,False
1210,Ok,2024-02-14 14:55:00,1707902700,21822.15,21843.75,21811.5,21838.95,0.00,0,0,0,0,7.0759742896142654,False
1209,Ok,2024-02-14 15:00:00,1707903000,21838.05,21870.2,21838.05,21851.55,0.00,0,0,0,0,5.0729277340140015,False
1208,Ok,2024-02-14 15:05:00,1707903300,21850.8,21857.35,21842.65,21850.5,0.00,0,0,0,0,3.7843243389267016,False
1207,Ok,2024-02-14 15:10:00,1707903600,21850.6,21851.1,21794.75,21814.25,0.00,0,0,0,0,3.156300623682661,False
1206,Ok,2024-02-14 15:15:00,1707903900,21814.55,21838.45,21801.85,21833.9,0.00,0,0,0,0,3.164212210749959,False
1205,Ok,2024-02-14 15:20:00,1707904200,21834.5,21849.85,21826.5,21849.1,0.00,0,0,0,0,3.808363078513054,False
1204,Ok,2024-02-14 15:25:00,1707904500,21849.0,21906.55,21842.85,21906.55,0.00,0,0,0,0,3.7230875421969785,False
1203,Ok,2024-02-15 09:15:00,1707968700,21910.1,21915.7,21889.9,21893.4,0.00,0,0,0,0,4.045097375227094,False
1202,Ok,2024-02-15 09:20:00,1707969000,21892.2,21912.25,21873.45,21904.9,0.00,0,0,0,0,4.722971556462021,False
1201,Ok,2024-02-15 09:25:00,1707969300,21904.35,21906.05,21862.0,21876.35,0.00,0,0,0,0,5.555894334341893,False
1200,Ok,2024-02-15 09:30:00,1707969600,21875.1,21879.45,21842.75,21842.75,0.00,0,0,0,0,5.704626847913438,False
1199,Ok,2024-02-15 09:35:00,1707969900,21840.75,21865.4,21824.2,21825.55,0.00,0,0,0,0,6.7774724548918,False
1198,Ok,2024-02-15 09:40:00,1707970200,21824.9,21838.05,21813.65,21825.35,0.00,0,0,0,0,7.564596846473954,False
1197,Ok,2024-02-15 09:45:00,1707970500,21824.95,21902.9,21823.75,21876.1,0.00,0,0,0,0,10.47927350941842,False
1196,Ok,2024-02-15 09:50:00,1707970800,21875.4,21886.4,21854.45,21854.45,0.00,0,0,0,0,13.84904697956901,False
1195,Ok,2024-02-15 09:55:00,1707971100,21842.2,21842.2,21798.7,21808.35,0.00,0,0,0,0,20.346796361349867,False
1194,Ok,2024-02-15 10:00:00,1707971400,21802.8,21840.5,21796.1,21828.9,0.00,0,0,0,0,29.281192993138692,False
1193,Ok,2024-02-15 10:05:00,1707971700,21829.05,21878.05,21827.7,21862.75,0.00,0,0,0,0,39.09115999959143,False
1192,Ok,2024-02-15 10:10:00,1707972000,21862.8,21891.5,21856.5,21885.35,0.00,0,0,0,0,49.17992645270489,False
1191,Ok,2024-02-15 10:15:00,1707972300,21886.35,21902.35,21868.45,21886.9,0.00,0,0,0,0,61.35399798495565,False
1190,Ok,2024-02-15 10:20:00,1707972600,21885.6,21894.1,21873.9,21890.6,0.00,0,0,0,0,70.09295328037345,False
1189,Ok,2024-02-15 10:25:00,1707972900,21891.35,21892.3,21867.05,21871.05,0.00,0,0,0,0,75.7592041761366,False
1188,Ok,2024-02-15 10:30:00,1707973200,21870.7,21899.75,21861.6,21872.05,0.00,0,0,0,0,81.67403527288099,False
1187,Ok,2024-02-15 10:35:00,1707973500,21876.05,21876.75,21854.3,21862.5,0.00,0,0,0,0,87.72723363840718,False
1186,Ok,2024-02-15 10:40:00,1707973800,21864.35,21873.85,21855.25,21860.1,0.00,0,0,0,0,93.84978073928806,False
1185,Ok,2024-02-15 10:45:00,1707974100,21862.45,21877.7,21852.35,21869.55,0.00,0,0,0,0,100.0,False
1184,Ok,2024-02-15 10:50:00,1707974400,21869.8,21875.65,21859.9,21874.05,0.00,0,0,0,0,99.99999999999999,False
1183,Ok,2024-02-15 10:55:00,1707974700,21874.75,21878.1,21832.4,21847.65,0.00,0,0,0,0,99.99999999999999,False
1182,Ok,2024-02-15 11:00:00,1707975000,21848.65,21867.5,21846.85,21848.3,0.00,0,0,0,0,100.0,False
1181,Ok,2024-02-15 11:05:00,1707975300,21848.5,21863.55,21846.7,21856.7,0.00,0,0,0,0,100.0,False
1180,Ok,2024-02-15 11:10:00,1707975600,21860.35,21879.85,21857.65,21868.5,0.00,0,0,0,0,100.0,False
1179,Ok,2024-02-15 11:15:00,1707975900,21868.3,21869.9,21856.8,21864.35,0.00,0,0,0,0,100.0,False
1178,Ok,2024-02-15 11:20:00,1707976200,21864.85,21877.75,21862.75,21865.85,0.00,0,0,0,0,100.0,False
1177,Ok,2024-02-15 11:25:00,1707976500,21866.0,21869.25,21844.6,21862.25,0.00,0,0,0,0,99.99999999999999,False
1176,Ok,2024-02-15 11:30:00,1707976800,21861.95,21865.45,21846.15,21854.0,0.00,0,0,0,0,100.0,False
1175,Ok,2024-02-15 11:35:00,1707977100,21854.25,21863.05,21846.55,21861.7,0.00,0,0,0,0,100.0,False
1174,Ok,2024-02-15 11:40:00,1707977400,21861.1,21868.25,21840.55,21858.0,0.00,0,0,0,0,100.0,False
1173,Ok,2024-02-15 11:45:00,1707977700,21858.75,21874.45,21858.5,21863.55,0.00,0,0,0,0,100.0,False
1172,Ok,2024-02-15 11:50:00,1707978000,21863.3,21875.55,21852.25,21870.1,0.00,0,0,0,0,100.0,False
1171,Ok,2024-02-15 11:55:00,1707978300,21869.1,21881.4,21855.85,21861.35,0.00,0,0,0,0,99.99999999999999,False
1170,Ok,2024-02-15 12:00:00,1707978600,21860.65,21865.05,21848.1,21853.4,0.00,0,0,0,0,100.0,False
1169,Ok,2024-02-15 12:05:00,1707978900,21852.75,21862.7,21848.85,21853.95,0.00,0,0,0,0,100.0,False
1168,Ok,2024-02-15 12:10:00,1707979200,21854.4,21862.3,21849.35,21857.85,0.00,0,0,0,0,100.0,False
1167,Ok,2024-02-15 12:15:00,1707979500,21857.95,21859.75,21835.6,21844.1,0.00,0,0,0,0,100.0,False
1166,Ok,2024-02-15 12:20:00,1707979800,21844.45,21872.7,21842.85,21871.85,0.00,0,0,0,0,99.99999999999999,False
1165,Ok,2024-02-15 12:25:00,1707980100,21871.35,21874.75,21855.15,21857.9,0.00,0,0,0,0,100.0,False
1164,Ok,2024-02-15 12:30:00,1707980400,21857.35,21859.65,21823.85,21828.95,0.00,0,0,0,0,100.0,False
1163,Ok,2024-02-15 12:35:00,1707980700,21829.4,21851.95,21827.9,21849.5,0.00,0,0,0,0,100.0,False
1162,Ok,2024-02-15 12:40:00,1707981000,21849.25,21856.6,21836.9,21850.25,0.00,0,0,0,0,100.0,False
1161,Ok,2024-02-15 12:45:00,1707981300,21849.8,21863.9,21836.15,21863.25,0.00,0,0,0,0,99.99999999999999,False
1160,Ok,2024-02-15 12:50:00,1707981600,21863.2,21870.15,21852.5,21856.0,0.00,0,0,0,0,100.0,False
1159,Ok,2024-02-15 12:55:00,1707981900,21855.8,21864.0,21852.15,21858.1,0.00,0,0,0,0,100.0,False
1158,Ok,2024-02-15 13:00:00,1707982200,21858.75,21865.4,21845.9,21863.8,0.00,0,0,0,0,100.0,False
1157,Ok,2024-02-15 13:05:00,1707982500,21863.9,21865.3,21856.35,21858.3,0.00,0,0,0,0,100.0,False
1156,Ok,2024-02-15 13:10:00,1707982800,21858.55,21865.8,21852.8,21861.25,0.00,0,0,0,0,100.0,False
1155,Ok,2024-02-15 13:15:00,1707983100,21861.85,21863.9,21845.25,21845.25,0.00,0,0,0,0,99.99999999999999,False
1154,Ok,2024-02-15 13:20:00,1707983400,21845.15,21875.75,21838.65,21861.65,0.00,0,0,0,0,100.0,False
1153,Ok,2024-02-15 13:25:00,1707983700,21860.95,21870.15,21850.25,21868.55,0.00,0,0,0,0,100.0,False
1152,Ok,2024-02-15 13:30:00,1707984000,21868.45,21874.45,21860.7,21866.3,0.00,0,0,0,0,100.0,False
1151,Ok,2024-02-15 13:35:00,1707984300,21866.4,21916.4,21865.05,21916.4,0.00,0,0,0,0,86.4933546186515,False
1150,Ok,2024-02-15 13:40:00,1707984600,21916.85,21948.1,21907.9,21943.95,0.00,0,0,0,0,64.30038582671455,False
1149,Ok,2024-02-15 13:45:00,1707984900,21942.65,21948.1,21927.9,21943.3,0.00,0,0,0,0,49.44168773567402,False
1148,Ok,2024-02-15 13:50:00,1707985200,21942.85,21951.15,21933.55,21939.05,0.00,0,0,0,0,38.68129330399299,False
1147,Ok,2024-02-15 13:55:00,1707985500,21937.8,21952.8,21922.1,21952.8,0.00,0,0,0,0,29.75910528836201,False
1146,Ok,2024-02-15 14:00:00,1707985800,21951.4,21952.25,21917.3,21919.65,0.00,0,0,0,0,23.230869242358633,False
1145,Ok,2024-02-15 14:05:00,1707986100,21919.0,21937.8,21916.9,21933.65,0.00,0,0,0,0,18.439250640058415,False
1144,Ok,2024-02-15 14:10:00,1707986400,21932.8,21944.35,21914.75,21914.75,0.00,0,0,0,0,15.026623590092917,False
1143,Ok,2024-02-15 14:15:00,1707986700,21913.1,21917.85,21898.65,21904.95,0.00,0,0,0,0,12.787250014141833,False
1142,Ok,2024-02-15 14:20:00,1707987000,21904.75,21914.4,21879.45,21881.9,0.00,0,0,0,0,11.604393517238137,False
1141,Ok,2024-02-15 14:25:00,1707987300,21882.1,21899.95,21874.6,21892.4,0.00,0,0,0,0,11.421551873999576,False
1140,Ok,2024-02-15 14:30:00,1707987600,21892.9,21906.25,21883.6,21890.55,0.00,0,0,0,0,12.230289285628366,False
1139,Ok,2024-02-15 14:35:00,1707987900,21889.75,21906.1,21886.85,21906.1,0.00,0,0,0,0,14.068516866655933,False
1138,Ok,2024-02-15 14:40:00,1707988200,21902.3,21905.3,21895.15,21902.0,0.00,0,0,0,0,17.02841805313726,False
1137,Ok,2024-02-15 14:45:00,1707988500,21903.6,21912.95,21896.5,21906.0,0.00,0,0,0,0,21.277859424873203,False
1136,Ok,2024-02-15 14:50:00,1707988800,21905.4,21928.85,21903.65,21919.25,0.00,0,0,0,0,27.107316193589416,False
1135,Ok,2024-02-15 14:55:00,1707989100,21919.55,21923.9,21898.7,21910.7,0.00,0,0,0,0,35.03608548580779,False
1134,Ok,2024-02-15 15:00:00,1707989400,21909.95,21918.85,21887.75,21915.25,0.00,0,0,0,0,46.08569377436808,False
1133,Ok,2024-02-15 15:05:00,1707989700,21914.8,21915.8,21895.25,21903.65,0.00,0,0,0,0,62.66430143415609,False
1132,Ok,2024-02-15 15:10:00,1707990000,21905.05,21913.9,21893.55,21909.8,0.00,0,0,0,0,92.96795930536572,False
1131,Ok,2024-02-15 15:15:00,1707990300,21910.75,21917.75,21907.5,21916.05,0.00,0,0,0,0,99.3108999961295,False
1130,Ok,2024-02-15 15:20:00,1707990600,21916.6,21930.35,21914.55,21926.0,0.00,0,0,0,0,99.46439718030166,False
1129,Ok,2024-02-15 15:25:00,1707990900,21925.1,22020.3,21923.25,22020.3,0.00,0,0,0,0,74.54331131942344,False
1128,Ok,2024-02-16 09:15:00,1708055100,22018.65,22020.65,21993.3,22005.45,0.00,0,0,0,0,59.252509783442505,False
1127,Ok,2024-02-16 09:20:00,1708055400,22004.9,22005.0,21990.7,21999.35,0.00,0,0,0,0,47.01113905134046,False
1126,Ok,2024-02-16 09:25:00,1708055700,21996.55,22016.65,21986.3,22005.55,0.00,0,0,0,0,37.69527318792784,False
1125,Ok,2024-02-16 09:30:00,1708056000,22006.75,22010.7,21976.9,21985.95,0.00,0,0,0,0,30.53649207099633,False
1124,Ok,2024-02-16 09:35:00,1708056300,21987.9,22012.5,21984.05,22012.2,0.00,0,0,0,0,25.08513434195845,False
1123,Ok,2024-02-16 09:40:00,1708056600,22013.05,22020.65,21986.5,21994.1,0.00,0,0,0,0,21.063214405377252,False
1122,Ok,2024-02-16 09:45:00,1708056900,21993.65,21993.95,21969.55,21978.05,0.00,0,0,0,0,18.295352585102066,False
1121,Ok,2024-02-16 09:50:00,1708057200,21979.05,22001.2,21977.8,21998.0,0.00,0,0,0,0,16.67365388164218,False
1120,Ok,2024-02-16 09:55:00,1708057500,21997.9,22011.7,21997.9,22006.15,0.00,0,0,0,0,16.139319826646457,False
1119,Ok,2024-02-16 10:00:00,1708057800,22006.1,22017.9,22004.55,22013.7,0.00,0,0,0,0,16.673653881642068,False
1118,Ok,2024-02-16 10:05:00,1708058100,22012.65,22028.4,22004.35,22028.25,0.00,0,0,0,0,16.900114220722614,False
1117,Ok,2024-02-16 10:10:00,1708058400,22027.55,22037.35,22023.15,22036.7,0.00,0,0,0,0,17.346152825747538,False
1116,Ok,2024-02-16 10:15:00,1708058700,22036.4,22040.95,22024.05,22026.1,0.00,0,0,0,0,18.94531238552748,False
1115,Ok,2024-02-16 10:20:00,1708059000,22026.5,22032.0,22014.55,22025.85,0.00,0,0,0,0,21.816337350059385,False
1114,Ok,2024-02-16 10:25:00,1708059300,22026.5,22041.85,22025.15,22040.1,0.00,0,0,0,0,25.652803825336655,False
1113,Ok,2024-02-16 10:30:00,1708059600,22038.95,22044.6,22029.05,22033.3,0.00,0,0,0,0,31.414415391273927,False
1112,Ok,2024-02-16 10:35:00,1708059900,22034.15,22036.45,22016.45,22022.1,0.00,0,0,0,0,40.121560018976574,False
1111,Ok,2024-02-16 10:40:00,1708060200,22021.15,22033.05,22013.7,22032.25,0.00,0,0,0,0,54.723127225420036,False
1110,Ok,2024-02-16 10:45:00,1708060500,22031.85,22033.5,22021.3,22022.2,0.00,0,0,0,0,93.35552784228736,False
1109,Ok,2024-02-16 10:50:00,1708060800,22022.05,22033.0,22016.5,22030.65,0.00,0,0,0,0,93.39942816996589,False
1108,Ok,2024-02-16 10:55:00,1708061100,22031.1,22039.4,22028.6,22034.1,0.00,0,0,0,0,93.42887751422118,False
1107,Ok,2024-02-16 11:00:00,1708061400,22033.75,22041.1,22023.8,22036.65,0.00,0,0,0,0,93.39740251149175,False
1106,Ok,2024-02-16 11:05:00,1708061700,22037.1,22045.6,22035.65,22041.0,0.00,0,0,0,0,93.4126594441621,False
1105,Ok,2024-02-16 11:10:00,1708062000,22041.15,22042.75,22032.15,22034.65,0.00,0,0,0,0,93.5000602937367,False
1104,Ok,2024-02-16 11:15:00,1708062300,22035.6,22045.55,22028.65,22037.4,0.00,0,0,0,0,93.75496725510936,False
1103,Ok,2024-02-16 11:20:00,1708062600,22037.85,22045.2,22030.4,22035.55,0.00,0,0,0,0,94.27296461630905,False
1102,Ok,2024-02-16 11:25:00,1708062900,22035.9,22043.3,22033.2,22037.25,0.00,0,0,0,0,95.11209658932839,False
1101,Ok,2024-02-16 11:30:00,1708063200,22037.35,22040.7,22025.5,22030.0,0.00,0,0,0,0,96.28721930233058,False
1100,Ok,2024-02-16 11:35:00,1708063500,22031.45,22031.8,22014.8,22019.1,0.00,0,0,0,0,97.78233112757744,False
1099,Ok,2024-02-16 11:40:00,1708063800,22018.45,22029.45,22008.0,22027.5,0.00,0,0,0,0,99.56545118376704,False
1098,Ok,2024-02-16 11:45:00,1708064100,22027.1,22027.15,22006.65,22023.45,0.00,0,0,0,0,99.90443678370879,False
1097,Ok,2024-02-16 11:50:00,1708064400,22024.05,22038.3,22019.7,22030.3,0.00,0,0,0,0,99.90798907092088,False
1096,Ok,2024-02-16 11:55:00,1708064700,22030.9,22041.9,22030.3,22041.75,0.00,0,0,0,0,99.90931368478314,False
1095,Ok,2024-02-16 12:00:00,1708065000,22042.4,22045.1,22035.25,22043.55,0.00,0,0,0,0,99.87033269311789,False
1094,Ok,2024-02-16 12:05:00,1708065300,22043.3,22049.25,22038.2,22038.8,0.00,0,0,0,0,99.83257752520174,False
1093,Ok,2024-02-16 12:10:00,1708065600,22039.3,22050.0,22038.0,22047.4,0.00,0,0,0,0,99.58278579289765,False
1092,Ok,2024-02-16 12:15:00,1708065900,22046.8,22048.95,22035.2,22036.0,0.00,0,0,0,0,99.43166950046546,False
1091,Ok,2024-02-16 12:20:00,1708066200,22035.4,22036.8,22026.9,22027.9,0.00,0,0,0,0,99.35827766977272,False
1090,Ok,2024-02-16 12:25:00,1708066500,22026.95,22032.15,22022.75,22025.2,0.00,0,0,0,0,99.33729647473913,False
1089,Ok,2024-02-16 12:30:00,1708066800,22025.05,22036.5,22023.95,22035.55,0.00,0,0,0,0,99.34259336235448,False
1088,Ok,2024-02-16 12:35:00,1708067100,22035.8,22044.1,22034.2,22042.05,0.00,0,0,0,0,99.35210910733566,False
1087,Ok,2024-02-16 12:40:00,1708067400,22042.1,22046.75,22036.5,22046.4,0.00,0,0,0,0,99.3551626606949,False
1086,Ok,2024-02-16 12:45:00,1708067700,22045.25,22049.95,22036.25,22048.5,0.00,0,0,0,0,99.38543370239509,False
1085,Ok,2024-02-16 12:50:00,1708068000,22047.75,22056.5,22045.7,22055.05,0.00,0,0,0,0,98.70229848756466,False
1084,Ok,2024-02-16 12:55:00,1708068300,22055.7,22062.6,22054.35,22060.55,0.00,0,0,0,0,96.71749871419344,False
