index,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi,psi,in range
1450,Ok,2024-02-09 13:40:00,1707466200,21721.35,21742.45,21710.05,21738.55,0.00,0,0,0,0,92.67926760494139,False
1449,Ok,2024-02-09 13:45:00,1707466500,21740.25,21741.7,21727.25,21736.65,0.00,0,0,0,0,93.91913318014349,False
1448,Ok,2024-02-09 13:50:00,1707466800,21736.85,21742.15,21731.1,21739.95,0.00,0,0,0,0,95.54657903551342,False
1447,Ok,2024-02-09 13:55:00,1707467100,21739.9,21750.95,21738.95,21742.0,0.00,0,0,0,0,96.72763214040879,False
1446,Ok,2024-02-09 14:00:00,1707467400,21743.85,21750.95,21738.0,21750.95,0.00,0,0,0,0,98.04847840880414,False
1445,Ok,2024-02-09 14:05:00,1707467700,21751.9,21757.65,21742.15,21748.05,0.00,0,0,0,0,99.15576490650413,False
1444,Ok,2024-02-09 14:10:00,1707468000,21748.4,21768.95,21742.7,21760.85,0.00,0,0,0,0,98.96897510470043,False
1443,Ok,2024-02-09 14:15:00,1707468300,21762.3,21779.4,21753.45,21778.35,0.00,0,0,0,0,90.1093345292723,False
1442,Ok,2024-02-09 14:20:00,1707468600,21778.7,21778.7,21761.0,21766.85,0.00,0,0,0,0,81.08361659219196,False
1441,Ok,2024-02-09 14:25:00,1707468900,21767.8,21772.7,21753.65,21769.4,0.00,0,0,0,0,72.32325141806217,False
1440,Ok,2024-02-09 14:30:00,1707469200,21770.1,21785.15,21769.35,21778.0,0.00,0,0,0,0,63.95129174855501,False
1439,Ok,2024-02-09 14:35:00,1707469500,21777.0,21784.0,21755.8,21784.0,0.00,0,0,0,0,52.63417807442929,False
1438,Ok,2024-02-09 14:40:00,1707469800,21785.2,21785.2,21761.55,21765.25,0.00,0,0,0,0,42.97257702432461,False
1437,Ok,2024-02-09 14:45:00,1707470100,21765.5,21781.6,21758.4,21776.9,0.00,0,0,0,0,35.08347533800843,False
1436,Ok,2024-02-09 14:50:00,1707470400,21776.8,21781.1,21761.4,21773.1,0.00,0,0,0,0,29.067846526041798,False
1435,Ok,2024-02-09 14:55:00,1707470700,21773.3,21779.75,21754.8,21762.6,0.00,0,0,0,0,25.00612926531185,False
1434,Ok,2024-02-09 15:00:00,1707471000,21762.3,21803.15,21755.2,21781.1,0.00,0,0,0,0,22.95437931533686,False
1433,Ok,2024-02-09 15:05:00,1707471300,21780.8,21795.2,21774.3,21789.3,0.00,0,0,0,0,19.533015807458042,False
1432,Ok,2024-02-09 15:10:00,1707471600,21790.15,21800.35,21780.35,21782.8,0.00,0,0,0,0,18.22158136243761,False
1431,Ok,2024-02-09 15:15:00,1707471900,21783.95,21790.2,21777.1,21777.9,0.00,0,0,0,0,18.945916555593755,False
1430,Ok,2024-02-09 15:20:00,1707472200,21777.65,21784.4,21772.5,21780.85,0.00,0,0,0,0,21.746654205363942,False
1429,Ok,2024-02-09 15:25:00,1707472500,21781.35,21800.8,21773.75,21800.8,0.00,0,0,0,0,20.91201418523161,False
1428,Ok,2024-02-12 09:15:00,1707709500,21819.5,21830.55,21764.6,21823.25,0.00,0,0,0,0,19.092833670538532,False
1427,Ok,2024-02-12 09:20:00,1707709800,21822.6,21823.9,21772.65,21776.35,0.00,0,0,0,0,17.96178359505447,False
1426,Ok,2024-02-12 09:25:00,1707710100,21776.4,21805.3,21765.85,21801.0,0.00,0,0,0,0,17.7818885200424,False
1425,Ok,2024-02-12 09:30:00,1707710400,21800.95,21810.1,21787.45,21799.6,0.00,0,0,0,0,18.566335921951012,False
1424,Ok,2024-02-12 09:35:00,1707710700,21800.5,21817.25,21783.6,21783.6,0.00,0,0,0,0,19.536421817165145,False
1423,Ok,2024-02-12 09:40:00,1707711000,21784.05,21786.15,21739.3,21744.65,0.00,0,0,0,0,16.304013558237187,False
1422,Ok,2024-02-12 09:45:00,1707711300,21743.85,21748.6,21731.15,21734.55,0.00,0,0,0,0,14.77982892072285,False
1421,Ok,2024-02-12 09:50:00,1707711600,21734.75,21757.8,21726.75,21741.05,0.00,0,0,0,0,14.856702942333143,False
1420,Ok,2024-02-12 09:55:00,1707711900,21741.55,21741.55,21719.35,21722.9,0.00,0,0,0,0,16.521001344663397,False
1419,Ok,2024-02-12 10:00:00,1707712200,21723.7,21727.0,21690.1,21720.15,0.00,0,0,0,0,16.754534757438762,False
1418,Ok,2024-02-12 10:05:00,1707712500,21720.6,21727.75,21684.8,21684.8,0.00,0,0,0,0,13.719173307626292,False
1417,Ok,2024-02-12 10:10:00,1707712800,21687.0,21707.3,21672.9,21690.25,0.00,0,0,0,0,11.689182472513068,False
1416,Ok,2024-02-12 10:15:00,1707713100,21690.0,21716.5,21675.85,21702.1,0.00,0,0,0,0,10.630152826326814,False
1415,Ok,2024-02-12 10:20:00,1707713400,21702.95,21707.5,21655.5,21655.75,0.00,0,0,0,0,9.941852185199394,False
1414,Ok,2024-02-12 10:25:00,1707713700,21654.55,21665.45,21629.55,21661.85,0.00,0,0,0,0,9.412182527393263,False
1413,Ok,2024-02-12 10:30:00,1707714000,21662.05,21677.35,21648.3,21664.5,0.00,0,0,0,0,8.68174930375806,False
1412,Ok,2024-02-12 10:35:00,1707714300,21665.15,21683.55,21660.15,21675.45,0.00,0,0,0,0,8.639292252015238,False
1411,Ok,2024-02-12 10:40:00,1707714600,21674.95,21682.05,21663.35,21678.25,0.00,0,0,0,0,9.285740254856144,False
1410,Ok,2024-02-12 10:45:00,1707714900,21677.85,21685.2,21665.4,21668.0,0.00,0,0,0,0,10.596961838446802,False
1409,Ok,2024-02-12 10:50:00,1707715200,21667.85,21681.0,21654.35,21679.3,0.00,0,0,0,0,12.131564597733728,False
1408,Ok,2024-02-12 10:55:00,1707715500,21679.35,21693.25,21664.2,21693.2,0.00,0,0,0,0,11.41407647844484,False
1407,Ok,2024-02-12 11:00:00,1707715800,21693.45,21701.0,21678.35,21678.35,0.00,0,0,0,0,11.875293580000722,False
1406,Ok,2024-02-12 11:05:00,1707716100,21677.1,21709.45,21673.7,21708.25,0.00,0,0,0,0,13.53705958156371,False
1405,Ok,2024-02-12 11:10:00,1707716400,21707.3,21719.1,21702.35,21717.3,0.00,0,0,0,0,16.48170802855681,False
1404,Ok,2024-02-12 11:15:00,1707716700,21717.15,21725.8,21700.75,21708.75,0.00,0,0,0,0,20.870183340227122,False
1403,Ok,2024-02-12 11:20:00,1707717000,21708.45,21721.1,21702.4,21719.75,0.00,0,0,0,0,26.983166940297938,False
1402,Ok,2024-02-12 11:25:00,1707717300,21718.95,21723.45,21709.6,21720.2,0.00,0,0,0,0,35.311256048048804,False
1401,Ok,2024-02-12 11:30:00,1707717600,21720.7,21728.25,21705.05,21710.55,0.00,0,0,0,0,46.77109308821881,False
1400,Ok,2024-02-12 11:35:00,1707717900,21710.65,21712.7,21692.05,21702.25,0.00,0,0,0,0,63.32270309725034,False
1399,Ok,2024-02-12 11:40:00,1707718200,21700.8,21706.15,21690.75,21694.9,0.00,0,0,0,0,87.0005909748296,False
1398,Ok,2024-02-12 11:45:00,1707718500,21694.5,21695.6,21684.8,21685.75,0.00,0,0,0,0,91.23230369429483,False
1397,Ok,2024-02-12 11:50:00,1707718800,21684.15,21687.8,21673.6,21683.9,0.00,0,0,0,0,95.57578274977604,False
1396,Ok,2024-02-12 11:55:00,1707719100,21683.75,21692.9,21673.0,21686.2,0.00,0,0,0,0,100.0,False
1395,Ok,2024-02-12 12:00:00,1707719400,21686.9,21688.75,21649.05,21649.55,0.00,0,0,0,0,97.574612818637,False
1394,Ok,2024-02-12 12:05:00,1707719700,21649.6,21654.05,21610.15,21625.3,0.00,0,0,0,0,85.89492873704788,False
1393,Ok,2024-02-12 12:10:00,1707720000,21625.5,21642.35,21623.5,21637.2,0.00,0,0,0,0,74.82829225189971,False
1392,Ok,2024-02-12 12:15:00,1707720300,21639.05,21671.15,21636.15,21668.8,0.00,0,0,0,0,64.53230520851838,False
1391,Ok,2024-02-12 12:20:00,1707720600,21669.1,21680.7,21661.8,21665.45,0.00,0,0,0,0,55.183300066911485,False
1390,Ok,2024-02-12 12:25:00,1707720900,21665.25,21667.9,21648.2,21660.6,0.00,0,0,0,0,46.97047151836329,False
1389,Ok,2024-02-12 12:30:00,1707721200,21660.75,21677.1,21657.75,21659.1,0.00,0,0,0,0,40.08633210348426,False
1388,Ok,2024-02-12 12:35:00,1707721500,21658.9,21675.4,21657.85,21669.3,0.00,0,0,0,0,34.7136686737206,False
1387,Ok,2024-02-12 12:40:00,1707721800,21669.0,21672.45,21662.25,21664.4,0.00,0,0,0,0,31.010143138058627,False
1386,Ok,2024-02-12 12:45:00,1707722100,21665.45,21672.3,21631.75,21641.95,0.00,0,0,0,0,29.092712989727087,False
1385,Ok,2024-02-12 12:50:00,1707722400,21641.9,21651.85,21633.6,21646.2,0.00,0,0,0,0,29.024728305985935,False
1384,Ok,2024-02-12 12:55:00,1707722700,21645.8,21647.95,21617.45,21627.95,0.00,0,0,0,0,29.675508640418535,False
1383,Ok,2024-02-12 13:00:00,1707723000,21628.0,21628.0,21575.2,21594.95,0.00,0,0,0,0,23.76243001853242,False
1382,Ok,2024-02-12 13:05:00,1707723300,21594.8,21612.15,21588.75,21609.55,0.00,0,0,0,0,20.328100014485894,False
1381,Ok,2024-02-12 13:10:00,1707723600,21609.25,21624.8,21606.0,21614.5,0.00,0,0,0,0,18.71841411863111,False
1380,Ok,2024-02-12 13:15:00,1707723900,21613.85,21622.15,21591.85,21604.85,0.00,0,0,0,0,18.701096982425536,False
1379,Ok,2024-02-12 13:20:00,1707724200,21604.3,21605.0,21591.9,21598.75,0.00,0,0,0,0,20.273855884154845,False
1378,Ok,2024-02-12 13:25:00,1707724500,21599.15,21627.3,21598.15,21618.85,0.00,0,0,0,0,23.662772483131324,False
1377,Ok,2024-02-12 13:30:00,1707724800,21619.1,21653.0,21617.2,21644.15,0.00,0,0,0,0,29.507692632806265,False
1376,Ok,2024-02-12 13:35:00,1707725100,21644.75,21660.75,21639.9,21641.85,0.00,0,0,0,0,39.74013524384525,False
1375,Ok,2024-02-12 13:40:00,1707725400,21641.75,21644.2,21629.4,21629.65,0.00,0,0,0,0,48.381172966351734,False
1374,Ok,2024-02-12 13:45:00,1707725700,21630.35,21648.0,21629.15,21646.85,0.00,0,0,0,0,47.619455332743506,False
1373,Ok,2024-02-12 13:50:00,1707726000,21646.75,21649.95,21605.15,21608.05,0.00,0,0,0,0,48.675584241935915,False
1372,Ok,2024-02-12 13:55:00,1707726300,21608.2,21645.8,21607.5,21635.45,0.00,0,0,0,0,51.43125279662631,False
1371,Ok,2024-02-12 14:00:00,1707726600,21635.15,21658.85,21634.2,21656.55,0.00,0,0,0,0,55.60912519639313,False
1370,Ok,2024-02-12 14:05:00,1707726900,21655.9,21668.7,21645.75,21654.4,0.00,0,0,0,0,60.864526053036975,False
1369,Ok,2024-02-12 14:10:00,1707727200,21653.9,21691.55,21653.0,21688.35,0.00,0,0,0,0,66.86918775254784,False
1368,Ok,2024-02-12 14:15:00,1707727500,21687.85,21697.0,21661.35,21661.35,0.00,0,0,0,0,73.35700375617249,False
1367,Ok,2024-02-12 14:20:00,1707727800,21662.85,21671.3,21632.25,21641.3,0.00,0,0,0,0,80.13413890213053,False
1366,Ok,2024-02-12 14:25:00,1707728100,21642.2,21646.25,21628.95,21633.45,0.00,0,0,0,0,87.06942737589853,False
1365,Ok,2024-02-12 14:30:00,1707728400,21634.5,21667.85,21634.5,21665.1,0.00,0,0,0,0,94.07872664925057,False
1364,Ok,2024-02-12 14:35:00,1707728700,21666.25,21669.7,21637.5,21640.1,0.00,0,0,0,0,100.0,False
1363,Ok,2024-02-12 14:40:00,1707729000,21641.0,21656.9,21623.65,21644.6,0.00,0,0,0,0,100.0,False
1362,Ok,2024-02-12 14:45:00,1707729300,21644.2,21652.75,21628.45,21633.3,0.00,0,0,0,0,100.0,False
1361,Ok,2024-02-12 14:50:00,1707729600,21633.85,21642.45,21614.45,21614.45,0.00,0,0,0,0,100.0,False
1360,Ok,2024-02-12 14:55:00,1707729900,21614.3,21627.3,21603.75,21603.85,0.00,0,0,0,0,99.66200106790575,False
1359,Ok,2024-02-12 15:00:00,1707730200,21604.95,21657.35,21604.95,21645.6,0.00,0,0,0,0,99.40992795129115,False
1358,Ok,2024-02-12 15:05:00,1707730500,21647.05,21650.5,21634.25,21634.25,0.00,0,0,0,0,99.23825621700719,False
1357,Ok,2024-02-12 15:10:00,1707730800,21635.95,21638.45,21586.95,21598.0,0.00,0,0,0,0,97.95908430094796,False
1356,Ok,2024-02-12 15:15:00,1707731100,21597.6,21601.95,21585.0,21591.2,0.00,0,0,0,0,94.67382813058431,False
1355,Ok,2024-02-12 15:20:00,1707731400,21591.4,21627.5,21591.4,21624.55,0.00,0,0,0,0,91.62657142214505,False
1354,Ok,2024-02-12 15:25:00,1707731700,21625.1,21632.55,21611.2,21612.6,0.00,0,0,0,0,88.88077257023795,False
1353,Ok,2024-02-13 09:15:00,1707795900,21660.3,21671.45,21623.9,21659.9,0.00,0,0,0,0,86.5122594849652,False
1352,Ok,2024-02-13 09:20:00,1707796200,21659.2,21662.75,21579.1,21627.05,0.00,0,0,0,0,84.60111030538249,False
1351,Ok,2024-02-13 09:25:00,1707796500,21627.0,21633.05,21570.5,21577.7,0.00,0,0,0,0,69.65789252285224,False
1350,Ok,2024-02-13 09:30:00,1707796800,21576.45,21606.35,21544.4,21596.0,0.00,0,0,0,0,55.78587863786537,False
1349,Ok,2024-02-13 09:35:00,1707797100,21597.45,21640.3,21584.6,21637.0,0.00,0,0,0,0,43.56104040389541,False
1348,Ok,2024-02-13 09:40:00,1707797400,21635.7,21644.1,21597.4,21628.4,0.00,0,0,0,0,33.67993148948924,False
1347,Ok,2024-02-13 09:45:00,1707797700,21628.45,21628.45,21597.1,21601.95,0.00,0,0,0,0,26.871443017066,False
1346,Ok,2024-02-13 09:50:00,1707798000,21601.1,21636.75,21595.75,21633.15,0.00,0,0,0,0,23.742251636181795,False
1345,Ok,2024-02-13 09:55:00,1707798300,21633.95,21678.9,21631.25,21676.75,0.00,0,0,0,0,24.603608444865255,False
1344,Ok,2024-02-13 10:00:00,1707798600,21675.6,21682.85,21658.55,21672.55,0.00,0,0,0,0,29.367682149985757,False
1343,Ok,2024-02-13 10:05:00,1707798900,21671.55,21704.4,21667.3,21702.95,0.00,0,0,0,0,23.872248004426876,False
1342,Ok,2024-02-13 10:10:00,1707799200,21703.3,21722.45,21699.2,21718.45,0.00,0,0,0,0,20.653263002200116,False
1341,Ok,2024-02-13 10:15:00,1707799500,21719.5,21724.55,21694.55,21705.9,0.00,0,0,0,0,18.558232805404153,False
1340,Ok,2024-02-13 10:20:00,1707799800,21705.85,21711.55,21689.65,21694.2,0.00,0,0,0,0,15.934999900471162,False
1339,Ok,2024-02-13 10:25:00,1707800100,21695.0,21712.2,21690.7,21712.15,0.00,0,0,0,0,14.907135294052146,False
1338,Ok,2024-02-13 10:30:00,1707800400,21711.8,21713.9,21701.35,21707.3,0.00,0,0,0,0,15.332456636891209,False
1337,Ok,2024-02-13 10:35:00,1707800700,21708.15,21722.3,21699.05,21713.8,0.00,0,0,0,0,15.458262513286073,False
1336,Ok,2024-02-13 10:40:00,1707801000,21714.0,21716.85,21695.05,21716.75,0.00,0,0,0,0,15.130501016942773,False
1335,Ok,2024-02-13 10:45:00,1707801300,21715.0,21717.6,21708.3,21717.0,0.00,0,0,0,0,16.610339727171528,False
1334,Ok,2024-02-13 10:50:00,1707801600,21716.6,21746.7,21716.3,21738.85,0.00,0,0,0,0,15.087657534587215,False
1333,Ok,2024-02-13 10:55:00,1707801900,21738.15,21742.15,21723.85,21728.15,0.00,0,0,0,0,14.91349069376897,False
1332,Ok,2024-02-13 11:00:00,1707802200,21728.65,21735.25,21719.15,21733.65,0.00,0,0,0,0,16.068135891445145,False
1331,Ok,2024-02-13 11:05:00,1707802500,21733.0,21747.6,21731.75,21739.35,0.00,0,0,0,0,14.448611929067994,False
1330,Ok,2024-02-13 11:10:00,1707802800,21739.4,21765.5,21734.9,21764.35,0.00,0,0,0,0,11.739574922855098,False
1329,Ok,2024-02-13 11:15:00,1707803100,21763.1,21766.45,21730.7,21738.85,0.00,0,0,0,0,10.209995070264299,False
1328,Ok,2024-02-13 11:20:00,1707803400,21739.75,21745.05,21724.85,21731.65,0.00,0,0,0,0,9.765658214478883,False
1327,Ok,2024-02-13 11:25:00,1707803700,21731.2,21741.55,21727.95,21728.45,0.00,0,0,0,0,10.37810537864361,False
1326,Ok,2024-02-13 11:30:00,1707804000,21727.85,21736.95,21707.4,21735.3,0.00,0,0,0,0,12.086533209592012,False
1325,Ok,2024-02-13 11:35:00,1707804300,21734.15,21736.95,21715.7,21718.0,0.00,0,0,0,0,14.993555193936452,False
1324,Ok,2024-02-13 11:40:00,1707804600,21718.4,21718.6,21695.95,21703.9,0.00,0,0,0,0,19.111085621803692,False
1323,Ok,2024-02-13 11:45:00,1707804900,21705.25,21713.05,21698.8,21703.0,0.00,0,0,0,0,23.85432991013759,False
1322,Ok,2024-02-13 11:50:00,1707805200,21702.65,21732.95,21699.9,21727.6,0.00,0,0,0,0,24.92583518538849,False
1321,Ok,2024-02-13 11:55:00,1707805500,21727.9,21735.85,21721.1,21723.8,0.00,0,0,0,0,28.38398398206702,False
1320,Ok,2024-02-13 12:00:00,1707805800,21723.55,21726.6,21689.5,21690.8,0.00,0,0,0,0,34.09371312295477,False
1319,Ok,2024-02-13 12:05:00,1707806100,21691.45,21696.15,21680.85,21687.1,0.00,0,0,0,0,41.84666542022732,False
1318,Ok,2024-02-13 12:10:00,1707806400,21685.5,21697.2,21646.9,21646.9,0.00,0,0,0,0,51.38702470942651,False
1317,Ok,2024-02-13 12:15:00,1707806700,21648.3,21671.05,21640.25,21664.55,0.00,0,0,0,0,62.43864664635015,False
1316,Ok,2024-02-13 12:20:00,1707807000,21662.95,21672.85,21658.55,21666.7,0.00,0,0,0,0,74.72849711056026,False
1315,Ok,2024-02-13 12:25:00,1707807300,21666.4,21666.85,21627.85,21638.7,0.00,0,0,0,0,87.92655507046427,False
1314,Ok,2024-02-13 12:30:00,1707807600,21638.4,21654.45,21628.05,21653.6,0.00,0,0,0,0,90.66628642147896,False
1313,Ok,2024-02-13 12:35:00,1707807900,21654.75,21661.8,21622.8,21656.75,0.00,0,0,0,0,93.65925803870715,False
1312,Ok,2024-02-13 12:40:00,1707808200,21655.4,21658.9,21638.15,21641.6,0.00,0,0,0,0,96.85687141324568,False
1311,Ok,2024-02-13 12:45:00,1707808500,21641.3,21658.25,21637.85,21646.65,0.00,0,0,0,0,99.98720117683635,False
1310,Ok,2024-02-13 12:50:00,1707808800,21646.45,21670.05,21644.35,21659.7,0.00,0,0,0,0,99.9878142964486,False
1309,Ok,2024-02-13 12:55:00,1707809100,21660.3,21690.4,21651.95,21687.45,0.00,0,0,0,0,99.98862970353454,False
1308,Ok,2024-02-13 13:00:00,1707809400,21689.15,21720.05,21687.2,21704.3,0.00,0,0,0,0,99.98939614576074,False
1307,Ok,2024-02-13 13:05:00,1707809700,21705.0,21708.7,21685.15,21688.35,0.00,0,0,0,0,99.9899303835362,False
1306,Ok,2024-02-13 13:10:00,1707810000,21688.0,21703.35,21681.0,21686.05,0.00,0,0,0,0,99.99012093590753,False
1305,Ok,2024-02-13 13:15:00,1707810300,21685.15,21698.35,21680.2,21690.7,0.00,0,0,0,0,99.98993038353619,False
1304,Ok,2024-02-13 13:20:00,1707810600,21688.95,21698.35,21685.3,21694.8,0.00,0,0,0,0,99.98939614576074,False
1303,Ok,2024-02-13 13:25:00,1707810900,21693.7,21716.6,21690.9,21711.65,0.00,0,0,0,0,99.98862970353451,False
1302,Ok,2024-02-13 13:30:00,1707811200,21711.9,21732.25,21707.55,21732.25,0.00,0,0,0,0,99.98830828081132,False
1301,Ok,2024-02-13 13:35:00,1707811500,21731.45,21742.3,21718.1,21731.05,0.00,0,0,0,0,99.98805121411269,False
1300,Ok,2024-02-13 13:40:00,1707811800,21730.75,21739.35,21724.1,21734.1,0.00,0,0,0,0,99.95378732891079,False
1299,Ok,2024-02-13 13:45:00,1707812100,21733.9,21743.05,21721.4,21725.4,0.00,0,0,0,0,99.93151829111662,False
1298,Ok,2024-02-13 13:50:00,1707812400,21724.65,21745.8,21722.2,21738.95,0.00,0,0,0,0,99.44026869363549,False
1297,Ok,2024-02-13 13:55:00,1707812700,21738.85,21743.9,21730.55,21735.3,0.00,0,0,0,0,99.0702684657816,False
1296,Ok,2024-02-13 14:00:00,1707813000,21735.75,21749.7,21733.1,21742.8,0.00,0,0,0,0,98.03470151396246,False
1295,Ok,2024-02-13 14:05:00,1707813300,21743.0,21764.15,21742.4,21748.7,0.00,0,0,0,0,95.13596547639534,False
