open_time,ImpulseMACD,ImpulseHisto,ImpulseMACDCDSignal
2024-02-12 09:15:00,28.25141508661909,4.039762580899453,24.211652505719638
2024-02-12 09:20:00,28.119005559299694,3.16928155434006,24.949724004959634
2024-02-12 09:25:00,28.37207269004284,2.63551704967621,25.736555640366632
2024-02-12 09:30:00,29.27580403157117,2.72111352371293,26.55469050785824
2024-02-12 09:35:00,29.304935929973,2.084173989497586,27.220761940475413
2024-02-12 09:40:00,25.886950006519328,-1.4873370289521226,27.37428703547145
2024-02-12 09:45:00,21.724096118210582,-5.274417066514918,26.9985131847255
2024-02-12 09:50:00,18.053322543732065,-8.122817903941822,26.176140447673887
2024-02-12 09:55:00,13.605152272961277,-11.127375975808619,24.732528248769896
2024-02-12 10:00:00,8.249849964140594,-14.260282159909465,22.51013212405006
2024-02-12 10:05:00,1.887872606930614,-17.707689189078437,19.59556179600905
2024-02-12 10:10:00,0.0,-16.44310927489318,16.44310927489318
2024-02-12 10:15:00,0.0,-13.190242160274162,13.190242160274162
2024-02-12 10:20:00,0.0,-9.93413816805494,9.93413816805494
2024-02-12 10:25:00,0.0,-7.057810389552793,7.057810389552793
2024-02-12 10:30:00,0.0,-4.644021931973839,4.644021931973839
2024-02-12 10:35:00,-4.372812694433378,-6.525041822166612,2.152229127733234
2024-02-12 10:40:00,-8.180516566462757,-7.912115823148876,-0.2684007433138807
2024-02-12 10:45:00,-11.793607526942651,-9.298155951286187,-2.4954515756564635
2024-02-12 10:50:00,-14.805205401953572,-10.454967380865533,-4.35023802108804
2024-02-12 10:55:00,-16.384037705178343,-10.213351050181599,-6.170686654996745
2024-02-12 11:00:00,-17.865807353871787,-9.710030992889289,-8.155776360982498
2024-02-12 11:05:00,-17.74376304231555,-7.616457454409101,-10.127305587906449
2024-02-12 11:10:00,-16.62152914773833,-4.647386987860955,-11.974142159877374
2024-02-12 11:15:00,-15.623140219675406,-1.9130935909452091,-13.710046628730197
2024-02-12 11:20:00,-14.411360548925586,0.4140802858593009,-14.825440834784887
2024-02-12 11:25:00,-13.096426937947399,2.275226160335782,-15.371653098283181
2024-02-12 11:30:00,-12.073314615881827,3.329417047839039,-15.402731663720866
2024-02-12 11:35:00,-12.079112237879599,3.0207201853886048,-15.099832423268204
2024-02-12 11:40:00,-12.550011895444186,2.123817660075778,-14.673829555519964
2024-02-12 11:45:00,-13.69566915276664,0.5148117137416399,-14.21048086650828
2024-02-12 11:50:00,-15.118008964091132,-1.1992785507188977,-13.918730413372234
2024-02-12 11:55:00,-16.064366746704764,-2.2075432667807036,-13.85682347992406
2024-02-12 12:00:00,-18.535867446058546,-4.3554076076474715,-14.180459838411075
2024-02-12 12:05:00,-23.150236620989745,-7.998790552349318,-15.151446068640427
2024-02-12 12:10:00,-27.07679937386638,-10.371978590123845,-16.704820783742534
2024-02-12 12:15:00,-28.173027783301222,-9.67934998095653,-18.493677802344692
2024-02-12 12:20:00,-28.60688228417348,-8.276785587796137,-20.330096696377343
2024-02-12 12:25:00,-29.65911657644756,-7.428008248847618,-22.23110832759994
2024-02-12 12:30:00,-30.142933805283974,-6.084351627404331,-24.058582177879643
2024-02-12 12:35:00,-30.165983796938235,-4.435404415408911,-25.730579381529324
2024-02-12 12:40:00,-30.341778081463417,-3.0248196627386896,-27.316958418724727
2024-02-12 12:45:00,-31.4776089807674,-2.7226792804083537,-28.754929700359046
2024-02-12 12:50:00,-32.96159208595418,-3.1165117783768643,-29.845080307577316
2024-02-12 12:55:00,-35.12599116511046,-4.3865562140615815,-30.73943495104888
2024-02-12 13:00:00,-39.226316117135866,-7.258738017883136,-31.96757809925273
2024-02-12 13:05:00,-42.69372492051116,-9.160942083887576,-33.53278283662358
2024-02-12 13:10:00,-44.87938947194925,-9.655465202492145,-35.22392426945711
2024-02-12 13:15:00,-47.266440525836515,-10.139904398540239,-37.126536127296276
2024-02-12 13:20:00,-50.113871682828176,-10.770903568210798,-39.34296811461738
2024-02-12 13:25:00,-50.90809866362906,-9.27998381765994,-41.62811484596912
2024-02-12 13:30:00,-49.41974340260276,-5.7980580653186,-43.62168533728416
2024-02-12 13:35:00,-47.534617246299604,-2.2937068911992853,-45.24091035510032
2024-02-12 13:40:00,-46.845511570445524,-0.30243228141908673,-46.54307928902644
2024-02-12 13:45:00,-45.318787718064414,1.901232859954085,-47.2200205780185
2024-02-12 13:50:00,-45.34954411614672,2.165567483609067,-47.515111599755784
2024-02-12 13:55:00,-44.345975028896646,3.109868299408845,-47.45584332830549
2024-02-12 14:00:00,-41.81448519693731,5.035585317046042,-46.850070513983354
2024-02-12 14:05:00,-39.02598720646347,6.592096143479367,-45.618083349942836
2024-02-12 14:10:00,-34.24096767905212,9.525212228159944,-43.76617990721206
2024-02-12 14:15:00,-30.535842354682245,11.13212632498309,-41.667968679665336
2024-02-12 14:20:00,-29.017828791631473,10.592718948626299,-39.61054774025777
2024-02-12 14:25:00,-28.786401663619472,8.817578309213182,-37.603979972832654
2024-02-12 14:30:00,-26.47462680242461,9.035557513114732,-35.51018431553934
2024-02-12 14:35:00,-25.116836351040547,8.145269323931444,-33.26210567497199
2024-02-12 14:40:00,-24.21882600923709,6.8069297746616115,-31.025755783898703
2024-02-12 14:45:00,-23.84448175623038,5.184606978700888,-29.029088734931268
2024-02-12 14:50:00,-24.609455660083768,2.8177962363608664,-27.427251896444634
2024-02-12 14:55:00,-26.2452385060933,0.2935990378003517,-26.538837543893653
2024-02-12 15:00:00,-24.96142767936908,0.9580304561564432,-25.919458135525524
2024-02-12 15:05:00,-24.12591483840879,1.2499973023142132,-25.375912140723003
2024-02-12 15:10:00,-25.44729751957493,-0.4423969504124301,-25.0049005691625
2024-02-12 15:15:00,-28.137902720867714,-2.948193716322649,-25.189709004545065
2024-02-12 15:20:00,-28.234335834957164,-2.6982379988658067,-25.536097836091358
2024-02-12 15:25:00,-28.300995190355025,-2.3113230008061194,-25.989672189548905
2024-02-13 09:15:00,-24.9836653919956,1.1325827570827727,-26.116248149078373
2024-02-13 09:20:00,-23.756465841877798,2.265005660733248,-26.021471502611046
2024-02-13 09:25:00,-25.485839505374315,0.45125433049017616,-25.93709383586449
2024-02-13 09:30:00,-27.428731922234874,-1.2174931704964074,-26.211238751738467
2024-02-13 09:35:00,-25.93778952543653,0.4747686359716887,-26.412558161408217
2024-02-13 09:40:00,-24.53134412037616,1.7794414411210795,-26.31078556149724
2024-02-13 09:45:00,-24.706497844181285,1.2230205087952442,-25.92951835297653
2024-02-13 09:50:00,-23.319831096712733,2.0636311742366367,-25.38346227094937
2024-02-13 09:55:00,-18.512070833945472,5.783733175180615,-24.295804009126087
2024-02-13 10:00:00,-13.879372447321657,9.182621234618434,-23.06199368194009
2024-02-13 10:05:00,-7.665230947146483,13.608847746490127,-21.27407869363661
2024-02-13 10:10:00,-0.5269667857392051,17.97390382793795,-18.500870613677154
2024-02-13 10:15:00,0.0,15.453233733428837,-15.453233733428837
2024-02-13 10:20:00,0.0,12.571257119491444,-12.571257119491444
2024-02-13 10:25:00,0.0,9.845552217227427,-9.845552217227427
2024-02-13 10:30:00,0.0,7.100385790096173,-7.100385790096173
2024-02-13 10:35:00,0.0,4.509293446016979,-4.509293446016979
2024-02-13 10:40:00,0.0,2.452396686689705,-2.452396686689705
2024-02-13 10:45:00,0.0,0.9102441925428543,-0.9102441925428543
2024-02-13 10:50:00,4.332933687859622,3.9100484765129093,0.42288521134671303
2024-02-13 10:55:00,8.581509250212548,7.146571145982307,1.4349381042302412
2024-02-13 11:00:00,12.319656022431445,9.515867249042154,2.803788773389291
2024-02-13 11:05:00,16.39485526226781,11.769415904182097,4.625439358085714
2024-02-13 11:10:00,21.16438915704566,14.187351003732651,6.97703815331301
2024-02-13 11:15:00,24.270021375654323,14.596314180601944,9.67370719505238
2024-02-13 11:20:00,26.297289271165937,13.70166104598401,12.595628225181928
2024-02-13 11:25:00,27.988639384398994,12.283162338728289,15.705477045670705
2024-02-13 11:30:00,28.86778268539274,9.954774230233951,18.91300845515879
2024-02-13 11:35:00,29.22133756510084,7.542950901359696,21.678386663741144
2024-02-13 11:40:00,28.036737363083375,4.19665868680103,23.840078676282346
2024-02-13 11:45:00,26.898716914540273,1.4387425835791667,25.459974330961106
2024-02-13 11:50:00,26.88745471842776,0.26163600344888494,26.625818714978877
2024-02-13 11:55:00,27.44121164437456,0.11796820858135959,27.323243435793202
2024-02-13 12:00:00,25.382662939748116,-2.064207336499951,27.446870276248067
2024-02-13 12:05:00,22.72300178106525,-4.326725440727184,27.049727221792434
2024-02-13 12:10:00,17.518684814196604,-8.367714122017787,25.88639893621439
2024-02-13 12:15:00,12.93166564072817,-11.184053623856826,24.115719264584996
2024-02-13 12:20:00,9.519239711218688,-12.407357569601622,21.92659728082031
2024-02-13 12:25:00,4.194196189044305,-15.08322985021611,19.277426039260416
2024-02-13 12:30:00,0.0,-16.288679715422607,16.288679715422607
2024-02-13 12:35:00,0.0,-13.30118474670841,13.30118474670841
2024-02-13 12:40:00,0.0,-10.252161230666793,10.252161230666793
2024-02-13 12:45:00,0.0,-7.431865348472558,7.431865348472558
2024-02-13 12:50:00,0.0,-4.907087372798641,4.907087372798641
2024-02-13 12:55:00,0.0,-2.960566837887907,2.960566837887907
2024-02-13 13:00:00,0.0,-1.5237151000292215,1.5237151000292215
2024-02-13 13:05:00,0.0,-0.4660217987827006,0.4660217987827006
2024-02-13 13:10:00,0.0,0.0,0.0
2024-02-13 13:15:00,0.0,0.0,0.0
2024-02-13 13:20:00,0.0,0.0,0.0
2024-02-13 13:25:00,0.0,0.0,0.0
2024-02-13 13:30:00,0.0,0.0,0.0
2024-02-13 13:35:00,0.0,0.0,0.0
2024-02-13 13:40:00,2.8143305018857063,2.5016271127872947,0.31270338909841183
2024-02-13 13:45:00,5.192667476112547,4.303001034112741,0.8896664419998059
2024-02-13 13:50:00,7.833403398042719,6.073358800704834,1.7600445973378858
2024-02-13 13:55:00,10.31709162433981,7.410703513186389,2.9063881111534204
2024-02-13 14:00:00,12.916276773026766,8.574746798203705,4.341529974823061
2024-02-13 14:05:00,15.867738420449314,9.763126398909662,6.104612021539651
2024-02-13 14:10:00,16.72331766356001,8.760559234958135,7.962758428601875
2024-02-13 14:15:00,16.403320328721748,6.617970752484123,9.785349576237625
2024-02-13 14:20:00,16.543535491422517,4.920015305026835,11.623520186395682
2024-02-13 14:25:00,17.730625117153977,4.449738862395154,13.280886254758823
2024-02-13 14:30:00,19.6434886138195,4.7569555659821265,14.886533047837373
2024-02-13 14:35:00,19.639700191197335,3.441356388565005,16.19834380263233
2024-02-13 14:40:00,18.904338414584345,1.7518560797026197,17.152482334881725
2024-02-13 14:45:00,17.6289920356503,-0.04712532841181627,17.676117364062115
2024-02-13 14:50:00,17.624074233135616,-0.247191554558313,17.87126578769393
2024-02-13 14:55:00,18.115594127903023,0.08963095528209308,18.02596317262093
2024-02-13 15:00:00,18.73577489066156,0.4506501000473193,18.28512479061424
2024-02-13 15:05:00,19.83898848421086,1.1877022499534675,18.65128623425739
2024-02-13 15:10:00,21.46600840773317,2.399679585633649,19.06632882209952
2024-02-13 15:15:00,22.628296983682958,3.2303227871541615,19.397974196528796
2024-02-13 15:20:00,22.842556981075177,3.088709807893288,19.75384717318189
2024-02-13 15:25:00,11.031843910790485,-7.847281650858754,18.87912556164924
2024-02-14 09:15:00,0.0,-16.920348668799207,16.920348668799207
2024-02-14 09:20:00,0.0,-14.962118198450803,14.962118198450803
2024-02-14 09:25:00,0.0,-12.949274406461578,12.949274406461578
2024-02-14 09:30:00,-8.069467155695747,-18.040381334784293,9.970914179088545
2024-02-14 09:35:00,-15.405023148123291,-21.459936034730262,6.054912886606973
2024-02-14 09:40:00,-22.454360640709638,-23.629232521934075,1.174871881224438
2024-02-14 09:45:00,-28.913964861116256,-24.361918759585226,-4.55204610153103
2024-02-14 09:50:00,-32.89616913611462,-22.150931243784726,-10.745237892329897
2024-02-14 09:55:00,-35.86441853492943,-19.90848481529732,-15.955933719632108
2024-02-14 10:00:00,-38.87913944476895,-18.60330134238474,-20.275838102384213
2024-02-14 10:05:00,-41.93053906442219,-16.995752177102176,-24.934786887320016
2024-02-14 10:10:00,-42.401380673836684,-12.755329267201482,-29.646051406635202
2024-02-14 10:15:00,-41.72112854284569,-8.336003648749383,-33.38512489409631
2024-02-14 10:20:00,-41.698529488479835,-5.391903889899467,-36.30662559858037
2024-02-14 10:25:00,-42.32309308420736,-3.8088305474605804,-38.51426253674678
2024-02-14 10:30:00,-42.73909506505515,-2.688706950092943,-40.05038811496221
2024-02-14 10:35:00,-42.601902800248354,-1.4730998337157288,-41.128802966532625
2024-02-14 10:40:00,-42.88020277176838,-0.9718682233647584,-41.90833454840362
2024-02-14 10:45:00,-43.11731000923464,-0.7380676203348315,-42.37924238889981
2024-02-14 10:50:00,-41.916351045907504,0.46131489649067703,-42.37766594239818
2024-02-14 10:55:00,-39.26840424439797,2.761153205840351,-42.02955745023832
2024-02-14 11:00:00,-37.43411828767057,4.119104689770516,-41.55322297744109
2024-02-14 11:05:00,-35.40365742759241,5.450135320861186,-40.85379274845359
2024-02-14 11:10:00,-34.85755058221912,5.166737443791334,-40.02428802601045
2024-02-14 11:15:00,-34.94258355258353,4.215425416485637,-39.158008969069165
2024-02-14 11:20:00,-34.45382290280759,3.798843855434825,-38.25266675824241
2024-02-14 11:25:00,-34.23698825308384,3.055321336415851,-37.29230958949969
2024-02-14 11:30:00,-34.18926208828634,2.1110421766635312,-36.30030426494987
2024-02-14 11:35:00,-34.87517982552163,0.6427720816075961,-35.51795190712922
2024-02-14 11:40:00,-34.78958698015413,0.2307185642813323,-35.02030554443546
2024-02-14 11:45:00,-34.49758408422713,0.19643988204794738,-34.694023966275076
2024-02-14 11:50:00,-33.214612603740534,1.2361841598843384,-34.45079676362487
2024-02-14 11:55:00,-32.00887497397707,2.125402277620907,-34.13427725159798
2024-02-14 12:00:00,-31.40683014321621,2.33458561845206,-33.74141576166827
2024-02-14 12:05:00,-29.972186964609136,3.271269248370423,-33.24345621297956
2024-02-14 12:10:00,-28.210361124067276,4.363469852354882,-32.57383097642216
2024-02-14 12:15:00,-26.107415184902493,5.568432802254797,-31.67584798715729
2024-02-14 12:20:00,-24.07048429655697,6.404841965159804,-30.475326261716774
2024-02-14 12:25:00,-20.019781461567618,8.814455298083985,-28.834236759651603
2024-02-14 12:30:00,-14.93972656864571,11.721414911496847,-26.661141480142557
2024-02-14 12:35:00,-10.816700588871754,13.355784000729827,-24.17248458960158
2024-02-14 12:40:00,-7.083871140799602,14.319168578448927,-21.40303971924853
2024-02-14 12:45:00,-3.8863459480526217,14.458862193955511,-18.345208142008133
2024-02-14 12:50:00,-0.6283138419203169,14.45646395312239,-15.084777795042706
2024-02-14 12:55:00,0.0,11.950293225701898,-11.950293225701898
2024-02-14 13:00:00,0.0,9.049469316268288,-9.049469316268288
2024-02-14 13:05:00,0.0,6.374971061095291,-6.374971061095291
2024-02-14 13:10:00,0.0,4.1505508986988895,-4.1505508986988895
2024-02-14 13:15:00,0.0,2.490581279960477,-2.490581279960477
2024-02-14 13:20:00,0.0,1.2887256589747267,-1.2887256589747267
2024-02-14 13:25:00,0.0,0.5016288655525487,-0.5016288655525487
2024-02-14 13:30:00,0.0,0.06981264910225743,-0.06981264910225743
2024-02-14 13:35:00,0.0,0.0,0.0
2024-02-14 13:40:00,0.0,0.0,0.0
2024-02-14 13:45:00,0.04642566445545526,0.04126725729373801,0.005158407161717251
2024-02-14 13:50:00,0.8741962089479784,0.7719048896809303,0.1022913192670482
2024-02-14 13:55:00,0.6985143253659771,0.5186103032804871,0.17990402208549008
2024-02-14 14:00:00,1.491797678590956,1.1461383588842484,0.34565931970670744
2024-02-14 14:05:00,2.8423320102665457,2.180858022752444,0.6614739875141014
2024-02-14 14:10:00,6.100721065049584,4.761389181418862,1.3393318836307218
2024-02-14 14:15:00,10.735379604411719,8.203227764735251,2.532151839676468
2024-02-14 14:20:00,16.464891680247092,12.10330743165428,4.361584248592812
2024-02-14 14:25:00,21.859114025879535,15.068739329966775,6.79037469591276
2024-02-14 14:30:00,28.70065181579048,18.726474214173827,9.974177601616653
2024-02-14 14:35:00,36.40307813037725,22.481246981935126,13.921831148442127
2024-02-14 14:40:00,44.29911881103544,25.532776053074485,18.766342757960956
2024-02-14 14:45:00,51.80165730911176,27.445330147759606,24.356327161352155
2024-02-14 14:50:00,59.108991128145135,28.50081295369536,30.608178174449776
2024-02-14 14:55:00,65.92866655633406,28.672938882852677,37.25572767348139
2024-02-14 15:00:00,73.5009998331152,29.27131435644454,44.22968547667066
2024-02-14 15:05:00,80.10374949534162,28.803079816993787,51.30066967834783
2024-02-14 15:10:00,82.64568415324538,24.59095112741246,58.054733025832924
2024-02-14 15:15:00,85.53849524087127,21.168446278918253,64.37004896195302
2024-02-14 15:20:00,89.44490622211015,19.181320805520144,70.26358541659
2024-02-14 15:25:00,95.86452268415451,19.87144794832905,75.99307473582546
2024-02-15 09:15:00,102.65710833534831,21.013427929941017,81.6436804054073
2024-02-15 09:20:00,108.2454447435448,21.142158380870868,87.10328636267393
2024-02-15 09:25:00,111.42215703853071,19.26403840005716,92.15811863847355
2024-02-15 09:30:00,111.77521387261731,15.3644047853102,96.41080908730711
2024-02-15 09:35:00,110.3211532264686,10.55285483570293,99.76829839076566
2024-02-15 09:40:00,108.0672379845455,5.474322501413155,102.59291548313234
2024-02-15 09:45:00,108.48365501292574,3.341277332898443,105.1423776800273
2024-02-15 09:50:00,108.71067819770906,1.4276591870596604,107.2830190106494
2024-02-15 09:55:00,104.48380066659956,-3.756915897654835,108.2407165642544
2024-02-15 10:00:00,101.01591164166166,-7.042449734405338,108.058361376067
2024-02-15 10:05:00,100.31005664372788,-6.866594943470574,107.17665158719845
2024-02-15 10:10:00,101.37550486488544,-4.684852036352424,106.06035690123787
2024-02-15 10:15:00,102.62425396578328,-2.419329612473021,105.0435835782563
2024-02-15 10:20:00,103.72244416970352,-0.5879495133566621,104.31039368306018
2024-02-15 10:25:00,103.43520604631703,-0.3605174213844293,103.79572346770146
2024-02-15 10:30:00,102.77094634296373,-0.39003171696418804,103.16097805992791
2024-02-15 10:35:00,101.06563093643126,-1.2458974277991075,102.31152836423037
2024-02-15 10:40:00,99.17434457832496,-2.5472442205415717,101.72158879886653
2024-02-15 10:45:00,97.471665966008,-3.8561177577858956,101.3277837237939
2024-02-15 10:50:00,96.1007087085818,-4.75936968908475,100.86007839766656
2024-02-15 10:55:00,92.63672985949961,-7.2523735375685305,99.88910339706814
2024-02-15 11:00:00,89.71377860080611,-8.74082753348678,98.45460613429289
2024-02-15 11:05:00,87.10783464915949,-9.500703760628511,96.608538409788
2024-02-15 11:10:00,85.49557784999342,-9.119668537980843,94.61524638797427
2024-02-15 11:15:00,83.54602023551706,-8.933123251629794,92.47914348714686
2024-02-15 11:20:00,81.90570274813581,-8.444559829200443,90.35026257733625
2024-02-15 11:25:00,79.33644155662842,-8.809609573852669,88.14605113048108
2024-02-15 11:30:00,76.52907871656862,-9.290018275085856,85.81909699165448
2024-02-15 11:35:00,74.07422483166738,-9.29748506255217,83.37170989421955
2024-02-15 11:40:00,71.35070151730906,-9.655894116667085,81.00659563397615
2024-02-15 11:45:00,69.61440817067705,-9.158924082173655,78.77333225285071
2024-02-15 11:50:00,67.87972152275324,-8.757153716052315,76.63687523880556
2024-02-15 11:55:00,65.9839440481046,-8.484971879379984,74.46891592748459
2024-02-15 12:00:00,63.37694156058569,-8.850965625239851,72.22790718582554
2024-02-15 12:05:00,60.88613456597159,-9.006265044057926,69.89239961002951
2024-02-15 12:10:00,58.63999405790673,-8.952800274487046,67.59279433239378
2024-02-15 12:15:00,55.426263358731376,-9.821773711680478,65.24803707041185
2024-02-15 12:20:00,53.766267419283395,-9.225329938641352,62.991597357924746
2024-02-15 12:25:00,52.072895247001725,-8.77672363644443,60.849618883446155
2024-02-15 12:30:00,48.05076374255077,-10.402894648881357,58.45365839143213
2024-02-15 12:35:00,45.12236022692741,-10.802702464968512,55.925062691895924
2024-02-15 12:40:00,42.75696132361554,-10.587325510003815,53.34428683361936
2024-02-15 12:45:00,41.01596768192394,-9.843766498510782,50.85973418043472
2024-02-15 12:50:00,39.71363488805946,-8.793599328162799,48.50723421622226
2024-02-15 12:55:00,38.439678057482524,-7.8230766031370464,46.26275466061957
2024-02-15 13:00:00,37.177013552911376,-7.058046684839304,44.23506023775068
2024-02-15 13:05:00,36.11736781629952,-6.156703576675177,42.2740713929747
2024-02-15 13:10:00,35.045630868415174,-5.336522260272126,40.3821531286873
2024-02-15 13:15:00,33.09704848921319,-5.6235807224366,38.72062921164979
2024-02-15 13:20:00,31.69028654103022,-5.53789003885322,37.22817657988344
2024-02-15 13:25:00,30.952562653321365,-4.9640140743071655,35.91657672762853
2024-02-15 13:30:00,30.533168190115248,-4.218653038423426,34.751821228538674
2024-02-15 13:35:00,32.39779180385813,-1.5411579708803984,33.938949774738525
2024-02-15 13:40:00,36.79858262054404,3.041976783243122,33.75660583730092
2024-02-15 13:45:00,41.339911280432716,7.12076125118498,34.219150029247736
2024-02-15 13:50:00,45.36890435196983,10.12180581875873,35.2470985332111
2024-02-15 13:55:00,48.946863014556584,12.155183131774216,36.79167988278237
2024-02-15 14:00:00,50.603799574033474,11.86692512627107,38.7368744477624
2024-02-15 14:05:00,52.30687909831977,11.279272144191864,41.027606954127904
2024-02-15 14:10:00,52.95555894827339,9.483174628039706,43.47238432023369
2024-02-15 14:15:00,52.20032572423588,6.3204794557665664,45.879846268469315
2024-02-15 14:20:00,49.776712997849245,1.9658754856031422,47.8108375122461
2024-02-15 14:25:00,47.524548062974645,-1.4780633873193025,49.00261145029395
2024-02-15 14:30:00,45.67060444768504,-3.813195132303612,49.48379957998865
2024-02-15 14:35:00,44.5569930620768,-4.836594152368178,49.39358721444498
2024-02-15 14:40:00,43.57969034113921,-5.217544354037173,48.797234695176385
2024-02-15 14:45:00,42.838312538580794,-5.096090263767515,47.93440280234831
2024-02-15 14:50:00,42.92292080547122,-3.9688199643383584,46.89174076980958
2024-02-15 14:55:00,42.32748932876348,-3.383354816656116,45.71084414541959
2024-02-15 15:00:00,41.38241345219649,-3.1264404407742816,44.50885389297077
2024-02-15 15:05:00,40.228885712087504,-3.2190984824652915,43.447984194552795
2024-02-15 15:10:00,39.217776826033514,-3.3072327866369378,42.52500961267045
2024-02-15 15:15:00,38.96971065544858,-2.810755202528931,41.78046585797751
2024-02-15 15:20:00,39.3645412985461,-1.838985474594665,41.203526773140766
2024-02-15 15:25:00,44.099524643104814,2.8382385030789834,41.26128614002583
2024-02-16 09:15:00,50.212221328944,8.131611989988919,42.08060933895508
2024-02-16 09:20:00,55.09988638809227,11.666280873290411,43.43360551480186
2024-02-16 09:25:00,59.48796388381743,14.147638974009574,45.340324909807855
2024-02-16 09:30:00,62.12703053782752,14.481748174060662,47.64528236376686
2024-02-16 09:35:00,65.5447223073752,15.086569210798594,50.4581530965766
2024-02-16 09:40:00,67.907697322069,14.261775281488454,53.645922040580544
2024-02-16 09:45:00,68.3875043308617,11.472938548568585,56.91456578229312
2024-02-16 09:50:00,69.71330981288338,9.426658640108343,60.28665117277504
2024-02-16 09:55:00,71.83188907698786,8.463864078225825,63.36802499876204
2024-02-16 10:00:00,74.1095728934888,8.086286609777346,66.02328628371146
2024-02-16 10:05:00,76.56392216206223,8.15574301457633,68.4081791474859
2024-02-16 10:10:00,79.63141320874274,8.985073025154023,70.64634018358872
2024-02-16 10:15:00,81.84046678828236,9.003744799087542,72.83672198919481
2024-02-16 10:20:00,83.1637347219621,8.369344686702078,74.79439003526002
2024-02-16 10:25:00,85.1177981058172,8.411174650140708,76.70662345567649
2024-02-16 10:30:00,86.55619368446787,7.830826967279592,78.72536671718828
2024-02-16 10:35:00,86.66569685723516,6.056731579563348,80.60896527767181
