,entry_time,entry_price,exit_time,exit_price,profit
0,2024-02-27 10:00:00,22140.45,2024-02-27 10:05:00,22127.55,-11.950000000000728
1,2024-02-27 10:10:00,22109.45,2024-02-27 10:40:00,22131.3,-20.349999999998545
2,2024-02-28 10:50:00,22175.4,2024-02-28 11:10:00,22071.0,105.34999999999854
3,2024-03-13 09:35:00,22323.55,2024-03-13 10:10:00,22306.45,28.700000000000728
