,net_profit,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/stoploss,config/squee,config/lookback,config/ema_length,config/conv,config/length,config/lengthMA,config/lengthSignal,config/fast,config/slow,config/signal,config/net_profit,logdir
0,0.0,1.0292247147901223,7.080725777960454,6.452090304204987,33.57071488588757,45.60338558582603,24.74902239948739,19.928708336812587,6.055857528741269,20.299848545285126,28.4379103992691,26.252932081698184,1724015028,,False,1,d017ccad,2024-08-19_02-33-48,0.23601746559143066,0.23601746559143066,101912,compute2,192.168.10.2,0.23601746559143066,1,1.0292247147901223,7.080725777960454,6.452090304204987,33.57071488588757,45.60338558582603,24.74902239948739,19.928708336812587,6.055857528741269,20.299848545285126,28.4379103992691,26.252932081698184,0.0,d017ccad
1,0.0,6.974693032602092,6.118528947223795,18.11891079080595,30.14083658321223,73.58576305161372,8.909348753869823,20.969371374430487,9.91029831694798,7.308477766956904,17.901790766733427,14.094460521979242,1724015033,,False,1,1f770b98,2024-08-19_02-33-53,0.2602534294128418,0.2602534294128418,109288,compute2,192.168.10.2,0.2602534294128418,1,6.974693032602092,6.118528947223795,18.11891079080595,30.14083658321223,73.58576305161372,8.909348753869823,20.969371374430487,9.91029831694798,7.308477766956904,17.901790766733427,14.094460521979242,0.0,1f770b98
2,0.0,3.252579649263976,1.7052412368729153,19.810364221551062,16.62449345551706,41.730798481155254,31.836686532934518,21.58760372201767,15.370095398753902,13.401749605425898,28.656524964648906,3.3006115561599363,1724015041,,False,1,a2f56947,2024-08-19_02-34-01,0.26250433921813965,0.26250433921813965,111654,compute2,192.168.10.2,0.26250433921813965,1,3.252579649263976,1.7052412368729153,19.810364221551062,16.62449345551706,41.730798481155254,31.836686532934518,21.58760372201767,15.370095398753902,13.401749605425898,28.656524964648906,3.3006115561599363,0.0,a2f56947
3,0.0,45.4660201039391,0.34388521115218396,16.003812343490033,34.00332895916222,72.59762025090666,13.575323228588086,17.71154033224259,19.79005868931608,22.209933702911528,24.836014943783187,5.417070575653807,1724015046,,False,1,5091a217,2024-08-19_02-34-06,0.2317492961883545,0.2317492961883545,115847,compute2,192.168.10.2,0.2317492961883545,1,45.4660201039391,0.34388521115218396,16.003812343490033,34.00332895916222,72.59762025090666,13.575323228588086,17.71154033224259,19.79005868931608,22.209933702911528,24.836014943783187,5.417070575653807,0.0,5091a217
4,0.0,29.894998940554256,8.948273504276488,29.239615694113965,25.213146246265477,40.1626591352008,21.762584804756813,34.77499061504463,6.806215843663703,9.792776902235275,39.94296401318243,23.703719054111207,1724015051,,False,1,743b5234,2024-08-19_02-34-11,0.23111367225646973,0.23111367225646973,119684,compute2,192.168.10.2,0.23111367225646973,1,29.894998940554256,8.948273504276488,29.239615694113965,25.213146246265477,40.1626591352008,21.762584804756813,34.77499061504463,6.806215843663703,9.792776902235275,39.94296401318243,23.703719054111207,0.0,743b5234
5,0.0,27.134804157912424,2.8093450968738076,11.783725794347397,8.566282559505666,71.32808904608649,3.7186369786004465,26.362552569004045,12.105609531926532,6.89957156047863,20.129613107582035,25.20465025625402,1724015061,,False,1,b23f09e5,2024-08-19_02-34-21,0.3494448661804199,0.3494448661804199,123894,compute2,192.168.10.2,0.3494448661804199,1,27.134804157912424,2.8093450968738076,11.783725794347397,8.566282559505666,71.32808904608649,3.7186369786004465,26.362552569004045,12.105609531926532,6.89957156047863,20.129613107582035,25.20465025625402,0.0,b23f09e5
6,-45.5635173342971,38.56351733429729,7.2900716804098735,5.13805292809006,29.26371244186715,34.62343857381384,39.50170359081966,43.34530123327298,7.166607719888482,3.8637660919942705,32.03314969081898,24.832919996735356,1724015070,,False,1,efd22b98,2024-08-19_02-34-30,0.5101923942565918,0.5101923942565918,128349,compute2,192.168.10.2,0.5101923942565918,1,38.56351733429729,7.2900716804098735,5.13805292809006,29.26371244186715,34.62343857381384,39.50170359081966,43.34530123327298,7.166607719888482,3.8637660919942705,32.03314969081898,24.832919996735356,-45.5635173342971,efd22b98
7,37.29425286447895,31.877873567760656,7.29606178338064,6.588958757150591,16.395506127783904,31.480098631502248,34.797930183272555,37.6853288194472,10.603348646168879,4.896726488128243,19.0562329489094,10.707505008038542,1724015085,,False,1,95fffdd7,2024-08-19_02-34-45,2.0163867473602295,2.0163867473602295,132683,compute2,192.168.10.2,2.0163867473602295,1,31.877873567760656,7.29606178338064,6.588958757150591,16.395506127783904,31.480098631502248,34.797930183272555,37.6853288194472,10.603348646168879,4.896726488128243,19.0562329489094,10.707505008038542,37.29425286447895,95fffdd7
8,0.0,1.2709563372047594,4.275410183585496,24.274179498864026,19.69423282969653,69.69899890108735,29.10330191447381,42.909831847442106,16.593207136806903,4.989856148457543,25.772916198987797,15.82627669820294,1724015104,,False,1,237ffd6b,2024-08-19_02-35-04,0.26357007026672363,0.26357007026672363,138250,compute2,192.168.10.2,0.26357007026672363,1,1.2709563372047594,4.275410183585496,24.274179498864026,19.69423282969653,69.69899890108735,29.10330191447381,42.909831847442106,16.593207136806903,4.989856148457543,25.772916198987797,15.82627669820294,0.0,237ffd6b
9,0.0,3.8489954914396494,2.2879816549162246,11.232305728721872,6.911446384915293,33.07089706868531,13.945527280900414,33.32568626425871,25.59672832207842,17.91026028159451,33.68873871046365,13.490721844997633,1724015124,,False,1,73716a6d,2024-08-19_02-35-24,0.5829792022705078,0.5829792022705078,145078,compute2,192.168.10.2,0.5829792022705078,1,3.8489954914396494,2.2879816549162246,11.232305728721872,6.911446384915293,33.07089706868531,13.945527280900414,33.32568626425871,25.59672832207842,17.91026028159451,33.68873871046365,13.490721844997633,0.0,73716a6d
10,-44.20494568715185,32.00494568715235,7.360080337683115,6.716030887828552,16.522578247175595,31.60717075089394,34.91780823123068,37.81240093883889,10.730420765560567,5.023798618806204,19.18330506830109,10.83457712743023,1724015155,,False,1,00a79a17,2024-08-19_02-35-55,0.8530566692352295,0.8530566692352295,151626,compute2,192.168.10.2,0.8530566692352295,1,32.00494568715235,7.360080337683115,6.716030887828552,16.522578247175595,31.60717075089394,34.91780823123068,37.81240093883889,10.730420765560567,5.023798618806204,19.18330506830109,10.83457712743023,-44.20494568715185,00a79a17
