entry_time,no_trade,buy,sell,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal
2024-01-31 10:15:00,1.0,0.0,0.0,16.252840180506492,5.2316932617519525,27.00747390393742,14.127780345335765,37.945086420558575,28.191571241546672,38.49199519622938,10.0997644869176,4.92762589241474,28.777036210841533,12.818520302647704
2024-02-01 12:55:00,1.0,0.0,0.0,22.749140241653205,6.891514464872401,9.833716751527678,30.92021146253,36.14627309646141,16.636999756226086,44.86528660588509,16.384292423833323,8.516165596758894,12.310897260401164,3.1473410383408837
2024-02-02 12:50:00,0.0,0.0,1.0,6.105500039869727,8.662941102849874,14.630967994678509,33.92374924502332,46.1317421839614,24.45189455581095,28.444589343203827,12.436351188334074,9.058020128763326,41.23290610499325,3.924847056119333
2024-02-05 10:45:00,1.0,0.0,0.0,21.2971032654614,2.7394011512199468,29.476571925530703,7.944143220947491,30.758852090439017,20.27207418581378,48.01709859270849,18.71293752807549,14.610592766763212,23.744736812841488,3.0577257076205098
2024-02-05 13:40:00,0.0,0.0,1.0,30.856713617802782,3.1469947035346317,8.091601434586295,18.785126435908627,28.30946265709147,15.949657820667433,51.1000933077029,12.26106569587528,2.646121034922362,9.566232232855675,12.637176847211752
2024-02-05 14:10:00,0.0,0.0,1.0,15.32927392209137,3.751445678457237,30.0,12.443905917029433,30.921031511076777,21.363115242032755,46.76688794982638,26.1674499913164,13.096118600102654,17.111657834543973,7.055138627596152
2024-02-05 14:10:00,0.0,0.0,1.0,15.353379714753732,2.477147139662042,28.249438901101293,17.74324442791103,31.194260884175428,15.544913668042136,47.43610494867406,24.78697912317058,13.801660646074922,20.287714589901803,6.375028891319858
2024-02-05 14:10:00,0.0,0.0,1.0,16.01918243869139,1.891656251053408,30.0,12.39516628201686,32.127727226461346,19.026947197311006,46.45027591944074,25.61993803175247,13.581503097472352,15.353570757227171,7.188241918646815
2024-02-05 14:10:00,0.0,0.0,1.0,16.96611803682902,3.234908260386393,27.977597921432302,17.54273276146922,32.934128741415094,15.51234992079183,48.70627521202117,24.33439761723777,13.408211788357082,20.59148438628917,7.209668334550352
2024-02-05 14:10:00,0.0,0.0,1.0,9.824959800578798,9.62139298858582,18.45664937413499,15.023534865380826,28.56815574371624,18.71829532554727,44.63093490671898,26.00569587381981,14.309146072461235,13.03050768667511,13.042196298379707
2024-02-05 14:10:00,0.0,0.0,1.0,17.364868657149827,3.9586966226611073,29.468589437010262,17.800549427033427,32.17534062058387,15.598054276925698,47.32154372276047,24.98629251740256,12.569480717620731,20.334359104377405,7.56467598371584
2024-02-05 14:10:00,0.0,0.0,1.0,22.991649979338547,3.650771133227912,29.79435522198972,12.995576798947672,32.56986760562068,17.081118553981124,39.14350567153102,25.64845053493134,7.673147460974595,13.444500098964005,11.582303392814053
2024-02-05 14:10:00,0.0,0.0,1.0,15.358983583303427,2.074663175689148,29.533484624751782,17.706913749205043,35.326865904138835,18.955728481847373,45.604161767616986,27.45681287119041,9.2349654515511,28.355816198267856,8.563854265254607
2024-02-05 14:10:00,0.0,0.0,1.0,15.96097744603027,3.5063025556717164,28.875370832253395,16.81295110940227,30.84393058086397,16.007280915678738,49.91691706368373,25.198937921797626,11.893748964133566,17.150042587733708,7.005998987889839
2024-02-05 14:10:00,0.0,0.0,1.0,17.206455983530237,4.007936108002001,28.63802630198805,18.253801830948458,32.35820529008761,16.69983255490943,47.146429264444905,26.166632289516,12.854675922923011,18.97029537315427,5.9366176442788055
2024-02-05 14:10:00,0.0,0.0,1.0,15.275094989915797,4.690019920590532,29.280179410773105,14.189683295535284,30.288519511442853,18.60317641102929,45.50120914888554,25.46905184897271,11.853864100242053,11.783300869090564,13.544156318979615
2024-02-05 14:10:00,0.0,0.0,1.0,15.537203342040131,2.968850853963964,30.0,11.47161916076778,31.264019059700395,19.570783189905427,45.633022365406745,24.269145015390333,10.579514704539614,17.84470836380391,7.762482040151563
2024-02-05 14:10:00,0.0,0.0,1.0,13.074531141098817,4.631818289796073,22.007074828085265,10.793462774919488,35.09245898028306,16.139743093620513,48.1579800984296,25.15142852252176,13.8690196747761,27.297787601556248,4.47926488566578
2024-02-05 14:10:00,0.0,0.0,1.0,10.447888278603196,8.987923504442378,28.65155274731631,12.194822908245502,36.47053220462457,16.75660237883848,46.94122914847774,26.606750995564177,16.91712318094902,18.249834374495386,13.01099341675381
2024-02-05 14:10:00,0.0,0.0,1.0,14.4756012523241,2.581644593298177,29.822681402533583,12.326676377017252,31.117191501040736,18.477403414965647,46.35085533421465,25.377077516658343,11.02070279084187,20.42422803339528,8.232455997520624
2024-02-05 14:10:00,0.0,0.0,1.0,14.618394386896446,4.119384477809626,29.910667667241796,12.28379549984537,31.023301877405288,19.372076692576577,48.213409324541935,25.566469507407664,12.3635791321367,19.00548083237938,7.042102838479472
2024-02-05 14:10:00,0.0,0.0,1.0,14.34488988170432,4.823965951541229,29.99363355542992,12.55478069643168,28.0,20.088689133491272,48.63715966543664,26.961784555582355,13.283216235406211,12.895256213202774,6.851576602507616
2024-02-05 14:10:00,0.0,0.0,1.0,14.659752269945058,3.230278772862015,30.0,11.858532821057487,29.43067399264225,19.15020520900525,48.086321312658185,27.16415369335228,13.795110077999505,13.03954858215958,4.999337661357187
2024-02-05 14:10:00,0.0,0.0,1.0,16.27266311887338,3.07467530734489,28.99853075917385,17.56666553178371,29.906794562947656,15.36510791900987,49.83020191066071,25.373453621992784,10.551530093261595,17.062556254442004,7.701081164580509
2024-02-05 14:10:00,0.0,0.0,1.0,16.581988278539573,4.255552834172359,23.62588939148033,18.070380236980764,35.535933011878406,16.316495189384653,50.55788092608441,26.07818332817631,8.95415901640937,25.004660743699407,8.262983837507413
2024-02-05 14:10:00,0.0,0.0,1.0,15.828131022755148,2.762670488798576,28.96033921626097,12.648061888204907,32.145209452521,20.012178627011235,44.76554690397775,24.685444508663167,9.96730559380571,19.78920235002678,8.31199827326802
2024-02-05 14:10:00,0.0,0.0,1.0,16.470113305825144,2.566795657305886,30.0,13.245822953624678,31.666629286111338,19.91719497495012,45.12104554066231,23.92692350499191,10.488171382980438,18.976629502519597,8.678072400578563
2024-02-05 14:10:00,0.0,0.0,1.0,14.64142391074336,2.8825090702161225,29.850627545865805,12.46438871752888,31.00898629836228,19.959045199639576,46.956671342805,25.42918850525765,13.215832266575037,21.32259880045689,7.098276918089324
2024-02-05 14:10:00,0.0,0.0,1.0,22.833437094497715,4.776347237082208,16.398601072830996,22.430867902105422,37.85199723675045,18.7753171821389,28.46377810137567,9.168859029727823,12.004713228333022,32.012473604097586,14.490079258976715
2024-02-05 14:10:00,0.0,0.0,1.0,10.258591324667298,3.6667965652802943,28.42118204137818,14.926133003622397,30.20696521526009,17.03710145341055,42.9188935745408,26.73498462084176,6.967310838608803,19.45614624593115,11.586918258223315
2024-02-05 14:10:00,0.0,0.0,1.0,15.282504463369502,2.5212955021176016,27.900483591495927,17.338056388102874,31.949448656437188,16.204515687594128,48.9691544322677,24.61172627299078,11.8486145592302,20.561789972424744,7.147659970063807
2024-02-05 14:10:00,0.0,0.0,1.0,14.512233026830051,3.5626166708793607,28.35699202356468,16.997092077014962,31.81945851639764,16.24915705825259,49.325258349816544,25.283180635277297,12.675821781780154,19.493350118429166,7.144313141411672
2024-02-05 14:10:00,0.0,0.0,1.0,12.483202621301686,0.4174100764418953,26.388829298410965,9.506463735316505,34.0053793496724,15.982452480097098,43.77987211588403,27.700608238995933,5.966330039618537,10.243432049336429,6.878418263823344
2024-02-05 14:10:00,0.0,0.0,1.0,8.020391560431728,6.69782501680642,26.81374061302692,13.329181551518772,32.410222649365906,19.64902268772435,41.49937660829684,24.671575520037933,8.643478302358012,25.89782569813486,13.478422373147982
2024-02-05 14:10:00,0.0,0.0,1.0,14.519155025673866,3.562010660870827,28.356646761156984,16.999827745603795,31.81998799042263,16.24809088686428,49.32064146870653,25.28126851460934,12.675960789269924,19.496980967043267,7.146245322234401
2024-02-05 14:10:00,0.0,0.0,1.0,14.963311540510231,3.446886100765004,30.0,13.29179812516652,31.62604046836247,17.392526150927388,47.423803789138894,27.46121972146296,13.314104551127256,16.78685225511195,5.980250677067817
2024-02-05 14:10:00,0.0,0.0,1.0,14.000526477435184,3.895309990203476,28.400020858554168,17.598725202454343,31.25546347059787,15.30458471809287,50.55590686747651,25.93460397016162,13.122661764912356,19.07046858972509,7.331215611377153
2024-02-05 14:10:00,0.0,0.0,1.0,16.12377501751464,2.829364077478725,30.0,12.281435343600572,32.50997390666993,20.211961953196635,44.75810817126353,25.277747180828257,10.267671450326311,18.098798204251626,7.578676954525335
2024-02-05 14:10:00,0.0,0.0,1.0,16.44964832063509,2.32800147722402,28.107941916879067,17.722027756946424,31.858626701727225,17.213285118020405,49.10273834710734,24.750983994917917,12.85717793119544,19.39474885654353,6.500907957754665
2024-02-05 14:10:00,0.0,0.0,1.0,22.48052053391547,3.0291416278119243,29.36007171603543,12.274111933560498,32.15148247491641,17.44134898651313,39.1019644939184,25.795906604593668,8.064170084212828,13.656563949226769,10.878164562970143
