,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,12,4,16,24,44,24,34,7,10,25,13,71.09999999999854
1,12,4,16,24,44,24,34,7,10,25,16,71.09999999999854
2,12,4,16,24,44,24,34,7,10,30,10,71.09999999999854
3,12,4,16,24,44,24,34,7,10,30,13,71.09999999999854
4,12,4,16,24,44,24,34,7,10,30,16,71.09999999999854
5,12,4,16,24,44,24,34,7,13,20,10,71.09999999999854
6,12,4,16,24,44,24,34,7,13,20,13,71.09999999999854
7,12,4,16,24,44,24,34,7,13,20,16,71.09999999999854
8,12,4,16,24,44,24,34,7,13,25,10,71.09999999999854
9,12,4,16,24,44,24,34,7,13,25,13,71.09999999999854
10,12,4,16,24,44,24,34,7,13,25,16,71.09999999999854
11,12,4,16,24,44,24,34,7,13,30,10,71.09999999999854
12,12,4,16,24,44,24,34,7,13,30,13,71.09999999999854
13,12,4,16,24,44,24,34,7,13,30,16,71.09999999999854
14,12,4,16,24,44,24,34,7,16,20,10,71.09999999999854
15,12,4,16,24,44,24,34,7,16,20,13,71.09999999999854
16,12,4,16,24,44,24,34,7,16,20,16,71.09999999999854
17,12,4,16,24,44,24,34,7,16,25,10,71.09999999999854
18,12,4,16,24,44,24,34,7,16,25,13,71.09999999999854
19,12,4,16,24,44,24,34,7,16,25,16,71.09999999999854
20,12,4,16,24,44,24,34,7,16,30,10,71.09999999999854
21,12,4,16,24,44,24,34,7,16,30,13,71.09999999999854
22,12,4,16,24,44,24,34,7,16,30,16,71.09999999999854
23,12,4,16,24,44,24,34,9,10,20,10,83.99999999999272
24,12,4,16,24,44,24,34,9,10,20,13,159.8499999999949
25,12,4,16,24,44,24,34,9,10,20,16,159.8499999999949
26,12,4,16,24,44,24,34,9,10,25,10,120.79999999999563
27,12,4,16,24,44,24,34,9,10,25,13,159.8499999999949
28,12,4,16,24,44,24,34,9,10,25,16,87.24999999999636
29,12,4,16,24,44,24,34,9,10,30,10,120.79999999999563
30,12,4,16,24,44,24,34,9,10,30,13,87.24999999999636
31,12,4,16,24,44,24,34,9,10,30,16,87.24999999999636
32,12,4,16,24,44,24,34,9,13,20,10,120.79999999999563
33,12,4,16,24,44,24,34,9,13,20,13,159.8499999999949
34,12,4,16,24,44,24,34,9,13,20,16,87.24999999999636
35,12,4,16,24,44,24,34,9,13,25,10,159.8499999999949
36,12,4,16,24,44,24,34,9,13,25,13,87.24999999999636
37,12,4,16,24,44,24,34,9,13,25,16,87.24999999999636
38,12,4,16,24,44,24,34,9,13,30,10,159.8499999999949
39,12,4,16,24,44,24,34,9,13,30,13,87.24999999999636
40,12,4,16,24,44,24,34,9,13,30,16,71.09999999999854
41,12,4,16,24,44,24,34,9,16,20,10,159.8499999999949
42,12,4,16,24,44,24,34,9,16,20,13,87.24999999999636
43,12,4,16,24,44,24,34,9,16,20,16,87.24999999999636
44,12,4,16,24,44,24,34,9,16,25,10,87.24999999999636
45,12,4,16,24,44,24,34,9,16,25,13,87.24999999999636
46,12,4,16,24,44,24,34,9,16,25,16,71.09999999999854
47,12,4,16,24,44,24,34,9,16,30,10,87.24999999999636
48,12,4,16,24,44,24,34,9,16,30,13,71.09999999999854
49,12,4,16,24,44,24,34,9,16,30,16,71.09999999999854
50,12,4,16,24,44,24,34,11,10,20,10,126.94999999999345
51,12,4,16,24,44,24,34,11,10,20,13,202.79999999999563
52,12,4,16,24,44,24,34,11,10,20,16,202.79999999999563
53,12,4,16,24,44,24,34,11,10,25,10,163.74999999999636
54,12,4,16,24,44,24,34,11,10,25,13,202.79999999999563
55,12,4,16,24,44,24,34,11,10,25,16,38.849999999998545
56,12,4,16,24,44,24,34,11,10,30,10,163.74999999999636
57,12,4,16,24,44,24,34,11,10,30,13,130.1999999999971
58,12,4,16,24,44,24,34,11,10,30,16,38.849999999998545
59,12,4,16,24,44,24,34,11,13,20,10,163.74999999999636
60,12,4,16,24,44,24,34,11,13,20,13,202.79999999999563
61,12,4,16,24,44,24,34,11,13,20,16,38.849999999998545
62,12,4,16,24,44,24,34,11,13,25,10,202.79999999999563
63,12,4,16,24,44,24,34,11,13,25,13,38.849999999998545
64,12,4,16,24,44,24,34,11,13,25,16,38.849999999998545
65,12,4,16,24,44,24,34,11,13,30,10,202.79999999999563
66,12,4,16,24,44,24,34,11,13,30,13,38.849999999998545
67,12,4,16,24,44,24,34,11,13,30,16,22.700000000000728
