,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,10,6,10,16,50,16,30,9,10,25,16,23.749999999996362
1,10,6,10,16,50,16,30,9,10,30,10,97.49999999999272
2,10,6,10,16,50,16,30,9,10,30,13,6.049999999995634
3,10,6,10,16,50,16,30,9,10,30,16,23.749999999996362
4,10,6,10,16,50,16,30,9,13,20,10,97.49999999999272
5,10,6,10,16,50,16,30,9,13,20,13,80.64999999999418
6,10,6,10,16,50,16,30,9,13,20,16,-11.650000000001455
7,10,6,10,16,50,16,30,9,13,25,10,80.64999999999418
8,10,6,10,16,50,16,30,9,13,25,13,23.749999999996362
9,10,6,10,16,50,16,30,9,13,25,16,23.749999999996362
10,10,6,10,16,50,16,30,9,13,30,10,80.64999999999418
11,10,6,10,16,50,16,30,9,13,30,13,23.749999999996362
12,10,6,10,16,50,16,30,9,13,30,16,10.849999999994907
13,10,6,10,16,50,16,30,9,16,20,10,80.64999999999418
14,10,6,10,16,50,16,30,9,16,20,13,23.749999999996362
15,10,6,10,16,50,16,30,9,16,20,16,-11.650000000001455
16,10,6,10,16,50,16,30,9,16,25,10,23.749999999996362
17,10,6,10,16,50,16,30,9,16,25,13,23.749999999996362
18,10,6,10,16,50,16,30,9,16,25,16,10.849999999994907
19,10,6,10,16,50,16,30,9,16,30,10,23.749999999996362
20,10,6,10,16,50,16,30,9,16,30,13,23.749999999996362
21,10,6,10,16,50,16,30,9,16,30,16,-6.850000000005821
22,10,6,10,16,50,16,30,11,10,20,10,189.9499999999971
23,10,6,10,16,50,16,30,11,10,20,13,95.59999999999854
24,10,6,10,16,50,16,30,11,10,20,16,95.59999999999854
25,10,6,10,16,50,16,30,11,10,25,10,112.44999999999709
26,10,6,10,16,50,16,30,11,10,25,13,95.59999999999854
27,10,6,10,16,50,16,30,11,10,25,16,21.0
28,10,6,10,16,50,16,30,11,10,30,10,112.44999999999709
29,10,6,10,16,50,16,30,11,10,30,13,21.0
30,10,6,10,16,50,16,30,11,10,30,16,-64.55000000000291
31,10,6,10,16,50,16,30,11,13,20,10,112.44999999999709
32,10,6,10,16,50,16,30,11,13,20,13,95.59999999999854
33,10,6,10,16,50,16,30,11,13,20,16,-99.95000000000073
34,10,6,10,16,50,16,30,11,13,25,10,95.59999999999854
35,10,6,10,16,50,16,30,11,13,25,13,-64.55000000000291
36,10,6,10,16,50,16,30,11,13,25,16,-65.05000000000291
37,10,6,10,16,50,16,30,11,13,30,10,95.59999999999854
38,10,6,10,16,50,16,30,11,13,30,13,-64.55000000000291
39,10,6,10,16,50,16,30,11,13,30,16,-65.05000000000291
40,10,6,10,16,50,16,30,11,16,20,10,95.59999999999854
41,10,6,10,16,50,16,30,11,16,20,13,-64.55000000000291
42,10,6,10,16,50,16,30,11,16,20,16,-100.45000000000073
43,10,6,10,16,50,16,30,11,16,25,10,21.0
44,10,6,10,16,50,16,30,11,16,25,13,-64.55000000000291
45,10,6,10,16,50,16,30,11,16,25,16,-65.05000000000291
46,10,6,10,16,50,16,30,11,16,30,10,-64.55000000000291
47,10,6,10,16,50,16,30,11,16,30,13,-65.05000000000291
48,10,6,10,16,50,16,30,11,16,30,16,-65.05000000000291
49,10,6,10,16,50,16,34,7,10,20,10,104.29999999999563
50,10,6,10,16,50,16,34,7,10,20,13,-85.35000000000218
51,10,6,10,16,50,16,34,7,10,20,16,-85.35000000000218
52,10,6,10,16,50,16,34,7,10,25,10,26.799999999995634
53,10,6,10,16,50,16,34,7,10,25,13,-85.35000000000218
54,10,6,10,16,50,16,34,7,10,25,16,-67.65000000000146
55,10,6,10,16,50,16,34,7,10,30,10,-68.50000000000364
56,10,6,10,16,50,16,34,7,10,30,13,-85.35000000000218
57,10,6,10,16,50,16,34,7,10,30,16,-67.65000000000146
58,10,6,10,16,50,16,34,7,13,20,10,-68.50000000000364
59,10,6,10,16,50,16,34,7,13,20,13,-85.35000000000218
60,10,6,10,16,50,16,34,7,13,20,16,-103.04999999999927
61,10,6,10,16,50,16,34,7,13,25,10,-85.35000000000218
62,10,6,10,16,50,16,34,7,13,25,13,-67.65000000000146
63,10,6,10,16,50,16,34,7,13,25,16,-67.65000000000146
64,10,6,10,16,50,16,34,7,13,30,10,-85.35000000000218
65,10,6,10,16,50,16,34,7,13,30,13,-67.65000000000146
66,10,6,10,16,50,16,34,7,13,30,16,-4.150000000005093
67,10,6,10,16,50,16,34,7,16,20,10,-85.35000000000218
68,10,6,10,16,50,16,34,7,16,20,13,-67.65000000000146
69,10,6,10,16,50,16,34,7,16,20,16,-103.04999999999927
70,10,6,10,16,50,16,34,7,16,25,10,-67.65000000000146
71,10,6,10,16,50,16,34,7,16,25,13,-67.65000000000146
72,10,6,10,16,50,16,34,7,16,25,16,-4.150000000005093
73,10,6,10,16,50,16,34,7,16,30,10,-67.65000000000146
74,10,6,10,16,50,16,34,7,16,30,13,-4.150000000005093
75,10,6,10,16,50,16,34,7,16,30,16,-21.85000000000582
76,10,6,10,16,50,16,34,9,10,20,10,201.99999999999636
77,10,6,10,16,50,16,34,9,10,20,13,107.64999999999782
78,10,6,10,16,50,16,34,9,10,20,16,107.64999999999782
79,10,6,10,16,50,16,34,9,10,25,10,124.49999999999636
80,10,6,10,16,50,16,34,9,10,25,13,107.64999999999782
81,10,6,10,16,50,16,34,9,10,25,16,50.75
82,10,6,10,16,50,16,34,9,10,30,10,124.49999999999636
83,10,6,10,16,50,16,34,9,10,30,13,33.04999999999927
84,10,6,10,16,50,16,34,9,10,30,16,-34.80000000000291
85,10,6,10,16,50,16,34,9,13,20,10,124.49999999999636
86,10,6,10,16,50,16,34,9,13,20,13,107.64999999999782
87,10,6,10,16,50,16,34,9,13,20,16,-70.20000000000073
88,10,6,10,16,50,16,34,9,13,25,10,107.64999999999782
89,10,6,10,16,50,16,34,9,13,25,13,-34.80000000000291
90,10,6,10,16,50,16,34,9,13,25,16,-34.80000000000291
91,10,6,10,16,50,16,34,9,13,30,10,107.64999999999782
92,10,6,10,16,50,16,34,9,13,30,13,-34.80000000000291
93,10,6,10,16,50,16,34,9,13,30,16,4.049999999995634
94,10,6,10,16,50,16,34,9,16,20,10,107.64999999999782
95,10,6,10,16,50,16,34,9,16,20,13,-34.80000000000291
96,10,6,10,16,50,16,34,9,16,20,16,-70.20000000000073
97,10,6,10,16,50,16,34,9,16,25,10,50.75
98,10,6,10,16,50,16,34,9,16,25,13,-34.80000000000291
99,10,6,10,16,50,16,34,9,16,25,16,4.049999999995634
100,10,6,10,16,50,16,34,9,16,30,10,-34.80000000000291
101,10,6,10,16,50,16,34,9,16,30,13,4.049999999995634
102,10,6,10,16,50,16,34,9,16,30,16,-13.650000000005093
103,10,6,10,16,50,16,34,11,10,20,10,206.75
104,10,6,10,16,50,16,34,11,10,20,13,112.40000000000146
