,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,7,4,10,16,56,16,34,9,10,25,10,28.049999999999272
1,7,4,10,16,56,16,34,9,10,25,13,28.049999999999272
2,7,4,10,16,56,16,34,9,10,25,16,42.75
3,7,4,10,16,56,16,34,9,10,30,10,28.049999999999272
4,7,4,10,16,56,16,34,9,10,30,13,28.049999999999272
5,7,4,10,16,56,16,34,9,10,30,16,42.75
6,7,4,10,16,56,16,34,9,13,20,10,28.049999999999272
7,7,4,10,16,56,16,34,9,13,20,13,28.049999999999272
8,7,4,10,16,56,16,34,9,13,20,16,42.75
9,7,4,10,16,56,16,34,9,13,25,10,28.049999999999272
10,7,4,10,16,56,16,34,9,13,25,13,42.75
11,7,4,10,16,56,16,34,9,13,25,16,42.75
12,7,4,10,16,56,16,34,9,13,30,10,28.049999999999272
13,7,4,10,16,56,16,34,9,13,30,13,42.75
14,7,4,10,16,56,16,34,9,13,30,16,42.75
15,7,4,10,16,56,16,34,9,16,20,10,28.049999999999272
16,7,4,10,16,56,16,34,9,16,20,13,42.75
17,7,4,10,16,56,16,34,9,16,20,16,42.75
18,7,4,10,16,56,16,34,9,16,25,10,42.75
19,7,4,10,16,56,16,34,9,16,25,13,42.75
20,7,4,10,16,56,16,34,9,16,25,16,42.75
21,7,4,10,16,56,16,34,9,16,30,10,42.75
22,7,4,10,16,56,16,34,9,16,30,13,42.75
23,7,4,10,16,56,16,34,9,16,30,16,28.049999999999272
24,7,4,10,16,56,16,34,11,10,20,10,72.9000000000051
25,7,4,10,16,56,16,34,11,10,20,13,-26.049999999995634
26,7,4,10,16,56,16,34,11,10,20,16,-26.049999999995634
27,7,4,10,16,56,16,34,11,10,25,10,-26.049999999995634
28,7,4,10,16,56,16,34,11,10,25,13,-26.049999999995634
29,7,4,10,16,56,16,34,11,10,25,16,-26.049999999995634
30,7,4,10,16,56,16,34,11,10,30,10,-26.049999999995634
31,7,4,10,16,56,16,34,11,10,30,13,-26.049999999995634
32,7,4,10,16,56,16,34,11,10,30,16,-26.049999999995634
33,7,4,10,16,56,16,34,11,13,20,10,-26.049999999995634
34,7,4,10,16,56,16,34,11,13,20,13,-26.049999999995634
35,7,4,10,16,56,16,34,11,13,20,16,-26.049999999995634
36,7,4,10,16,56,16,34,11,13,25,10,-26.049999999995634
37,7,4,10,16,56,16,34,11,13,25,13,-26.049999999995634
38,7,4,10,16,56,16,34,11,13,25,16,-26.049999999995634
39,7,4,10,16,56,16,34,11,13,30,10,-26.049999999995634
40,7,4,10,16,56,16,34,11,13,30,13,-26.049999999995634
41,7,4,10,16,56,16,34,11,13,30,16,-26.049999999995634
42,7,4,10,16,56,16,34,11,16,20,10,-26.049999999995634
43,7,4,10,16,56,16,34,11,16,20,13,-26.049999999995634
44,7,4,10,16,56,16,34,11,16,20,16,-26.049999999995634
45,7,4,10,16,56,16,34,11,16,25,10,-26.049999999995634
46,7,4,10,16,56,16,34,11,16,25,13,-26.049999999995634
47,7,4,10,16,56,16,34,11,16,25,16,-26.049999999995634
48,7,4,10,16,56,16,34,11,16,30,10,-26.049999999995634
49,7,4,10,16,56,16,34,11,16,30,13,-26.049999999995634
50,7,4,10,16,56,16,34,11,16,30,16,-8.849999999998545
51,7,4,10,16,56,16,38,7,10,20,10,242.89999999999782
52,7,4,10,16,56,16,38,7,10,20,13,25.849999999998545
53,7,4,10,16,56,16,38,7,10,20,16,25.849999999998545
54,7,4,10,16,56,16,38,7,10,25,10,143.9499999999971
55,7,4,10,16,56,16,38,7,10,25,13,25.849999999998545
56,7,4,10,16,56,16,38,7,10,25,16,40.54999999999927
57,7,4,10,16,56,16,38,7,10,30,10,25.849999999998545
58,7,4,10,16,56,16,38,7,10,30,13,25.849999999998545
59,7,4,10,16,56,16,38,7,10,30,16,40.54999999999927
60,7,4,10,16,56,16,38,7,13,20,10,25.849999999998545
61,7,4,10,16,56,16,38,7,13,20,13,25.849999999998545
62,7,4,10,16,56,16,38,7,13,20,16,40.54999999999927
63,7,4,10,16,56,16,38,7,13,25,10,25.849999999998545
64,7,4,10,16,56,16,38,7,13,25,13,40.54999999999927
65,7,4,10,16,56,16,38,7,13,25,16,40.54999999999927
66,7,4,10,16,56,16,38,7,13,30,10,25.849999999998545
67,7,4,10,16,56,16,38,7,13,30,13,40.54999999999927
68,7,4,10,16,56,16,38,7,13,30,16,40.54999999999927
69,7,4,10,16,56,16,38,7,16,20,10,25.849999999998545
70,7,4,10,16,56,16,38,7,16,20,13,40.54999999999927
71,7,4,10,16,56,16,38,7,16,20,16,40.54999999999927
72,7,4,10,16,56,16,38,7,16,25,10,40.54999999999927
73,7,4,10,16,56,16,38,7,16,25,13,40.54999999999927
74,7,4,10,16,56,16,38,7,16,25,16,40.54999999999927
75,7,4,10,16,56,16,38,7,16,30,10,40.54999999999927
76,7,4,10,16,56,16,38,7,16,30,13,40.54999999999927
77,7,4,10,16,56,16,38,7,16,30,16,25.849999999998545
78,7,4,10,16,56,16,38,9,10,20,10,239.75000000000364
79,7,4,10,16,56,16,38,9,10,20,13,22.700000000004366
80,7,4,10,16,56,16,38,9,10,20,16,22.700000000004366
81,7,4,10,16,56,16,38,9,10,25,10,140.8000000000029
82,7,4,10,16,56,16,38,9,10,25,13,22.700000000004366
83,7,4,10,16,56,16,38,9,10,25,16,37.40000000000509
84,7,4,10,16,56,16,38,9,10,30,10,22.700000000004366
85,7,4,10,16,56,16,38,9,10,30,13,22.700000000004366
86,7,4,10,16,56,16,38,9,10,30,16,37.40000000000509
87,7,4,10,16,56,16,38,9,13,20,10,22.700000000004366
88,7,4,10,16,56,16,38,9,13,20,13,22.700000000004366
89,7,4,10,16,56,16,38,9,13,20,16,37.40000000000509
90,7,4,10,16,56,16,38,9,13,25,10,22.700000000004366
91,7,4,10,16,56,16,38,9,13,25,13,37.40000000000509
92,7,4,10,16,56,16,38,9,13,25,16,37.40000000000509
93,7,4,10,16,56,16,38,9,13,30,10,22.700000000004366
94,7,4,10,16,56,16,38,9,13,30,13,37.40000000000509
95,7,4,10,16,56,16,38,9,13,30,16,37.40000000000509
96,7,4,10,16,56,16,38,9,16,20,10,22.700000000004366
97,7,4,10,16,56,16,38,9,16,20,13,37.40000000000509
98,7,4,10,16,56,16,38,9,16,20,16,37.40000000000509
99,7,4,10,16,56,16,38,9,16,25,10,37.40000000000509
100,7,4,10,16,56,16,38,9,16,25,13,37.40000000000509
101,7,4,10,16,56,16,38,9,16,25,16,37.40000000000509
102,7,4,10,16,56,16,38,9,16,30,10,37.40000000000509
103,7,4,10,16,56,16,38,9,16,30,13,37.40000000000509
104,7,4,10,16,56,16,38,9,16,30,16,28.049999999999272
105,7,4,10,16,56,16,38,11,10,20,10,85.00000000000364
106,7,4,10,16,56,16,38,11,10,20,13,-13.94999999999709
107,7,4,10,16,56,16,38,11,10,20,16,-13.94999999999709
108,7,4,10,16,56,16,38,11,10,25,10,-13.94999999999709
109,7,4,10,16,56,16,38,11,10,25,13,-13.94999999999709
110,7,4,10,16,56,16,38,11,10,25,16,0.750000000003638
111,7,4,10,16,56,16,38,11,10,30,10,-13.94999999999709
