stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,final_net_profit
6.049002157931311,7.16357236272578,16.245424538237373,18.01090195545881,32.76178895533721,34.89343773463074,40.49529743451845,24.07483896584125,6.966474451710138,34.78134341247106,5.239601688531197,869.6339266303257,-40000.0
6.917779297017972,3.670554014015648,22.155823506877,10.259317197364654,33.24940484414724,34.660054925942674,47.39573821792652,21.81961751683382,4.2589818338536345,39.054855626293936,29.030297457962536,793.6932558522168,-50000.0
0.3142156748270064,3.993529062485023,15.603870509704096,22.1226836706684,47.55494401703884,34.696674391164514,36.51441676959972,5.043154023114148,11.191231453480777,34.63400167302538,3.366683661688544,777.4313730068242,-50000.0
25.77977670568636,2.059730178428898,18.696871149303178,10.405738517437186,33.275848667124805,26.730515700712854,23.72277160489908,11.807028727868635,10.997273654936404,37.432809485543416,4.254794332101342,769.7960289465262,-50000.0
3.7668559244721065,5.711909331884209,25.483577110121328,11.788923173644598,35.442552105123674,26.00658326774036,22.502792462634424,3.727147041922205,22.775285057246556,37.87919204295255,4.306114160055035,767.0420511722114,-50000.0
3.192023311116216,6.667269800975858,13.561674528853274,29.663960707521216,52.07914511734857,33.5812129222421,24.56589439821541,5.643122482968668,15.979923081576755,21.814597654698787,14.081790345593555,757.8828810664198,1014.6807411997215
32.670913896340515,6.153986968525382,22.484193620723232,11.593999886397928,40.80179942364785,34.81108540412499,35.827704502274635,25.334461482687235,18.671732719833592,30.317844769570502,10.437955812759844,741.9579079085379,-50000.0
3.5896424550000305,9.882817319513508,20.126420526463917,15.877682875728894,65.39913757306388,32.05658568026554,38.299747736076384,27.103291634924343,16.998753730991663,12.720745739386516,22.538547682882,722.3678772499334,-10000.0
1.0764578781180698,1.9360855640817296,20.794957786847068,20.10548732819532,62.71629609825715,35.29491889431567,47.91905387891546,5.780871818584419,14.405768766152878,31.44590459926289,7.696807055242711,718.5914688033008,855.2798057783657
5.945269992584622,1.5555706851727211,20.21216216709792,16.127464917589688,70.91054378171229,36.27195307637325,50.92681491118761,15.410022118655592,2.7735092283294747,24.14898839654032,17.081014398407493,703.2804101261063,597.3351401335167
34.40124547336545,0.4559613741040669,16.127548099928642,9.90519556761009,30.56290803266441,39.35757460486509,36.20051040734883,25.03842593149218,17.655498794021927,31.87744804477337,6.908276530644102,701.3564084321332,-10000.0
7.512488560770103,6.815199059016327,12.1146558285674,25.507824624948743,57.45013834040096,32.9434977376803,23.413253396214717,11.174830528584952,15.563776054678922,31.32786159672841,14.31361632347846,695.3131291574755,-10000.0
12.489647261818345,4.007742362476473,11.789968294242554,25.61023617947224,68.50051532336242,29.787781110860003,18.52810325084008,10.375505396725137,6.1766966573721085,37.45167292485876,9.189404983651466,694.4002294071834,-10000.0
2.0608056168099296,4.603788996581747,24.58772095150816,15.015412749646565,33.381713724294315,36.20742406247797,43.28125596952543,2.6364727797309864,12.9178204630203,35.99093398919104,22.475459791262928,680.4637472433969,-10000.0
0.8917298491023241,8.851913788190707,9.953074019445712,27.546791534510504,46.730118751777,35.581026589166775,32.450498895357946,5.1590293137563465,23.282791403146184,28.65449180210169,4.416144330480805,666.4864225247511,-10000.0
10.408239305510794,1.0987744807233712,15.090204841063052,29.494956635889302,64.11820704581102,32.79568276918418,39.14897119507457,3.7250911622688543,25.260714615725856,40.764370815625774,11.608983244115874,654.4258462503713,-10000.0
48.12131178177812,7.072832426282625,19.88859429520746,29.92509219150137,68.1871965451054,36.35698013152577,46.93406030949821,26.37535130796321,8.454961716464492,35.80044111949819,5.111090323673501,652.1016350551507,-10000.0
11.58329771015164,8.850525762804693,10.877945046741974,28.708035132151164,70.83862260150019,21.960461267024822,42.54891308828885,21.052414802703325,9.397965916075222,21.97309366853052,28.04312526164065,651.2174503766146,-20000.0
2.147495572165814,7.6777810607742145,14.445414077713584,19.14954131376176,30.881780149723703,32.094792265958546,50.99681523715518,25.799945965669306,15.22317571513893,23.552579087875447,16.385490002542852,639.3028586546716,-10000.0
1.6200521085977804,0.7789880407630023,10.026417427435128,29.23386655851389,41.42702495869555,38.58394365278887,38.550842689043215,2.0970046546678223,5.4349170531414845,40.36104414497905,12.754573366100551,592.069009936582,-20000.0
