datetime,symbol,open,high,low,close,volume
2024-02-26 09:15:00,NSE:SBILIFE,1525.1,1533.65,1525.1,1532.95,27635.0
2024-02-26 09:20:00,NSE:SBILIFE,1533.0,1539.55,1531.85,1538.2,36570.0
2024-02-26 09:25:00,NSE:SBILIFE,1538.2,1541.8,1534.6,1536.55,49772.0
2024-02-26 09:30:00,NSE:SBILIFE,1536.55,1538.7,1530.35,1532.45,23298.0
2024-02-26 09:35:00,NSE:SBILIFE,1532.45,1534.3,1530.0,1531.5,25059.0
2024-02-26 09:40:00,NSE:SBILIFE,1531.5,1533.85,1530.65,1531.95,10565.0
2024-02-26 09:45:00,NSE:SBILIFE,1531.95,1535.7,1530.65,1535.7,13405.0
2024-02-26 09:50:00,NSE:SBILIFE,1535.7,1537.65,1530.0,1532.7,22336.0
2024-02-26 09:55:00,NSE:SBILIFE,1533.2,1533.4,1530.0,1531.7,21993.0
2024-02-26 10:00:00,NSE:SBILIFE,1532.15,1535.1,1531.5,1533.6,9714.0
2024-02-26 10:05:00,NSE:SBILIFE,1533.55,1537.0,1533.1,1536.5,15263.0
2024-02-26 10:10:00,NSE:SBILIFE,1536.5,1536.55,1534.95,1536.55,6315.0
2024-02-26 10:15:00,NSE:SBILIFE,1536.55,1537.65,1536.1,1536.95,8369.0
2024-02-26 10:20:00,NSE:SBILIFE,1536.95,1542.95,1536.7,1541.0,30344.0
2024-02-26 10:25:00,NSE:SBILIFE,1541.55,1543.45,1541.0,1543.25,30034.0
2024-02-26 10:30:00,NSE:SBILIFE,1543.4,1546.5,1542.95,1546.25,28692.0
2024-02-26 10:35:00,NSE:SBILIFE,1546.25,1548.0,1539.5,1540.35,43100.0
2024-02-26 10:40:00,NSE:SBILIFE,1540.95,1543.0,1539.55,1539.55,21076.0
2024-02-26 10:45:00,NSE:SBILIFE,1540.25,1543.0,1539.7,1540.75,15680.0
2024-02-26 10:50:00,NSE:SBILIFE,1541.7,1541.7,1539.3,1541.45,16381.0
2024-02-26 10:55:00,NSE:SBILIFE,1541.5,1543.0,1540.9,1542.5,13084.0
2024-02-26 11:00:00,NSE:SBILIFE,1542.25,1543.0,1540.8,1542.8,9857.0
2024-02-26 11:05:00,NSE:SBILIFE,1542.05,1543.55,1542.0,1542.9,14279.0
2024-02-26 11:10:00,NSE:SBILIFE,1542.9,1543.0,1541.15,1542.3,4977.0
2024-02-26 11:15:00,NSE:SBILIFE,1542.0,1543.0,1541.3,1543.0,7449.0
2024-02-26 11:20:00,NSE:SBILIFE,1542.75,1543.0,1542.0,1543.0,6411.0
2024-02-26 11:25:00,NSE:SBILIFE,1543.0,1543.0,1542.0,1542.85,6247.0
2024-02-26 11:30:00,NSE:SBILIFE,1542.55,1543.0,1542.0,1542.85,6653.0
2024-02-26 11:35:00,NSE:SBILIFE,1542.35,1543.0,1542.35,1542.8,5880.0
2024-02-26 11:40:00,NSE:SBILIFE,1542.3,1542.5,1536.5,1539.95,18050.0
2024-02-26 11:45:00,NSE:SBILIFE,1539.35,1543.0,1539.35,1543.0,5284.0
2024-02-26 11:50:00,NSE:SBILIFE,1542.95,1543.0,1540.6,1540.6,6769.0
2024-02-26 11:55:00,NSE:SBILIFE,1540.3,1541.65,1539.95,1541.35,5510.0
2024-02-26 12:00:00,NSE:SBILIFE,1541.15,1543.0,1541.15,1542.8,9638.0
2024-02-26 12:05:00,NSE:SBILIFE,1543.0,1543.0,1539.3,1539.3,7649.0
2024-02-26 12:10:00,NSE:SBILIFE,1539.3,1540.0,1538.5,1539.95,6625.0
2024-02-26 12:15:00,NSE:SBILIFE,1539.25,1541.25,1539.25,1540.7,6253.0
2024-02-26 12:20:00,NSE:SBILIFE,1541.15,1543.0,1540.25,1542.45,5485.0
2024-02-26 12:25:00,NSE:SBILIFE,1542.95,1543.0,1542.1,1542.5,3831.0
2024-02-26 12:30:00,NSE:SBILIFE,1542.15,1542.5,1540.2,1541.2,3769.0
2024-02-26 12:35:00,NSE:SBILIFE,1541.35,1541.8,1540.55,1540.7,4244.0
2024-02-26 12:40:00,NSE:SBILIFE,1540.55,1541.25,1540.0,1540.1,5522.0
2024-02-26 12:45:00,NSE:SBILIFE,1540.1,1540.2,1537.0,1537.6,9900.0
2024-02-26 12:50:00,NSE:SBILIFE,1537.6,1540.1,1536.6,1538.5,8059.0
2024-02-26 12:55:00,NSE:SBILIFE,1538.15,1540.1,1537.0,1540.1,5992.0
2024-02-26 13:00:00,NSE:SBILIFE,1540.05,1540.1,1538.0,1538.4,4152.0
2024-02-26 13:05:00,NSE:SBILIFE,1538.4,1538.9,1537.1,1538.9,4488.0
2024-02-26 13:10:00,NSE:SBILIFE,1538.9,1542.25,1538.9,1541.0,21923.0
2024-02-26 13:15:00,NSE:SBILIFE,1541.05,1542.0,1540.4,1541.15,5997.0
2024-02-26 13:20:00,NSE:SBILIFE,1541.2,1542.0,1541.0,1541.75,3880.0
2024-02-26 13:25:00,NSE:SBILIFE,1541.5,1542.0,1541.0,1541.45,3939.0
2024-02-26 13:30:00,NSE:SBILIFE,1541.25,1541.75,1540.7,1541.45,8187.0
2024-02-26 13:35:00,NSE:SBILIFE,1541.45,1542.55,1541.0,1542.15,3808.0
2024-02-26 13:40:00,NSE:SBILIFE,1542.35,1543.0,1542.1,1542.95,4117.0
2024-02-26 13:45:00,NSE:SBILIFE,1542.95,1543.0,1542.5,1543.0,4736.0
2024-02-26 13:50:00,NSE:SBILIFE,1543.0,1543.0,1541.0,1541.9,6978.0
2024-02-26 13:55:00,NSE:SBILIFE,1541.8,1542.15,1541.0,1541.65,3082.0
2024-02-26 14:00:00,NSE:SBILIFE,1541.35,1545.95,1541.35,1545.05,99858.0
2024-02-26 14:05:00,NSE:SBILIFE,1545.0,1547.0,1545.0,1545.75,11005.0
2024-02-26 14:10:00,NSE:SBILIFE,1545.65,1547.0,1545.0,1547.0,14359.0
2024-02-26 14:15:00,NSE:SBILIFE,1547.0,1548.5,1546.3,1548.5,20288.0
2024-02-26 14:20:00,NSE:SBILIFE,1548.85,1553.4,1548.45,1551.6,44951.0
2024-02-26 14:25:00,NSE:SBILIFE,1551.75,1552.0,1549.2,1552.0,24823.0
2024-02-26 14:30:00,NSE:SBILIFE,1552.0,1552.0,1548.0,1548.9,31700.0
2024-02-26 14:35:00,NSE:SBILIFE,1548.75,1551.95,1548.4,1550.7,25310.0
2024-02-26 14:40:00,NSE:SBILIFE,1550.5,1551.9,1549.75,1550.0,24578.0
2024-02-26 14:45:00,NSE:SBILIFE,1550.0,1551.7,1549.95,1550.05,17946.0
2024-02-26 14:50:00,NSE:SBILIFE,1550.45,1551.95,1549.45,1551.7,19452.0
2024-02-26 14:55:00,NSE:SBILIFE,1551.85,1552.0,1549.55,1551.55,22620.0
2024-02-26 15:00:00,NSE:SBILIFE,1551.55,1552.15,1548.8,1550.1,32995.0
2024-02-26 15:05:00,NSE:SBILIFE,1550.1,1550.5,1548.35,1549.9,30140.0
2024-02-26 15:10:00,NSE:SBILIFE,1549.9,1550.5,1548.55,1549.9,37942.0
2024-02-26 15:15:00,NSE:SBILIFE,1549.9,1549.9,1545.75,1549.8,53501.0
2024-02-26 15:20:00,NSE:SBILIFE,1549.5,1549.5,1546.7,1549.5,27142.0
2024-02-26 15:25:00,NSE:SBILIFE,1549.45,1552.0,1547.05,1552.0,24548.0
2024-02-27 09:15:00,NSE:SBILIFE,1553.8,1559.1,1547.2,1558.1,49528.0
2024-02-27 09:20:00,NSE:SBILIFE,1558.95,1562.1,1556.8,1560.0,55494.0
2024-02-27 09:25:00,NSE:SBILIFE,1559.5,1559.9,1551.65,1555.0,64130.0
2024-02-27 09:30:00,NSE:SBILIFE,1555.0,1555.25,1550.65,1554.75,24400.0
2024-02-27 09:35:00,NSE:SBILIFE,1554.7,1555.9,1549.85,1550.95,21495.0
2024-02-27 09:40:00,NSE:SBILIFE,1550.95,1551.5,1546.8,1550.3,16768.0
2024-02-27 09:45:00,NSE:SBILIFE,1550.05,1550.65,1548.0,1549.0,13319.0
2024-02-27 09:50:00,NSE:SBILIFE,1549.0,1552.15,1547.1,1548.35,16904.0
2024-02-27 09:55:00,NSE:SBILIFE,1548.0,1551.45,1547.8,1550.8,9757.0
2024-02-27 10:00:00,NSE:SBILIFE,1551.45,1553.5,1551.0,1552.0,13000.0
2024-02-27 10:05:00,NSE:SBILIFE,1552.0,1552.65,1545.95,1549.4,29865.0
2024-02-27 10:10:00,NSE:SBILIFE,1549.7,1552.5,1547.55,1552.5,9578.0
2024-02-27 10:15:00,NSE:SBILIFE,1551.9,1552.5,1549.0,1550.05,11287.0
2024-02-27 10:20:00,NSE:SBILIFE,1550.05,1551.6,1549.1,1550.95,11306.0
2024-02-27 10:25:00,NSE:SBILIFE,1550.95,1551.0,1549.0,1550.05,13738.0
2024-02-27 10:30:00,NSE:SBILIFE,1550.6,1550.95,1549.45,1550.1,8104.0
2024-02-27 10:35:00,NSE:SBILIFE,1550.1,1550.4,1549.0,1549.6,5308.0
2024-02-27 10:40:00,NSE:SBILIFE,1550.0,1551.0,1549.6,1549.95,6892.0
2024-02-27 10:45:00,NSE:SBILIFE,1549.95,1551.3,1549.5,1550.65,12274.0
2024-02-27 10:50:00,NSE:SBILIFE,1550.75,1551.0,1546.45,1550.0,11829.0
2024-02-27 10:55:00,NSE:SBILIFE,1550.0,1550.45,1549.5,1550.0,8366.0
2024-02-27 11:00:00,NSE:SBILIFE,1550.0,1550.05,1548.0,1548.0,17631.0
2024-02-27 11:05:00,NSE:SBILIFE,1548.0,1548.95,1546.5,1547.0,13900.0
2024-02-27 11:10:00,NSE:SBILIFE,1547.0,1550.55,1547.0,1550.45,9265.0
2024-02-27 11:15:00,NSE:SBILIFE,1550.5,1554.8,1550.5,1554.4,21897.0
2024-02-27 11:20:00,NSE:SBILIFE,1554.4,1558.35,1553.1,1557.0,23385.0
2024-02-27 11:25:00,NSE:SBILIFE,1557.0,1557.95,1553.9,1556.65,22953.0
2024-02-27 11:30:00,NSE:SBILIFE,1557.0,1560.25,1557.0,1559.6,47396.0
2024-02-27 11:35:00,NSE:SBILIFE,1559.6,1562.0,1558.45,1561.8,27495.0
2024-02-27 11:40:00,NSE:SBILIFE,1561.7,1563.7,1558.95,1562.25,25108.0
2024-02-27 11:45:00,NSE:SBILIFE,1562.55,1562.55,1559.75,1562.4,16497.0
2024-02-27 11:50:00,NSE:SBILIFE,1562.4,1562.85,1560.15,1561.1,27433.0
2024-02-27 11:55:00,NSE:SBILIFE,1561.0,1562.5,1560.0,1562.35,14230.0
2024-02-27 12:00:00,NSE:SBILIFE,1562.95,1566.0,1562.25,1565.7,28912.0
2024-02-27 12:05:00,NSE:SBILIFE,1565.65,1569.0,1565.05,1566.15,59633.0
2024-02-27 12:10:00,NSE:SBILIFE,1566.15,1567.95,1562.85,1564.8,35268.0
2024-02-27 12:15:00,NSE:SBILIFE,1564.85,1564.85,1560.0,1562.5,31847.0
2024-02-27 12:20:00,NSE:SBILIFE,1562.5,1565.5,1562.15,1565.0,16496.0
2024-02-27 12:25:00,NSE:SBILIFE,1565.0,1565.3,1562.7,1563.55,13782.0
2024-02-27 12:30:00,NSE:SBILIFE,1563.7,1564.7,1561.3,1563.55,9326.0
2024-02-27 12:35:00,NSE:SBILIFE,1563.35,1563.95,1561.05,1561.95,11217.0
2024-02-27 12:40:00,NSE:SBILIFE,1561.9,1564.45,1561.85,1564.3,13816.0
2024-02-27 12:45:00,NSE:SBILIFE,1564.1,1564.25,1561.7,1563.7,16844.0
2024-02-27 12:50:00,NSE:SBILIFE,1563.85,1564.9,1562.45,1564.75,15846.0
2024-02-27 12:55:00,NSE:SBILIFE,1564.9,1564.9,1561.0,1561.7,18766.0
2024-02-27 13:00:00,NSE:SBILIFE,1561.5,1561.5,1557.75,1561.3,40633.0
2024-02-27 13:05:00,NSE:SBILIFE,1560.8,1562.25,1558.85,1559.75,17269.0
2024-02-27 13:10:00,NSE:SBILIFE,1559.9,1561.4,1558.8,1558.95,14480.0
2024-02-27 13:15:00,NSE:SBILIFE,1558.9,1564.7,1558.7,1563.05,16856.0
2024-02-27 13:20:00,NSE:SBILIFE,1562.95,1564.65,1561.8,1564.0,15140.0
2024-02-27 13:25:00,NSE:SBILIFE,1564.0,1564.0,1558.0,1559.7,17266.0
2024-02-27 13:30:00,NSE:SBILIFE,1559.9,1560.0,1555.3,1555.8,74653.0
2024-02-27 13:35:00,NSE:SBILIFE,1555.45,1558.9,1552.0,1552.25,27590.0
2024-02-27 13:40:00,NSE:SBILIFE,1552.05,1552.95,1547.45,1548.2,36393.0
2024-02-27 13:45:00,NSE:SBILIFE,1547.55,1550.45,1544.65,1549.9,37348.0
2024-02-27 13:50:00,NSE:SBILIFE,1548.95,1551.45,1547.75,1551.45,31380.0
2024-02-27 13:55:00,NSE:SBILIFE,1551.45,1553.05,1549.5,1550.0,20920.0
2024-02-27 14:00:00,NSE:SBILIFE,1550.0,1551.0,1548.85,1550.8,15864.0
2024-02-27 14:05:00,NSE:SBILIFE,1550.8,1555.55,1550.8,1553.0,29358.0
2024-02-27 14:10:00,NSE:SBILIFE,1553.05,1553.45,1551.0,1551.9,23717.0
2024-02-27 14:15:00,NSE:SBILIFE,1551.8,1552.35,1549.15,1552.1,15116.0
2024-02-27 14:20:00,NSE:SBILIFE,1551.9,1553.75,1551.2,1552.1,26211.0
2024-02-27 14:25:00,NSE:SBILIFE,1552.15,1552.15,1547.5,1549.55,29132.0
2024-02-27 14:30:00,NSE:SBILIFE,1548.85,1550.25,1546.6,1547.55,15727.0
2024-02-27 14:35:00,NSE:SBILIFE,1547.75,1550.25,1547.55,1548.15,14635.0
2024-02-27 14:40:00,NSE:SBILIFE,1548.35,1548.4,1545.55,1547.45,15116.0
2024-02-27 14:45:00,NSE:SBILIFE,1547.25,1547.7,1544.6,1545.2,16443.0
2024-02-27 14:50:00,NSE:SBILIFE,1545.2,1546.45,1541.65,1542.3,23264.0
2024-02-27 14:55:00,NSE:SBILIFE,1541.75,1545.4,1541.65,1543.3,18785.0
2024-02-27 15:00:00,NSE:SBILIFE,1543.05,1546.95,1542.85,1546.85,28644.0
2024-02-27 15:05:00,NSE:SBILIFE,1546.85,1548.25,1542.4,1542.4,46240.0
2024-02-27 15:10:00,NSE:SBILIFE,1542.6,1543.75,1541.25,1543.0,25374.0
2024-02-27 15:15:00,NSE:SBILIFE,1543.0,1543.5,1539.3,1541.9,32372.0
2024-02-27 15:20:00,NSE:SBILIFE,1541.9,1542.5,1538.9,1542.5,43886.0
2024-02-27 15:25:00,NSE:SBILIFE,1542.5,1544.45,1540.55,1542.45,40187.0
2024-02-28 09:15:00,NSE:SBILIFE,1549.7,1551.8,1540.0,1541.0,26031.0
2024-02-28 09:20:00,NSE:SBILIFE,1540.85,1544.6,1540.1,1543.55,9820.0
2024-02-28 09:25:00,NSE:SBILIFE,1543.55,1544.35,1537.3,1539.45,10622.0
2024-02-28 09:30:00,NSE:SBILIFE,1540.15,1545.5,1539.6,1544.95,17269.0
2024-02-28 09:35:00,NSE:SBILIFE,1544.95,1548.9,1542.95,1548.25,9545.0
2024-02-28 09:40:00,NSE:SBILIFE,1547.9,1550.0,1546.45,1548.05,10240.0
2024-02-28 09:45:00,NSE:SBILIFE,1549.05,1549.05,1545.5,1545.5,4098.0
2024-02-28 09:50:00,NSE:SBILIFE,1546.25,1548.45,1546.05,1546.15,4773.0
2024-02-28 09:55:00,NSE:SBILIFE,1546.15,1546.9,1542.95,1543.85,6681.0
2024-02-28 10:00:00,NSE:SBILIFE,1544.4,1548.0,1543.05,1547.95,4655.0
2024-02-28 10:05:00,NSE:SBILIFE,1547.5,1550.0,1547.5,1548.2,13789.0
2024-02-28 10:10:00,NSE:SBILIFE,1548.9,1550.4,1547.85,1548.65,4157.0
2024-02-28 10:15:00,NSE:SBILIFE,1548.25,1551.7,1548.25,1549.15,4101.0
2024-02-28 10:20:00,NSE:SBILIFE,1549.9,1551.5,1546.4,1547.2,7441.0
2024-02-28 10:25:00,NSE:SBILIFE,1547.15,1550.2,1547.15,1550.2,4273.0
2024-02-28 10:30:00,NSE:SBILIFE,1550.15,1550.95,1546.6,1550.1,6376.0
2024-02-28 10:35:00,NSE:SBILIFE,1550.05,1550.75,1548.75,1549.3,3329.0
2024-02-28 10:40:00,NSE:SBILIFE,1550.0,1550.75,1549.1,1549.65,3704.0
2024-02-28 10:45:00,NSE:SBILIFE,1549.65,1549.95,1545.6,1545.6,3530.0
2024-02-28 10:50:00,NSE:SBILIFE,1545.85,1546.05,1541.0,1542.65,12421.0
2024-02-28 10:55:00,NSE:SBILIFE,1541.75,1545.2,1541.75,1542.55,9535.0
2024-02-28 11:00:00,NSE:SBILIFE,1543.1,1543.4,1540.0,1540.0,5635.0
2024-02-28 11:05:00,NSE:SBILIFE,1540.0,1541.8,1539.4,1540.5,8187.0
2024-02-28 11:10:00,NSE:SBILIFE,1540.05,1545.1,1539.9,1543.45,10303.0
2024-02-28 11:15:00,NSE:SBILIFE,1543.65,1546.25,1543.65,1544.85,6002.0
2024-02-28 11:20:00,NSE:SBILIFE,1544.85,1544.85,1543.05,1543.25,2488.0
2024-02-28 11:25:00,NSE:SBILIFE,1543.8,1543.8,1540.25,1541.25,2873.0
2024-02-28 11:30:00,NSE:SBILIFE,1541.25,1544.0,1540.75,1543.25,5582.0
2024-02-28 11:35:00,NSE:SBILIFE,1543.25,1543.7,1541.5,1543.45,2411.0
2024-02-28 11:40:00,NSE:SBILIFE,1542.75,1543.5,1541.7,1541.9,2326.0
2024-02-28 11:45:00,NSE:SBILIFE,1541.9,1541.9,1539.3,1539.3,3437.0
2024-02-28 11:50:00,NSE:SBILIFE,1540.0,1541.0,1539.1,1540.85,4239.0
2024-02-28 11:55:00,NSE:SBILIFE,1540.4,1542.85,1540.3,1540.6,4456.0
2024-02-28 12:00:00,NSE:SBILIFE,1540.6,1543.15,1539.65,1543.15,7356.0
2024-02-28 12:05:00,NSE:SBILIFE,1542.8,1546.45,1541.5,1541.9,31432.0
2024-02-28 12:10:00,NSE:SBILIFE,1541.75,1545.8,1540.2,1545.05,13589.0
2024-02-28 12:15:00,NSE:SBILIFE,1545.05,1551.0,1545.05,1551.0,25119.0
2024-02-28 12:20:00,NSE:SBILIFE,1550.1,1553.8,1549.55,1553.7,24992.0
2024-02-28 12:25:00,NSE:SBILIFE,1553.65,1555.65,1553.25,1555.4,20266.0
2024-02-28 12:30:00,NSE:SBILIFE,1555.4,1556.6,1550.0,1550.0,11168.0
2024-02-28 12:35:00,NSE:SBILIFE,1550.0,1552.6,1550.0,1550.5,20745.0
2024-02-28 12:40:00,NSE:SBILIFE,1550.5,1554.05,1550.1,1553.85,9739.0
2024-02-28 12:45:00,NSE:SBILIFE,1553.15,1553.85,1552.0,1552.6,4601.0
2024-02-28 12:50:00,NSE:SBILIFE,1552.6,1554.0,1552.15,1552.65,5456.0
2024-02-28 12:55:00,NSE:SBILIFE,1552.65,1553.0,1550.0,1550.9,6411.0
2024-02-28 13:00:00,NSE:SBILIFE,1550.35,1551.0,1546.85,1549.3,11953.0
2024-02-28 13:05:00,NSE:SBILIFE,1548.55,1550.55,1546.3,1547.6,6540.0
2024-02-28 13:10:00,NSE:SBILIFE,1548.2,1548.45,1546.5,1547.6,5185.0
2024-02-28 13:15:00,NSE:SBILIFE,1547.15,1548.15,1544.1,1547.65,9944.0
2024-02-28 13:20:00,NSE:SBILIFE,1547.15,1549.7,1546.95,1548.3,3567.0
2024-02-28 13:25:00,NSE:SBILIFE,1548.2,1548.8,1546.8,1547.95,3858.0
2024-02-28 13:30:00,NSE:SBILIFE,1547.95,1552.95,1547.3,1550.9,8336.0
2024-02-28 13:35:00,NSE:SBILIFE,1550.5,1554.75,1550.5,1554.05,11908.0
2024-02-28 13:40:00,NSE:SBILIFE,1554.05,1555.0,1552.5,1553.55,8384.0
2024-02-28 13:45:00,NSE:SBILIFE,1553.55,1554.0,1550.15,1551.15,6427.0
