stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july
20.222601546608743,8.701028493414706,29.97911229219001,18.073705294911,37.66444389552005,20.1412582803766,35.00135015020818,11.665450941266911,9.443466480032791,41.64369141613626,20.87262131314176,643.9335783474808,97.07398453391488
20.236788566318857,8.732664971993893,30.0,17.903039864649227,38.63590136596112,18.995576898942662,35.51070560183,11.5727179819369,10.022688074352097,40.931023034149,21.60761845460793,574.9821143368108,52.89248003576813
21.08079148410362,9.64298593196382,30.0,17.85574883942065,36.963665435961495,18.99946342581391,35.49590537810408,11.708696850561088,9.281611541663516,42.0,19.70369645853096,566.5420851589652,22.40366812717275
19.873633835507587,9.374038025922577,30.0,17.622420095772895,38.3195554665901,18.718168543559223,37.01251276824353,11.730907637019392,10.495264212236377,40.56717876812831,21.04929384256223,562.4372954804321,37.781830822463235
30.199622629366967,10.0,25.69372677511075,34.571624305921624,44.39056336102392,19.68528183219284,39.09588195130608,7.570190187024561,7.824025230510766,38.72955903810908,19.634246639868937,421.62034757422913,158.0511321119002
20.077286261308657,7.983940544883769,29.137292955152063,18.81275460207223,42.19143797266679,21.01921959720671,35.3490106024596,9.292252483660386,11.87597930031366,40.15397038440084,21.959777040619706,411.9088472964486,78.34985112560662
