stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july
15.791598306984158,1.5582834078399128,25.56661543843101,30.100589446493498,33.84784838361282,14.75325084769048,39.484963855073865,14.532095884789872,18.619884992091727,30.87584102258378,22.200949325958096,827.1596321673205,15.466803386032552
28.913947580607125,7.47947681983467,12.152937510484962,34.057772687737376,28.035175573208505,13.760850103851311,39.56267217320209,8.142086900629259,21.84889853203716,20.12281944779185,19.41435362010419,818.2128911296604,300.8105241939229
28.64499789197653,9.792368586220505,29.576688352395063,24.76782926594493,40.4665040577875,19.48862529870241,35.188365972174346,9.198949753290108,11.938597238573497,37.92398369575275,22.77847553502849,802.7450400524322,23.37000843209171
15.999654311716847,3.5310030704591178,22.56241058567564,32.00291243536896,31.2811560750406,20.89925736785852,40.32143510741688,10.040026139592896,2.0,37.06854541843551,22.37461903949575,796.2051853242556,76.85103706485461
17.466720688055442,5.1520493459438015,20.834299909427788,34.1055246816018,31.421772029166984,20.82542206849113,38.82012342235327,11.320359197933168,4.292750278681768,36.06534311727754,23.43448128153221,793.782144862791,19.349675871671938
29.23950156732773,9.60705429100794,29.745558589737165,24.60126217486525,40.488751703819545,19.57024289697248,35.32939872653692,9.957760885244488,12.435714180416928,37.86331463028526,22.71993846689473,791.449470220763,20.99199373068768
27.393910695367516,4.7487467518538535,24.040417139712293,30.400702268676323,31.778177480817607,20.44922269664981,36.53735145080545,10.08265561080502,23.41708207491101,23.336800384526125,20.29571730637215,787.6400540065843,22.27435721853908
28.2720599409447,8.347526251915271,22.3634306966614,32.70972195362972,35.98016955337477,14.555781672464146,41.7664850343677,17.48567513398683,20.615808537692036,37.32534691869186,15.58330626128169,771.3691008858477,64.78970029528136
28.34933540536495,9.418756778816856,30.0,24.54786402936735,40.33475120101101,19.58519119085116,35.311443524425,9.523183426986549,12.873397497888526,37.72963771546487,22.748974482727142,767.4626272980713,24.55265837854313
27.25045093582353,10.0,30.0,16.066774679594676,28.0,13.803929537372737,38.903309562748845,16.19714596296264,2.0,27.31995838736858,24.864975135343013,759.490530347728,152.4968434492439
28.863772240038617,10.0,29.74513990989977,25.48628479140788,40.777406266551225,19.27749015660858,35.17820101845364,9.525264793147082,12.589505091139449,37.62439861127989,22.817005380265723,757.6883274392712,22.494911039848375
29.206111915626018,9.713901132467925,29.51772477264197,24.515625976548957,40.62276102620099,19.11078104799666,35.47951795150192,8.941992032485429,12.73774233701457,37.92855249150191,22.86559912023732,757.2460974343885,21.125552337503905
17.60055211540949,3.107688133935707,21.96754753702232,35.0,32.47828641285446,20.145804637177623,41.37288173180877,11.927860238624854,2.0,36.66360620753112,22.445059629107853,752.6895098071764,3.4983436537659145
28.263919965656957,9.59885719550219,29.209977057521485,24.28958507619225,33.55033167862532,15.738144893018282,41.44098030847755,16.57923423486487,20.07645697785856,32.5400492091143,13.92639993680954,751.2412005151273,36.71648020605062
27.31277925224448,7.666158416350933,14.224460568553049,34.829218651464885,28.0,14.35363493667944,40.31791256088984,9.061618514342412,20.456100390666105,20.81720487376308,21.538671508791285,745.6955319641165,252.5849867298166
27.09838822371257,6.299165648695344,23.918526544644944,30.841289991848218,31.977589719362783,19.490681057989107,36.23846482737489,10.790037327448234,24.1656520834132,23.010486290776058,19.993109294200327,743.0838473020412,23.45644710515262
27.09894580734542,7.26311252828823,15.282214559896415,34.25882625833046,29.20751011095364,13.72317310450782,40.67089159978002,9.337997952113229,21.62086211120523,20.35706215784811,20.647042270668017,741.7168670824722,38.708433541236445
28.908726361350507,10.0,29.59099197186544,25.76337208407205,32.49026996991502,14.487830607185806,40.306678798040686,16.789588298980547,20.891185813995023,32.39401446043032,11.70026432629359,741.569104579743,16.21509455459818
28.998462286526987,9.95907321886138,28.992032311379564,26.1430579761778,32.368104605264385,14.433620250343804,40.45296997043462,17.191701298411967,20.4546114277746,32.45643837783734,12.53312939493581,740.2230657021064,15.856150853895087
29.115245218673756,9.95261934994164,29.794519277791483,25.17139738371672,33.3234593016768,15.028024897953134,41.45634920137095,16.846770744358544,19.32603091458286,32.67056483377888,14.679892242229494,738.4713217199205,19.35852868796792
29.14599521105452,10.0,30.0,24.43050864661868,32.341547511068065,15.077457260682236,41.04306563847856,15.769131063474587,20.168894592361525,31.87549072972671,14.024994738398869,738.0100718341637,19.174028733665185
27.52202899384955,7.260643254788702,22.24622654389932,32.54379005972018,35.26499065793431,20.091318716484768,36.48832117159025,10.77717850771801,2.0,36.52349378889031,21.0631154854555,737.9415940861254,4.0339130184547685
29.179931380288146,9.401564084863947,29.879985978767845,24.65453613848268,33.89843921367084,15.010175641786432,40.58378535957755,17.960684112059702,20.11968295167357,32.355543274171595,13.665436938971585,737.501029295694,31.22041171827732
17.515622027573478,10.0,27.25646520872393,15.137851026061652,28.0,11.084838997025331,50.39758963527907,16.116963570124803,18.218555398301525,35.31131103744441,2.0,735.8719374209213,78.50313391727468
29.30199935389977,10.0,29.85415728349683,24.51290230602019,33.835048939916675,15.933281369646128,41.28136349053773,15.411752112170412,19.13115519241241,31.95730930074963,14.021685728733836,735.6700096915338,30.48800387661322
29.372579618669324,10.0,28.715798119606863,25.64554511946525,33.754028713187324,15.43058692713427,39.62217293248804,18.50280804253206,19.98371821023252,32.25037285647989,13.071650394212352,734.6113057199582,30.06452228798298
28.826039851272007,7.266741208074218,23.158847592965085,32.863527441892955,32.78707978530432,20.7916203839596,37.73724127602237,11.52528384834643,2.0,34.984065648141296,23.768343106285165,733.7073225283639,63.9479202974544
29.49186274675304,10.0,28.83439106983932,25.336374965140152,34.18004014376797,15.738252713709324,40.996458733522296,17.29521842533471,19.95262859029095,32.928368592988065,13.703109900169814,732.8220587987234,29.348823519489088
31.56739145694795,7.410562499532039,23.53747619985428,25.95203798323355,31.867706749717232,19.36743335270512,32.69329229476203,15.60660470958555,17.281806728371183,30.58237934030185,20.069297289399465,729.3521708610242,156.22825980136258
29.76863516706268,9.73097940215382,29.301371389651955,25.794996411816346,33.138879065994765,15.74319146741971,40.42159417231399,17.976308253985607,20.079441207737897,31.553932134169404,14.299852624688418,728.6704724940537,15.438188997621182
29.7720459280405,9.734240030994682,29.298300605363817,25.79730846516748,33.140683564572264,15.743881524959262,40.42429675458426,17.974871665034044,20.08035341179895,31.554111180596443,14.298024396865785,728.6193110794229,15.417724431768876
30.152036639802635,9.81309978522614,29.584871640782943,25.71486960158742,33.535312124166325,15.765921668387373,40.30574339588637,17.878338757067265,20.91459239668796,33.12981083685002,13.936465478152789,722.9194504029547,13.13778016118158
32.242376696939765,9.05220097174387,23.184878020527428,26.28383643002224,32.104250785861616,19.56401616474964,32.2934749729652,15.52780004968336,17.528425887059115,30.67357183955281,20.01922244488345,722.7872194550728,151.503363121421
30.326714187514025,10.0,28.727103723465525,25.413969196620187,32.691669424714746,15.482456753842184,39.37371151462848,18.552409935822247,20.59545403727257,31.697849058123275,13.156526910258634,720.2992871872848,24.339714874913625
30.464634837291413,10.0,29.29313984910803,24.54805751431818,33.13809775967274,15.41095300013509,40.083208570313694,17.220132696786624,20.03585467512684,32.35469327278229,13.903504004278542,718.230477440633,23.512190976252896
30.479856979550696,10.0,29.443562192586363,25.19372577282012,32.86079833523825,15.90877192582207,41.533901855241375,15.677760647787638,20.0486050691651,32.846793667099085,14.701735929556602,718.0021453067675,11.170858122706704
30.493922045775328,10.0,29.949382191288148,24.705310145499343,32.611346357390794,15.68643926850142,40.44079214264923,17.591043515533045,21.22091306619109,30.775134882469768,13.27626378985329,717.7911693133901,23.33646772535576
28.94406593153085,9.171020540814297,28.47384615564671,25.38093087576096,33.151823236458405,15.265954867525425,41.5172174580825,18.644754212122177,20.42593218095773,31.40633715164626,13.559074847487796,716.0830769585955,32.63560441082518
29.272888517520126,9.86997647708397,28.48710463149073,24.9932347911798,33.37339254688845,15.443273045734916,40.00567565968146,18.49742031698544,20.24472451472194,32.69840734360067,14.45270690584021,711.4795607547276,30.66266889488179
29.405683208956905,10.0,29.068132654259948,24.575755563576,32.48078257316928,14.71230885038404,40.179489562223154,18.3173204848692,20.801760746188148,31.114714604929933,14.01708676792261,709.6204350746339,65.27158395522565
29.472974098804304,9.288606916748847,28.9642502004952,25.95958155726393,33.22232079748069,15.463757262588068,39.997442512544765,19.40219329708541,21.24552855845615,31.2568575275206,13.865765468917871,708.6783626167526,17.212155407178216
29.48129959135384,10.0,29.41783368675043,24.640037698336197,32.87938237434986,15.831059442044564,41.56254555606869,17.71462179087549,20.80997151507761,32.20967161295341,14.435640862759254,708.561805721074,29.412202451887424
27.616801129704,0.2223616926199494,26.425096706592704,24.03650813936324,30.91934867045428,17.504926737098085,44.60116089954314,8.388967552097998,20.31451833530429,32.46679815541971,10.98081571083572,706.5479830544318,77.08319887029575
29.758756917852736,10.0,27.79977580681281,25.44890845981988,32.71731381807484,14.784532577507964,41.80884991091292,17.6539459004494,21.18670451644344,31.05016966387145,12.310205490724057,704.6774031500536,25.597458492877195
29.91844493926467,10.0,30.0,23.88446930982268,32.98070309404803,14.368227869134037,41.253266020855264,17.605686777734125,21.0972901060385,31.91976741397309,13.440985743388984,702.4417708503242,62.7077753036865
29.46903382563689,9.33822426892274,29.30703398864001,25.03700737018124,40.43683736234714,21.16576482080715,35.16264758923859,8.430480655156735,10.869245153141064,39.53807317701365,23.667032484746965,702.1693234872619,120.07386469745325
31.582788075465093,5.509177936933004,23.29391853144609,26.439049189287445,32.168185886598046,20.580972367163948,33.254475562742755,15.764862023942086,16.9964751826886,30.29600706127903,19.014965869873063,701.4598146416138,132.17048347174205
