stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
32.243397997211304,1.96348174911862,6.3121238398145225,20.362607736771906,50.392895431937816,32.88769367278476,51.271006804716755,20.385444616252446,23.626783564400487,8.407196152350537,4.271537889816262,832.627284117105
37.84386698710603,9.881178941024524,17.33209731705528,8.541546269158673,65.845266443149,38.496191036272066,39.721225323277935,5.761590245876088,21.523834849666713,17.823495586682007,15.913704164545624,809.4345080185776
28.165396983517013,5.852815273473036,12.24254417793102,27.764890567674065,48.98245345352714,31.378874184362804,32.045295183275556,26.064144168488088,22.678041384884853,8.141853476474402,28.9599688059998,610.5149146263611
26.971748555031727,2.318779920554601,5.669315322956054,19.30771362614832,30.549975233587304,39.346223699047655,46.73563334003612,3.363517360946986,19.090998855302946,38.36846205430549,4.132053308238037,596.2713150235577
11.946766672684026,8.467852875615144,12.183017067279152,22.17710050887285,49.98523918155226,36.984796537284716,25.658614864792533,2.088923557872678,24.44670771936684,24.1159508874297,14.273324548868628,575.127833002327
41.57864742723736,2.3545095454713207,18.410160650255985,10.527481554992438,57.81422511839305,28.533843567408052,49.25399734359535,23.67039541162683,13.240047507054546,11.252005454663406,7.95263784195081,564.9832823283359
30.454216718827485,9.579605477042989,8.650908846673572,31.194913487699232,68.74596828080414,20.865228619851546,18.649702921001765,2.182390792563488,16.938525397748663,41.53710782921336,11.352551173686235,563.0114489046317
24.89155919387671,8.56462247000421,18.20198621043744,12.53672001086887,41.32216623224836,31.20134241290343,48.133208835584185,5.210671458935809,7.884643505857809,32.6692158595103,17.748664058917598,547.0817707856513
22.287185474086808,0.30681630019292583,10.747280072537976,26.31273373596376,39.908623613326505,35.50442575616568,51.479800263372326,5.004197980255193,17.141574519280784,23.860277731889852,29.36443842347826,517.1550324145828
25.31383973598029,4.217330001826474,28.871438626942066,8.114155198067504,41.670884887377454,32.570261046435505,35.514047306834435,7.764795189750393,2.1908415091012747,40.54049466776783,17.147178142211835,509.4941734650202
33.94577845322705,3.299721543181522,9.984533252921832,31.076972427525963,65.43825456774863,35.75483605474974,27.281215917381004,19.543468891175724,6.1938595702352774,24.018581870572948,8.160728903822845,505.6019756837886
40.542815409670034,7.017689389901997,17.279192818307937,16.543719275615356,54.33639217901261,21.591391953484827,26.388395896508705,20.15750835661037,12.080936561744672,18.936081024862602,9.418772002769943,502.31495344527497
37.749477526290654,4.140232509741615,9.826804407129439,27.23198117160221,45.3073130494186,26.84519586827161,32.51454871865829,24.193691876735016,16.546358070044,13.915200624187426,10.251035502551373,501.96828657987504
47.40565860515058,8.276762037832025,28.222116189301893,11.106208144174351,52.41084280694849,19.294847122871627,38.465169874439354,4.007812398434018,16.157803372381316,15.669483880349405,20.21203132767159,495.72551068665047
46.22354905427976,5.5134655785877005,24.014068471789816,10.274596714612743,53.08740825013669,23.58357435150107,48.863622345322504,15.258597033984312,22.67153646953613,19.965251196574982,3.75962833818932,494.6496660772282
43.57355187096969,1.7781416369365066,18.75621381151572,19.379537580289725,47.20286910979989,27.406368803504854,37.82082593720017,7.508503786067027,7.542841001983096,31.22322917034319,6.693448801425045,485.61737754835855
12.016452431534965,4.018239883439746,5.624108401483669,25.010322260204372,63.66323739981186,39.02944976274275,30.251690111061592,21.137979994509585,23.03833403078155,24.821124005402798,18.488859118397446,483.07802112874924
28.140000505645453,6.498074403721447,7.498584345992207,31.76964725050816,37.50298370592875,32.50562781529907,50.72700662648796,12.395133910103171,24.29876981243927,29.546209390702963,16.94281343630346,470.7799757289904
36.141055464436995,8.863340347169522,6.235072937645798,27.86733260636432,42.64637159501544,32.67174680123836,33.26857852480252,17.527280275066307,20.708826402659113,21.12889846098145,3.564021365915383,462.14722677822647
16.659277000332914,1.5507872321001748,10.833008305763958,24.49370904737021,54.10900229264945,27.85996058553901,28.49706918768259,21.83254785680807,21.018823793329762,24.49250569463769,4.512814218435613,460.52735199199
41.60869283154258,9.167584648000082,13.318969306366286,27.454535665790658,73.81197642012779,29.378265468079228,30.547359579905795,2.7150105409991987,19.555199870100264,38.339280938375566,15.341235478536207,451.7022867383421
34.74037077976491,2.4362829991867496,23.283886193384795,12.124164099851718,45.590868688647355,27.067547093156215,38.49998239500413,12.549777214639494,5.63632480840699,24.27747989406117,14.753801134807633,451.3522136249594
20.712399806152288,4.822304644843864,6.7188126050172325,30.769928524409984,52.12029450575749,39.265371347619904,33.061328800805256,18.04355839753878,8.616112986176203,15.809727619214812,4.1987275597335065,435.2296089170741
29.01959749997491,0.8325297969059486,10.624772412860242,24.0340444320096,37.831969597578095,36.455370708146944,31.18782205699305,9.437143210775867,8.286604423160346,19.682719915713367,7.411416540281028,433.0424775008214
29.01503171621048,8.729775758906674,11.181292515392396,21.851767260156908,74.68708634557291,20.754130348811685,21.838910095091144,2.6466757434469352,25.30178614490665,14.652419176057244,12.289496894498182,422.5091753785018
28.855511842719746,9.952108821747824,13.938325497166293,25.54352064079846,71.4931685886661,38.90358996305439,38.42288205592185,23.601507414678746,21.247342403528247,18.80046606443494,11.398405594217696,421.35787233577867
