,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,2.3000000000063423,2.8885535162229434,9.531133061984168,24.737203009262508,65.85174267621,19.0,33.026640739784376,12.663264400552539,20.360277959674406,17.23828774422676,8.814573754925643,348.0499999999447
