stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july
13.307888877508686,3.9207578614020417,7.343394471029997,8.044403983718968,28.66074566746729,16.69214495691033,35.710934898984355,22.61945462009737,15.400516054035272,30.546830229689885,14.583946360021432,14081.945731312702,-15000.0
13.139649148165216,3.9218665584661,7.523809572419835,8.108213887127642,28.82385867668264,16.621908784085193,35.62535305473757,22.72646999510981,15.48427587614703,30.69025119894641,14.544385276953284,14070.150612128356,-15000.0
11.909152941371651,3.690347695064503,8.016262589465459,7.942536739469598,29.436911504495157,16.29556062771756,35.35127172908762,23.10398211242501,15.817110993567637,31.07909861079155,14.430266244968823,13983.88175356625,-15000.0
11.909138186265114,3.69023861926119,8.016213463715978,7.942439667001061,29.43718321548647,16.295740984116673,35.35148396744971,23.10394244517797,15.817167113181856,31.07900104334076,14.430433807850736,13983.880719100687,-15000.0
11.909080837601769,3.6903361568103694,8.016221179676903,7.942485660795812,29.43682516246211,16.295515938794093,35.35124048640994,23.10397326839568,15.81709016765276,31.079078284179463,14.43023705860645,13983.876698442882,-15000.0
34.43178229860319,8.365153270472918,10.42976950136562,26.07088914050269,40.33254122121392,36.33026942371821,35.2091155472201,6.013240943937999,17.384024449220828,20.155507738286293,19.36357847752714,1268.5457416111603,-15000.0
34.95638881703988,8.325752686728448,10.266059137320736,25.61353322279349,41.25588363955446,36.030304688416585,34.653743265995324,7.010258293027862,16.739820577851333,18.68235889496785,19.091979535698123,1264.3488894636976,-15000.0
35.00918160675567,7.675290951102109,10.091698334065445,25.323494594193296,41.107517312807765,36.952882465493886,34.06040506312865,5.679726900796713,17.60862195235535,19.299156690013703,18.56844965581005,1263.9265471459366,-15000.0
35.08417900617241,9.184849085145034,10.427913869604344,25.665342353399232,41.64403517068955,37.06440628541147,34.349876191963496,6.017128701498246,16.086074473555566,19.614410574170613,19.129145029841425,1263.3265679506003,-15000.0
35.22603467946679,7.710809638688664,10.689571848145029,25.948274757925557,41.28791777461904,35.495231498972494,33.74372307306628,5.027532425743053,16.45663233895262,19.355483145281653,19.427062016725863,1262.1917225642828,-15000.0
35.351882817605784,8.018471223264543,10.520654957730477,24.725886488435613,43.062420296739646,35.307223771564594,34.04023650798521,6.544313188061342,18.679361842927506,18.98815849375572,19.733327126053656,1261.1849374591254,-15000.0
