stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july
31.95137398311725,2.3334466917300176,23.829401004280445,20.703049096412933,43.740805563335456,24.6582947487794,31.80444178235032,7.961362910806404,9.664048939852156,37.97220302351491,24.9086727252625,1667.0098861776326,-10000.0
45.02874795233668,4.05940846088803,18.258525242661364,21.209768303126,71.81858095916179,16.88507851759114,19.223762187506477,11.96788145588675,19.504564977406822,15.251190488680036,19.780956225118803,1499.5307355005864,-10000.0
45.02891470292359,4.05957574466656,18.25869252642504,21.20993558688967,71.81874824304433,16.885245282364508,19.223929471270147,11.968048739650424,19.504732261170496,15.25135777244371,20.19469149348992,1499.5235112709172,-10000.0
45.02924527002405,4.0599063117963805,18.25902306554883,21.21026615399013,71.81907878240298,16.885575849464967,19.224260038370605,11.96837927877422,19.505062828270955,15.251688311567506,19.782122866822817,1499.5091900033308,-10000.0
33.15843411032167,5.462139761579991,8.695992655209015,30.563264532444883,35.00336162883031,40.0,48.1726718178553,4.3673265129084085,2.0,31.65512007117489,24.045524937439588,1437.7776898219165,-10000.0
25.374441989725067,9.01519730456804,8.534099120629165,33.061899858048456,33.62152274972283,33.89554372826376,50.017602107593866,10.45913822243453,10.459225771369582,29.287726850599512,23.056467801286697,1424.4590386266464,-10000.0
24.549031787256737,9.211623615673323,8.14054625545949,32.914348777339214,34.337362710973125,33.843812472988205,49.19592060094332,10.096489512198064,10.650980852358376,27.71433243858938,22.37377567697195,1388.358092764527,-15000.0
24.55600182228911,10.0,8.645338564263191,32.78321138045023,33.2180762414328,32.77265248356151,49.38581540630818,10.381635388632551,6.898082323765221,29.000014867427623,23.519428819076936,1388.2838888402985,-10000.0
24.891399197129186,9.29081412424228,8.37660171546413,32.95560066629518,33.25580140770804,32.75424381254577,49.52188491308016,10.946465241213367,6.981248886023954,29.81595706435481,23.99546459862572,1385.1074473694352,-10000.0
30.788792038370023,7.311853736848487,9.931796384551848,29.772766264270587,44.857291434102414,34.395783510382714,48.91250709261581,10.276880712732687,11.18081023734908,25.244243947359813,26.21954555310885,1382.1328140047915,-10000.0
24.86854682481229,9.201951854395151,8.560919097588373,32.73450156064144,33.4213372826539,33.23060075459557,50.71434736885789,10.094318048359128,10.715297080275214,29.02692717774663,22.789538900188376,1381.3630032120418,-15000.0
32.35495133865911,5.343093854297896,8.791528929728068,30.78942755895382,35.62425145367825,40.0,48.07939220733849,4.340028023254516,2.0,31.467312976471188,24.79973899346393,1374.367773696329,-10000.0
24.78108115325176,7.672276635729912,8.710677526182364,32.581511659326615,33.32744827601512,34.38945104491273,48.26106207761772,10.826058316966186,10.863167227484563,27.37572356975228,21.40335030179569,1374.1608061919103,-15000.0
32.93197023901397,5.758988442494894,8.808377061899595,30.70831284162167,35.278318884163646,39.02607142553598,48.293103851975,4.476641819051875,2.0,31.320462860667227,24.48125333178024,1361.1457261372234,-10000.0
38.11982519121624,5.303223463032565,20.56948320588735,24.24127836559931,40.14129046454785,37.32523798317326,50.5899476608998,14.79609950216972,13.966688201647042,21.366842344917217,27.12064875879605,1357.1785656303327,-10000.0
24.45966494251016,8.651990583013713,8.577469808638494,32.85588270927133,33.02247381930956,33.812397659652056,50.997555408010086,10.433720004960689,11.138769335244463,30.07405635862285,22.949838592994297,1354.2314436792583,-15000.0
37.67467115211375,5.397258456561041,20.764860065650403,24.481198494867915,39.62727050973085,37.50155488995383,50.74795087953906,14.912821178470626,13.95469226483519,21.04648561366838,27.3128989436583,1342.3924289378592,-50000.0
25.60456859215482,10.0,8.488291274326983,32.665677026904355,32.506749727886906,32.68952776874858,50.74270788228121,10.621008327803503,9.74087665919926,30.66806944338253,23.59387996074424,1339.612178694122,202.28603970980475
24.417850470216475,9.300594719576743,8.62572481785112,33.01738273461743,33.41776048317919,33.71503332240656,50.16103197406344,10.153795092484607,10.082905365742969,28.177649233613117,23.489147483441112,1337.5254203762524,-50000.0
38.54966672878795,5.844186953073579,20.464877950553717,24.199880653503357,39.163362157565,36.99384419587177,50.743912518929726,14.295543052943424,13.43443039962671,21.453851638859497,28.502079792346496,1336.2653304757368,-50000.0
24.49310487815255,7.65073311463266,8.897677560793534,32.849389131770934,34.251625534662686,34.674387096308145,48.99815521958461,10.6673841722744,10.86336694608164,26.72077451690918,21.47827142241858,1330.863707310913,-50000.0
24.75716303838712,9.564942559904942,8.64067735802926,32.730722789618504,33.95904655535667,32.20705311216556,49.37639313301518,10.08098731006024,7.660181492740843,29.61582839805355,23.42596608229672,1329.5773807351688,-10000.0
37.62124721560084,5.417732493455166,20.719857677267616,24.44944437730639,39.6317377569429,37.5066705942141,50.76610103730192,14.90223545259514,14.00253577234596,21.046333967549696,27.301324475815427,1329.3163920043662,-50000.0
38.18868009245642,5.453862141195156,20.896161413763,24.606954632174048,39.3662570740505,37.19570870072808,50.7390854371134,14.550113788588702,13.904829967708311,21.44697095919261,28.362103138992484,1326.132035654602,-50000.0
38.8770480726396,5.473819838458865,20.722120858588426,24.23813379524383,39.35704066876052,37.274338544803015,51.1834669201138,14.097279957711176,13.91520994823377,21.75946202966379,28.64366589537362,1321.7057886586335,-50000.0
25.221817961556592,9.66203565487024,8.704458822003012,33.04012361459889,33.53360179891619,33.285315495717114,49.52456769850807,10.355534172657334,10.328722164674828,28.0447510750362,22.46356244726812,1319.4036504604046,-10000.0
24.65251251121317,9.102467763148375,8.275733117164004,32.682667382813015,33.64172445461429,33.98798321557769,49.888774766883394,9.935752989881124,10.009901352581227,28.50592207640767,22.10474354514777,1316.741711793551,-15000.0
25.20232995542112,9.260875973260331,8.80150756555132,32.46178019465867,32.85770259732971,33.85048562073922,50.35943032864278,10.444002311152586,9.902930671038908,28.576499914966,22.82812015140333,1312.1008828530685,-15000.0
