stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit1
29.347354301942776,7.570235252084349,10.277349528856517,9.647819982529064,72.72521541257515,39.9951129670073,33.12997819591302,21.18499249881888,25.721960523071136,39.577517038701686,17.093128389627353,843.5238112825136,-50000.0
29.93189553982608,7.452465925228695,10.809074149010597,9.922342546099484,72.63931455977784,39.99712909789356,32.64031263571976,20.8157976100978,25.69946050285273,40.28572601882272,16.97588724954005,833.7491490619068,-50000.0
37.90399875864874,8.081246435765191,9.376729766042915,10.843351977866591,71.91665765040962,39.34251331304876,33.50291468232298,19.20340995782426,26.980129092338792,39.95282309515422,22.12043133975288,830.3100124135235,-50000.0
38.12496147493432,4.826742468644798,10.825081897057464,10.355471101301896,73.53786024828605,39.24529359075243,32.15883155129742,20.12197936006976,26.11132269370136,37.22623159184623,13.169318540201612,827.8752696754527,-50000.0
38.21010494579435,7.950350708233882,10.294091557148326,9.86909005398618,70.55227970797529,39.265589322380585,33.24170782232002,19.31668353275312,26.127724546592447,39.560531842828446,20.472675322560672,827.2489505420381,-50000.0
38.43367666764857,7.773739946270738,9.088587893623268,10.964298513962849,70.88605059105709,39.32620679957479,33.07884187024945,19.07125183957597,26.963599784373137,39.44874230905128,20.608936700983985,825.0132333235015,-50000.0
38.707070643634864,7.91427921128378,10.22907573195895,9.995353297361586,71.57107424232326,39.2843331616811,33.56783126347928,19.342746749650654,26.998585775069355,41.99746823078301,19.971231963344533,822.2792935636462,-50000.0
38.981588162418014,8.143360701078414,10.212652189673047,9.891001481619714,70.09105705472959,39.29068289354178,33.5726894466367,19.284791803366407,26.5293671160257,41.39718335977864,20.41401359635265,819.5341183758355,-50000.0
38.99263723781942,8.114236888058539,9.195929065909375,10.93322255995306,72.21528902349806,39.97498534727183,33.64474452215098,19.50805328972769,26.98195824669223,38.25337765297826,22.739903249084453,819.4236276218217,-50000.0
39.22785814083284,7.814125268143814,9.35169773044955,10.760645978335882,71.68469041482656,39.96902751133123,33.217899913354024,19.16139758905043,26.579455977665525,39.52127619125035,20.79100272433273,816.8435604508486,-50000.0
39.33294225570698,7.988688441877211,10.176441881508785,10.293250518864468,71.19428369001584,39.34592716104554,33.88291478265541,19.10757613277513,26.531158362845368,41.37190696059019,20.310043465066588,815.6876351872197,-50000.0
37.736582943818426,7.836755638012523,10.151275405612498,10.345455647979891,71.75646082288084,39.97899041830703,33.69764905780283,19.16425064534785,26.99372052020814,39.46224157414488,21.2396138562187,814.3475876180164,-50000.0
39.00729569367478,7.993584141219519,8.511344737256051,12.7031901758523,69.2771974941336,39.3314457329594,33.25001354240119,19.59391637920807,25.85176529979877,38.98295598920538,21.24282778024055,810.7270430632525,-50000.0
39.12304500908793,7.802309526126436,8.266391510617249,12.78250058991945,70.22701655802173,39.2651591077925,33.94100101864805,19.59352041655719,25.346526353505222,39.150795357737,22.778220252632075,809.5695499091198,-50000.0
39.20101258480825,8.053481714271605,8.017437160232147,12.724643641878316,69.14666774983307,39.29155361047194,33.93245767788067,19.11761569484713,25.60698886658829,38.957349605845074,22.0935809674666,808.7898741519348,-50000.0
38.82425052686423,8.298094970029732,10.193350283574828,9.562752986977724,66.23314908916105,39.986409791857405,35.136355627605575,21.354081938856982,25.788170679493817,41.22636512829746,17.708690525722673,808.5832442044848,-50000.0
39.33819428794688,8.405095756353843,8.049375575816041,12.494090475304285,70.75147500882632,39.99541462210948,34.83453134945401,18.50482956493148,25.22748462816781,39.73529212049005,22.1125105600132,807.4180571205397,-50000.0
40.096826235270335,7.616399613520917,9.028977997874955,10.63088396437496,70.07893189004186,39.99166968525858,33.56032702664132,19.39543567116257,26.264504825044067,39.86085546310895,20.987662908838903,807.28491141204,-50000.0
37.87566001657388,8.200668233436181,11.000750616996768,9.072047714239872,67.60543989240325,39.986954175733416,35.96818366890277,21.61639148327186,25.207537596290468,41.00956712834496,17.715271387772383,806.3677398176987,-50000.0
39.48103022504598,8.502168410494324,8.293444031054602,12.750477446487183,70.11863658843474,39.94895267556623,34.79600008747361,18.14999374498008,25.03720643183461,39.17544158007747,22.18895028896079,805.9896977495555,-50000.0
38.07021059700529,8.234045659957198,10.755307539068216,9.657962661495183,67.70126463778026,39.992834926422354,36.80465370775708,20.63285836761568,26.245344213179287,40.662784740679776,21.29661718206771,804.2276834329423,-50000.0
40.4375801459676,7.6801843757536705,9.026731679995278,10.92802144699425,70.79617497899916,39.31293913422484,34.926067199306935,18.24147522793098,26.51408223139232,41.59367466238434,19.720008661189954,803.5366183943479,-50000.0
40.44111093747903,7.982747364509902,10.12828778577338,9.86915800949843,69.87576620371085,39.31182653013398,34.78268142782338,18.8976436922336,26.537958721340896,40.48457115691308,19.93252623611104,803.4977796877429,-50000.0
37.56267475563751,7.90428170216203,8.164988352070656,11.295464424884225,69.47494002936641,39.31604949509285,33.848965879963245,19.55067793444306,26.969592798520317,38.02833268795977,21.6503459419524,802.7979029323506,-50000.0
38.23099871993742,8.34620921613466,11.527942102113787,8.898414803100774,67.89063162449486,39.252570962078046,37.87830800574806,20.47818101597334,26.29503969196572,41.94193813561318,18.814653043958163,802.4590140806904,-50000.0
38.262597086298975,7.880313920606162,11.147170115343592,9.062523284940683,67.90262050495626,39.21652127192592,35.93543954440112,21.46803102760292,24.657061651919225,41.95430607598387,18.38382626860579,802.1114320507259,-50000.0
38.057479254587385,8.155554608547588,11.147466363555656,8.975466348469022,69.4481106461019,39.21846119720882,35.77011499039807,20.80712066900492,26.116247400460026,41.95747567410138,18.270993780948235,801.9476452178751,-50000.0
30.144328469986636,6.389732622789094,10.052382267566568,9.498306143462957,72.69873453904493,39.89886527385344,32.709631718080985,21.681976357853568,26.511334385605444,35.6496470205067,15.148782167709491,801.901043770129,-50000.0
38.1556687508048,7.941416264603299,10.642385950510391,9.680275158035766,70.6200338157363,39.97647959567667,34.733596479469846,20.39039132729092,26.515897612915506,40.93806334306664,19.984473081225,801.2603187443565,-50000.0
30.29782947018335,6.7424610721382825,10.38371093088,9.52543033688969,73.60413570458566,38.55716826638624,32.38885480008225,21.1710900698784,26.989893552178792,34.6801080317871,14.982547056524528,800.5195347683548,-50000.0
37.78637486596863,7.656927824279069,8.874288830187913,11.360571529245677,71.51368511086426,39.312778776924894,33.56576978901106,19.567090908276104,26.568598838622325,38.17722410359802,22.48283305345202,800.1135016083754,-50000.0
28.98640431263628,6.8866829591188585,10.1533617197043,9.626964261294184,73.3607934371262,38.707141784300994,32.737186756374975,20.22152282193093,24.46552085323068,33.64000692061953,14.280695168528773,799.6723611862726,-50000.0
40.80463069515449,8.012236679336189,10.169490063030706,9.989403249643642,70.95722510705139,39.98900623549194,34.881679779099656,18.894969318778717,26.374684400988453,41.94599996114714,20.005682415985323,799.4990623532976,-50000.0
38.42236668426233,8.101479255244367,11.149162168708475,8.989408557525541,68.0791966797385,39.2920572644981,35.40331571303902,20.98789430539951,26.459466983654146,41.34002397773232,18.407571030127308,799.3934332101562,-50000.0
38.23105622020752,8.512455053221125,10.050645848631154,9.688587519183374,67.47535946333687,39.98780209609406,34.98906912929728,21.36376035073445,25.45259069034077,40.79007820882377,18.51852807955549,799.1326064585446,-50000.0
38.47022849330341,7.6189841982177615,11.028854025848604,9.00508832009555,66.09845168857942,39.97449387659032,34.920815043315734,20.987678985699613,26.99019860469093,41.3326626129658,17.53449411351929,799.0584005468627,-50000.0
38.56047018451193,7.717654306049404,11.673612582312836,8.990847710499773,66.96258911071749,39.98757899375455,37.36940717389351,20.700437035731028,26.99228326098458,41.27830438991113,17.79300105526539,798.8348279703714,-50000.0
28.98561217157621,7.434220786598794,10.146275495842676,9.711099873379828,72.31346547298185,38.84633952951226,32.330657335340874,20.28138243694787,24.117043624459605,35.8643742210663,15.622029252111084,798.0794904558279,-50000.0
39.70709529811606,8.373279394737011,9.021454297261757,10.503995468784042,70.14867697362028,39.97118820043857,32.70283561135544,19.51038538185381,26.402155146593067,38.60702982535845,21.552175566600884,797.8219517207253,-50000.0
