,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,7,4,14,16,56,24,34,11,13,25,13,186.29999999999563
1,7,4,14,16,56,24,34,11,13,25,16,186.29999999999563
2,7,4,14,16,56,24,34,11,13,30,10,214.24999999999636
3,7,4,14,16,56,24,34,11,13,30,13,186.29999999999563
4,7,4,14,16,56,24,34,11,13,30,16,186.29999999999563
5,7,4,14,16,56,24,34,11,16,20,10,214.24999999999636
6,7,4,14,16,56,24,34,11,16,20,13,186.29999999999563
7,7,4,14,16,56,24,34,11,16,20,16,186.29999999999563
8,7,4,14,16,56,24,34,11,16,25,10,214.24999999999636
9,7,4,14,16,56,24,34,11,16,25,13,186.29999999999563
10,7,4,14,16,56,24,34,11,16,25,16,186.29999999999563
11,7,4,14,16,56,24,34,11,16,30,10,186.29999999999563
12,7,4,14,16,56,24,34,11,16,30,13,186.29999999999563
13,7,4,14,16,56,24,34,11,16,30,16,186.29999999999563
14,7,4,14,16,56,24,38,7,10,20,10,111.34999999999854
15,7,4,14,16,56,24,38,7,10,20,13,136.5
16,7,4,14,16,56,24,38,7,10,20,16,136.5
17,7,4,14,16,56,24,38,7,10,25,10,66.25
18,7,4,14,16,56,24,38,7,10,25,13,136.5
19,7,4,14,16,56,24,38,7,10,25,16,151.20000000000073
20,7,4,14,16,56,24,38,7,10,30,10,136.5
21,7,4,14,16,56,24,38,7,10,30,13,136.5
22,7,4,14,16,56,24,38,7,10,30,16,151.20000000000073
23,7,4,14,16,56,24,38,7,13,20,10,136.5
24,7,4,14,16,56,24,38,7,13,20,13,136.5
25,7,4,14,16,56,24,38,7,13,20,16,151.20000000000073
26,7,4,14,16,56,24,38,7,13,25,10,136.5
27,7,4,14,16,56,24,38,7,13,25,13,151.20000000000073
28,7,4,14,16,56,24,38,7,13,25,16,128.09999999999854
29,7,4,14,16,56,24,38,7,13,30,10,136.5
30,7,4,14,16,56,24,38,7,13,30,13,151.20000000000073
31,7,4,14,16,56,24,38,7,13,30,16,128.09999999999854
32,7,4,14,16,56,24,38,7,16,20,10,136.5
33,7,4,14,16,56,24,38,7,16,20,13,151.20000000000073
34,7,4,14,16,56,24,38,7,16,20,16,128.09999999999854
35,7,4,14,16,56,24,38,7,16,25,10,151.20000000000073
36,7,4,14,16,56,24,38,7,16,25,13,128.09999999999854
37,7,4,14,16,56,24,38,7,16,25,16,128.09999999999854
38,7,4,14,16,56,24,38,7,16,30,10,151.20000000000073
39,7,4,14,16,56,24,38,7,16,30,13,128.09999999999854
40,7,4,14,16,56,24,38,7,16,30,16,113.39999999999782
41,7,4,14,16,56,24,38,9,10,20,10,194.49999999999272
42,7,4,14,16,56,24,38,9,10,20,13,199.54999999999563
43,7,4,14,16,56,24,38,9,10,20,16,199.54999999999563
44,7,4,14,16,56,24,38,9,10,25,10,149.39999999999418
45,7,4,14,16,56,24,38,9,10,25,13,199.54999999999563
46,7,4,14,16,56,24,38,9,10,25,16,186.29999999999563
47,7,4,14,16,56,24,38,9,10,30,10,171.5999999999949
48,7,4,14,16,56,24,38,9,10,30,13,199.54999999999563
49,7,4,14,16,56,24,38,9,10,30,16,186.29999999999563
50,7,4,14,16,56,24,38,9,13,20,10,171.5999999999949
51,7,4,14,16,56,24,38,9,13,20,13,199.54999999999563
52,7,4,14,16,56,24,38,9,13,20,16,186.29999999999563
53,7,4,14,16,56,24,38,9,13,25,10,199.54999999999563
54,7,4,14,16,56,24,38,9,13,25,13,186.29999999999563
55,7,4,14,16,56,24,38,9,13,25,16,186.29999999999563
56,7,4,14,16,56,24,38,9,13,30,10,199.54999999999563
57,7,4,14,16,56,24,38,9,13,30,13,186.29999999999563
58,7,4,14,16,56,24,38,9,13,30,16,186.29999999999563
59,7,4,14,16,56,24,38,9,16,20,10,199.54999999999563
60,7,4,14,16,56,24,38,9,16,20,13,186.29999999999563
61,7,4,14,16,56,24,38,9,16,20,16,186.29999999999563
62,7,4,14,16,56,24,38,9,16,25,10,214.24999999999636
63,7,4,14,16,56,24,38,9,16,25,13,186.29999999999563
64,7,4,14,16,56,24,38,9,16,25,16,186.29999999999563
65,7,4,14,16,56,24,38,9,16,30,10,186.29999999999563
66,7,4,14,16,56,24,38,9,16,30,13,186.29999999999563
67,7,4,14,16,56,24,38,9,16,30,16,171.5999999999949
68,7,4,14,16,56,24,38,11,10,20,10,72.84999999999127
69,7,4,14,16,56,24,38,11,10,20,13,55.69999999999345
70,7,4,14,16,56,24,38,11,10,20,16,55.69999999999345
71,7,4,14,16,56,24,38,11,10,25,10,27.749999999992724
72,7,4,14,16,56,24,38,11,10,25,13,55.69999999999345
73,7,4,14,16,56,24,38,11,10,25,16,42.44999999999345
74,7,4,14,16,56,24,38,11,10,30,10,27.749999999992724
75,7,4,14,16,56,24,38,11,10,30,13,55.69999999999345
76,7,4,14,16,56,24,38,11,10,30,16,42.44999999999345
77,7,4,14,16,56,24,38,11,13,20,10,27.749999999992724
78,7,4,14,16,56,24,38,11,13,20,13,55.69999999999345
79,7,4,14,16,56,24,38,11,13,20,16,42.44999999999345
80,7,4,14,16,56,24,38,11,13,25,10,55.69999999999345
81,7,4,14,16,56,24,38,11,13,25,13,42.44999999999345
82,7,4,14,16,56,24,38,11,13,25,16,42.44999999999345
83,7,4,14,16,56,24,38,11,13,30,10,55.69999999999345
84,7,4,14,16,56,24,38,11,13,30,13,42.44999999999345
85,7,4,14,16,56,24,38,11,13,30,16,42.44999999999345
86,7,4,14,16,56,24,38,11,16,20,10,55.69999999999345
87,7,4,14,16,56,24,38,11,16,20,13,42.44999999999345
88,7,4,14,16,56,24,38,11,16,20,16,42.44999999999345
89,7,4,14,16,56,24,38,11,16,25,10,70.39999999999418
90,7,4,14,16,56,24,38,11,16,25,13,42.44999999999345
91,7,4,14,16,56,24,38,11,16,25,16,42.44999999999345
92,7,4,14,16,56,24,38,11,16,30,10,42.44999999999345
93,7,4,14,16,56,24,38,11,16,30,13,42.44999999999345
94,7,4,14,16,56,24,38,11,16,30,16,27.749999999992724
95,7,4,14,20,44,16,30,7,10,20,10,121.19999999999345
96,7,4,14,20,44,16,30,7,10,20,13,121.19999999999345
97,7,4,14,20,44,16,30,7,10,20,16,121.19999999999345
98,7,4,14,20,44,16,30,7,10,25,10,121.19999999999345
99,7,4,14,20,44,16,30,7,10,25,13,121.19999999999345
100,7,4,14,20,44,16,30,7,10,25,16,121.19999999999345
101,7,4,14,20,44,16,30,7,10,30,10,121.19999999999345
102,7,4,14,20,44,16,30,7,10,30,13,121.19999999999345
103,7,4,14,20,44,16,30,7,10,30,16,121.19999999999345
104,7,4,14,20,44,16,30,7,13,20,10,121.19999999999345
105,7,4,14,20,44,16,30,7,13,20,13,121.19999999999345
106,7,4,14,20,44,16,30,7,13,20,16,121.19999999999345
107,7,4,14,20,44,16,30,7,13,25,10,121.19999999999345
108,7,4,14,20,44,16,30,7,13,25,13,121.19999999999345
109,7,4,14,20,44,16,30,7,13,25,16,121.19999999999345
110,7,4,14,20,44,16,30,7,13,30,10,121.19999999999345
111,7,4,14,20,44,16,30,7,13,30,13,121.19999999999345
112,7,4,14,20,44,16,30,7,13,30,16,121.19999999999345
113,7,4,14,20,44,16,30,7,16,20,10,121.19999999999345
114,7,4,14,20,44,16,30,7,16,20,13,121.19999999999345
115,7,4,14,20,44,16,30,7,16,20,16,121.19999999999345
116,7,4,14,20,44,16,30,7,16,25,10,121.19999999999345
117,7,4,14,20,44,16,30,7,16,25,13,121.19999999999345
118,7,4,14,20,44,16,30,7,16,25,16,121.19999999999345
119,7,4,14,20,44,16,30,7,16,30,10,121.19999999999345
120,7,4,14,20,44,16,30,7,16,30,13,121.19999999999345
121,7,4,14,20,44,16,30,7,16,30,16,121.19999999999345
122,7,4,14,20,44,16,30,9,10,20,10,63.099999999998545
123,7,4,14,20,44,16,30,9,10,20,13,135.34999999999854
124,7,4,14,20,44,16,30,9,10,20,16,135.34999999999854
125,7,4,14,20,44,16,30,9,10,25,10,135.34999999999854
126,7,4,14,20,44,16,30,9,10,25,13,135.34999999999854
127,7,4,14,20,44,16,30,9,10,25,16,135.34999999999854
128,7,4,14,20,44,16,30,9,10,30,10,135.34999999999854
129,7,4,14,20,44,16,30,9,10,30,13,135.34999999999854
130,7,4,14,20,44,16,30,9,10,30,16,135.34999999999854
131,7,4,14,20,44,16,30,9,13,20,10,135.34999999999854
132,7,4,14,20,44,16,30,9,13,20,13,135.34999999999854
133,7,4,14,20,44,16,30,9,13,20,16,135.34999999999854
134,7,4,14,20,44,16,30,9,13,25,10,135.34999999999854
135,7,4,14,20,44,16,30,9,13,25,13,135.34999999999854
136,7,4,14,20,44,16,30,9,13,25,16,135.34999999999854
137,7,4,14,20,44,16,30,9,13,30,10,135.34999999999854
138,7,4,14,20,44,16,30,9,13,30,13,135.34999999999854
139,7,4,14,20,44,16,30,9,13,30,16,170.04999999999563
140,7,4,14,20,44,16,30,9,16,20,10,63.099999999998545
141,7,4,14,20,44,16,30,9,16,20,13,135.34999999999854
142,7,4,14,20,44,16,30,9,16,20,16,135.34999999999854
143,7,4,14,20,44,16,30,9,16,25,10,135.34999999999854
144,7,4,14,20,44,16,30,9,16,25,13,135.34999999999854
145,7,4,14,20,44,16,30,9,16,25,16,170.04999999999563
146,7,4,14,20,44,16,30,9,16,30,10,63.099999999998545
147,7,4,14,20,44,16,30,9,16,30,13,170.04999999999563
148,7,4,14,20,44,16,30,9,16,30,16,63.099999999998545
149,7,4,14,20,44,16,30,11,10,20,10,170.04999999999563
150,7,4,14,20,44,16,30,11,10,20,13,97.79999999999563
151,7,4,14,20,44,16,30,11,10,20,16,97.79999999999563
152,7,4,14,20,44,16,30,11,10,25,10,97.79999999999563
153,7,4,14,20,44,16,30,11,10,25,13,97.79999999999563
154,7,4,14,20,44,16,30,11,10,25,16,97.79999999999563
155,7,4,14,20,44,16,30,11,10,30,10,97.79999999999563
156,7,4,14,20,44,16,30,11,10,30,13,97.79999999999563
157,7,4,14,20,44,16,30,11,10,30,16,97.79999999999563
158,7,4,14,20,44,16,30,11,13,20,10,97.79999999999563
159,7,4,14,20,44,16,30,11,13,20,13,97.79999999999563
