,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,12,6,16,20,50,16,30,11,10,20,16,237.64999999999782
1,12,6,16,20,50,16,30,11,10,25,10,214.39999999999782
2,12,6,16,20,50,16,30,11,10,25,13,237.64999999999782
3,12,6,16,20,50,16,30,11,10,25,16,165.04999999999927
4,12,6,16,20,50,16,30,11,10,30,10,214.39999999999782
5,12,6,16,20,50,16,30,11,10,30,13,165.04999999999927
6,12,6,16,20,50,16,30,11,10,30,16,165.04999999999927
7,12,6,16,20,50,16,30,11,13,20,10,214.39999999999782
8,12,6,16,20,50,16,30,11,13,20,13,237.64999999999782
9,12,6,16,20,50,16,30,11,13,20,16,165.04999999999927
10,12,6,16,20,50,16,30,11,13,25,10,237.64999999999782
11,12,6,16,20,50,16,30,11,13,25,13,165.04999999999927
12,12,6,16,20,50,16,30,11,13,25,16,165.04999999999927
13,12,6,16,20,50,16,30,11,13,30,10,237.64999999999782
14,12,6,16,20,50,16,30,11,13,30,13,165.04999999999927
15,12,6,16,20,50,16,30,11,13,30,16,165.04999999999927
16,12,6,16,20,50,16,30,11,16,20,10,237.64999999999782
17,12,6,16,20,50,16,30,11,16,20,13,165.04999999999927
18,12,6,16,20,50,16,30,11,16,20,16,165.04999999999927
19,12,6,16,20,50,16,30,11,16,25,10,165.04999999999927
20,12,6,16,20,50,16,30,11,16,25,13,165.04999999999927
21,12,6,16,20,50,16,30,11,16,25,16,165.04999999999927
22,12,6,16,20,50,16,30,11,16,30,10,165.04999999999927
23,12,6,16,20,50,16,30,11,16,30,13,165.04999999999927
24,12,6,16,20,50,16,30,11,16,30,16,165.04999999999927
25,12,6,16,20,50,16,34,7,10,20,10,145.45000000000073
26,12,6,16,20,50,16,34,7,10,20,13,145.45000000000073
27,12,6,16,20,50,16,34,7,10,20,16,145.45000000000073
28,12,6,16,20,50,16,34,7,10,25,10,145.45000000000073
29,12,6,16,20,50,16,34,7,10,25,13,145.45000000000073
30,12,6,16,20,50,16,34,7,10,25,16,145.45000000000073
31,12,6,16,20,50,16,34,7,10,30,10,145.45000000000073
32,12,6,16,20,50,16,34,7,10,30,13,145.45000000000073
33,12,6,16,20,50,16,34,7,10,30,16,145.45000000000073
34,12,6,16,20,50,16,34,7,13,20,10,145.45000000000073
35,12,6,16,20,50,16,34,7,13,20,13,145.45000000000073
36,12,6,16,20,50,16,34,7,13,20,16,145.45000000000073
37,12,6,16,20,50,16,34,7,13,25,10,145.45000000000073
38,12,6,16,20,50,16,34,7,13,25,13,145.45000000000073
39,12,6,16,20,50,16,34,7,13,25,16,145.45000000000073
40,12,6,16,20,50,16,34,7,13,30,10,145.45000000000073
41,12,6,16,20,50,16,34,7,13,30,13,145.45000000000073
42,12,6,16,20,50,16,34,7,13,30,16,145.45000000000073
43,12,6,16,20,50,16,34,7,16,20,10,145.45000000000073
44,12,6,16,20,50,16,34,7,16,20,13,145.45000000000073
45,12,6,16,20,50,16,34,7,16,20,16,145.45000000000073
46,12,6,16,20,50,16,34,7,16,25,10,145.45000000000073
47,12,6,16,20,50,16,34,7,16,25,13,145.45000000000073
48,12,6,16,20,50,16,34,7,16,25,16,145.45000000000073
49,12,6,16,20,50,16,34,7,16,30,10,145.45000000000073
50,12,6,16,20,50,16,34,7,16,30,13,145.45000000000073
51,12,6,16,20,50,16,34,7,16,30,16,145.45000000000073
52,12,6,16,20,50,16,34,9,10,20,10,210.9499999999971
53,12,6,16,20,50,16,34,9,10,20,13,234.1999999999971
54,12,6,16,20,50,16,34,9,10,20,16,234.1999999999971
55,12,6,16,20,50,16,34,9,10,25,10,210.9499999999971
56,12,6,16,20,50,16,34,9,10,25,13,234.1999999999971
57,12,6,16,20,50,16,34,9,10,25,16,161.59999999999854
58,12,6,16,20,50,16,34,9,10,30,10,210.9499999999971
59,12,6,16,20,50,16,34,9,10,30,13,161.59999999999854
60,12,6,16,20,50,16,34,9,10,30,16,161.59999999999854
61,12,6,16,20,50,16,34,9,13,20,10,210.9499999999971
62,12,6,16,20,50,16,34,9,13,20,13,234.1999999999971
63,12,6,16,20,50,16,34,9,13,20,16,161.59999999999854
64,12,6,16,20,50,16,34,9,13,25,10,234.1999999999971
65,12,6,16,20,50,16,34,9,13,25,13,161.59999999999854
66,12,6,16,20,50,16,34,9,13,25,16,161.59999999999854
67,12,6,16,20,50,16,34,9,13,30,10,234.1999999999971
68,12,6,16,20,50,16,34,9,13,30,13,161.59999999999854
69,12,6,16,20,50,16,34,9,13,30,16,145.45000000000073
70,12,6,16,20,50,16,34,9,16,20,10,234.1999999999971
