,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,7,6,10,20,50,16,38,11,10,30,10,29.450000000004366
1,7,6,10,20,50,16,38,11,10,30,13,15.60000000000582
2,7,6,10,20,50,16,38,11,10,30,16,30.30000000000655
3,7,6,10,20,50,16,38,11,13,20,10,29.450000000004366
4,7,6,10,20,50,16,38,11,13,20,13,15.60000000000582
5,7,6,10,20,50,16,38,11,13,20,16,30.30000000000655
6,7,6,10,20,50,16,38,11,13,25,10,15.60000000000582
7,7,6,10,20,50,16,38,11,13,25,13,30.30000000000655
8,7,6,10,20,50,16,38,11,13,25,16,30.30000000000655
9,7,6,10,20,50,16,38,11,13,30,10,15.60000000000582
10,7,6,10,20,50,16,38,11,13,30,13,30.30000000000655
11,7,6,10,20,50,16,38,11,13,30,16,70.00000000000364
12,7,6,10,20,50,16,38,11,16,20,10,15.60000000000582
13,7,6,10,20,50,16,38,11,16,20,13,30.30000000000655
14,7,6,10,20,50,16,38,11,16,20,16,30.30000000000655
15,7,6,10,20,50,16,38,11,16,25,10,30.30000000000655
16,7,6,10,20,50,16,38,11,16,25,13,30.30000000000655
17,7,6,10,20,50,16,38,11,16,25,16,70.00000000000364
18,7,6,10,20,50,16,38,11,16,30,10,30.30000000000655
19,7,6,10,20,50,16,38,11,16,30,13,70.00000000000364
20,7,6,10,20,50,16,38,11,16,30,16,55.30000000000291
21,7,6,10,20,50,20,30,7,10,20,10,302.2500000000109
22,7,6,10,20,50,20,30,7,10,20,13,99.3500000000131
23,7,6,10,20,50,20,30,7,10,20,16,99.3500000000131
24,7,6,10,20,50,20,30,7,10,25,10,248.7500000000109
25,7,6,10,20,50,20,30,7,10,25,13,99.3500000000131
26,7,6,10,20,50,20,30,7,10,25,16,99.3500000000131
27,7,6,10,20,50,20,30,7,10,30,10,137.40000000001237
28,7,6,10,20,50,20,30,7,10,30,13,99.3500000000131
29,7,6,10,20,50,20,30,7,10,30,16,99.3500000000131
30,7,6,10,20,50,20,30,7,13,20,10,137.40000000001237
31,7,6,10,20,50,20,30,7,13,20,13,99.3500000000131
32,7,6,10,20,50,20,30,7,13,20,16,99.3500000000131
33,7,6,10,20,50,20,30,7,13,25,10,99.3500000000131
34,7,6,10,20,50,20,30,7,13,25,13,99.3500000000131
35,7,6,10,20,50,20,30,7,13,25,16,99.30000000001019
36,7,6,10,20,50,20,30,7,13,30,10,99.3500000000131
37,7,6,10,20,50,20,30,7,13,30,13,99.3500000000131
38,7,6,10,20,50,20,30,7,13,30,16,73.40000000000873
39,7,6,10,20,50,20,30,7,16,20,10,99.3500000000131
40,7,6,10,20,50,20,30,7,16,20,13,99.3500000000131
41,7,6,10,20,50,20,30,7,16,20,16,99.30000000001019
42,7,6,10,20,50,20,30,7,16,25,10,99.3500000000131
43,7,6,10,20,50,20,30,7,16,25,13,84.80000000001019
44,7,6,10,20,50,20,30,7,16,25,16,73.40000000000873
45,7,6,10,20,50,20,30,7,16,30,10,99.3500000000131
46,7,6,10,20,50,20,30,7,16,30,13,73.40000000000873
47,7,6,10,20,50,20,30,7,16,30,16,73.40000000000873
48,7,6,10,20,50,20,30,9,10,20,10,140.45000000000437
49,7,6,10,20,50,20,30,9,10,20,13,79.50000000000728
50,7,6,10,20,50,20,30,9,10,20,16,79.50000000000728
51,7,6,10,20,50,20,30,9,10,25,10,95.35000000000582
52,7,6,10,20,50,20,30,9,10,25,13,79.50000000000728
53,7,6,10,20,50,20,30,9,10,25,16,79.50000000000728
54,7,6,10,20,50,20,30,9,10,30,10,117.55000000000655
55,7,6,10,20,50,20,30,9,10,30,13,79.50000000000728
56,7,6,10,20,50,20,30,9,10,30,16,79.50000000000728
57,7,6,10,20,50,20,30,9,13,20,10,117.55000000000655
58,7,6,10,20,50,20,30,9,13,20,13,79.50000000000728
59,7,6,10,20,50,20,30,9,13,20,16,79.50000000000728
60,7,6,10,20,50,20,30,9,13,25,10,79.50000000000728
61,7,6,10,20,50,20,30,9,13,25,13,79.50000000000728
62,7,6,10,20,50,20,30,9,13,25,16,94.00000000000728
63,7,6,10,20,50,20,30,9,13,30,10,79.50000000000728
64,7,6,10,20,50,20,30,9,13,30,13,79.50000000000728
65,7,6,10,20,50,20,30,9,13,30,16,94.00000000000728
66,7,6,10,20,50,20,30,9,16,20,10,79.50000000000728
67,7,6,10,20,50,20,30,9,16,20,13,79.50000000000728
68,7,6,10,20,50,20,30,9,16,20,16,94.00000000000728
69,7,6,10,20,50,20,30,9,16,25,10,79.50000000000728
70,7,6,10,20,50,20,30,9,16,25,13,79.50000000000728
71,7,6,10,20,50,20,30,9,16,25,16,94.00000000000728
72,7,6,10,20,50,20,30,9,16,30,10,79.50000000000728
73,7,6,10,20,50,20,30,9,16,30,13,94.00000000000728
74,7,6,10,20,50,20,30,9,16,30,16,94.00000000000728
75,7,6,10,20,50,20,30,11,10,20,10,65.5
76,7,6,10,20,50,20,30,11,10,20,13,19.05000000000291
77,7,6,10,20,50,20,30,11,10,20,16,19.05000000000291
78,7,6,10,20,50,20,30,11,10,25,10,20.400000000001455
79,7,6,10,20,50,20,30,11,10,25,13,19.05000000000291
80,7,6,10,20,50,20,30,11,10,25,16,19.05000000000291
81,7,6,10,20,50,20,30,11,10,30,10,42.60000000000218
82,7,6,10,20,50,20,30,11,10,30,13,19.05000000000291
83,7,6,10,20,50,20,30,11,10,30,16,19.05000000000291
84,7,6,10,20,50,20,30,11,13,20,10,42.60000000000218
85,7,6,10,20,50,20,30,11,13,20,13,19.05000000000291
86,7,6,10,20,50,20,30,11,13,20,16,19.05000000000291
87,7,6,10,20,50,20,30,11,13,25,10,19.05000000000291
88,7,6,10,20,50,20,30,11,13,25,13,19.05000000000291
89,7,6,10,20,50,20,30,11,13,25,16,19.05000000000291
90,7,6,10,20,50,20,30,11,13,30,10,19.05000000000291
91,7,6,10,20,50,20,30,11,13,30,13,19.05000000000291
92,7,6,10,20,50,20,30,11,13,30,16,19.05000000000291
93,7,6,10,20,50,20,30,11,16,20,10,19.05000000000291
94,7,6,10,20,50,20,30,11,16,20,13,19.05000000000291
95,7,6,10,20,50,20,30,11,16,20,16,19.05000000000291
96,7,6,10,20,50,20,30,11,16,25,10,19.05000000000291
97,7,6,10,20,50,20,30,11,16,25,13,19.05000000000291
98,7,6,10,20,50,20,30,11,16,25,16,19.05000000000291
99,7,6,10,20,50,20,30,11,16,30,10,19.05000000000291
100,7,6,10,20,50,20,30,11,16,30,13,19.05000000000291
101,7,6,10,20,50,20,30,11,16,30,16,35.85000000000218
102,7,6,10,20,50,20,34,7,10,20,10,249.10000000000946
103,7,6,10,20,50,20,34,7,10,20,13,54.6000000000131
104,7,6,10,20,50,20,34,7,10,20,16,54.6000000000131
105,7,6,10,20,50,20,34,7,10,25,10,204.0000000000109
106,7,6,10,20,50,20,34,7,10,25,13,54.6000000000131
107,7,6,10,20,50,20,34,7,10,25,16,54.6000000000131
108,7,6,10,20,50,20,34,7,10,30,10,92.65000000001237
109,7,6,10,20,50,20,34,7,10,30,13,54.6000000000131
110,7,6,10,20,50,20,34,7,10,30,16,54.6000000000131
111,7,6,10,20,50,20,34,7,13,20,10,92.65000000001237
112,7,6,10,20,50,20,34,7,13,20,13,54.6000000000131
113,7,6,10,20,50,20,34,7,13,20,16,54.6000000000131
114,7,6,10,20,50,20,34,7,13,25,10,54.6000000000131
115,7,6,10,20,50,20,34,7,13,25,13,54.6000000000131
116,7,6,10,20,50,20,34,7,13,25,16,54.550000000010186
117,7,6,10,20,50,20,34,7,13,30,10,54.6000000000131
118,7,6,10,20,50,20,34,7,13,30,13,54.6000000000131
119,7,6,10,20,50,20,34,7,13,30,16,54.550000000010186
120,7,6,10,20,50,20,34,7,16,20,10,54.6000000000131
121,7,6,10,20,50,20,34,7,16,20,13,54.6000000000131
122,7,6,10,20,50,20,34,7,16,20,16,54.550000000010186
123,7,6,10,20,50,20,34,7,16,25,10,54.6000000000131
124,7,6,10,20,50,20,34,7,16,25,13,40.050000000010186
125,7,6,10,20,50,20,34,7,16,25,16,54.550000000010186
126,7,6,10,20,50,20,34,7,16,30,10,54.6000000000131
127,7,6,10,20,50,20,34,7,16,30,13,54.550000000010186
128,7,6,10,20,50,20,34,7,16,30,16,54.550000000010186
129,7,6,10,20,50,20,34,9,10,20,10,-13.5
130,7,6,10,20,50,20,34,9,10,20,13,-74.44999999999709
131,7,6,10,20,50,20,34,9,10,20,16,-74.44999999999709
132,7,6,10,20,50,20,34,9,10,25,10,-58.599999999998545
133,7,6,10,20,50,20,34,9,10,25,13,-74.44999999999709
134,7,6,10,20,50,20,34,9,10,25,16,-59.74999999999636
135,7,6,10,20,50,20,34,9,10,30,10,-36.39999999999782
136,7,6,10,20,50,20,34,9,10,30,13,-74.44999999999709
137,7,6,10,20,50,20,34,9,10,30,16,-59.74999999999636
138,7,6,10,20,50,20,34,9,13,20,10,-36.39999999999782
139,7,6,10,20,50,20,34,9,13,20,13,-74.44999999999709
140,7,6,10,20,50,20,34,9,13,20,16,-59.74999999999636
141,7,6,10,20,50,20,34,9,13,25,10,-74.44999999999709
142,7,6,10,20,50,20,34,9,13,25,13,-59.74999999999636
143,7,6,10,20,50,20,34,9,13,25,16,-45.24999999999636
144,7,6,10,20,50,20,34,9,13,30,10,-74.44999999999709
145,7,6,10,20,50,20,34,9,13,30,13,-59.74999999999636
146,7,6,10,20,50,20,34,9,13,30,16,-45.24999999999636
147,7,6,10,20,50,20,34,9,16,20,10,-74.44999999999709
