stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july,net_profit_overall,percent
28.913947580607125,7.47947681983467,12.152937510484962,34.057772687737376,28.035175573208505,13.760850103851311,39.56267217320209,8.142086900629259,21.84889853203716,20.12281944779185,19.41435362010419,818.2128911296604,300.8105241939229,1077.5594677429763,6700.191527823786
27.25045093582353,10.0,30.0,16.066774679594676,28.0,13.803929537372737,38.903309562748845,16.19714596296264,2.0,27.31995838736858,24.864975135343013,759.490530347728,152.4968434492439,960.437824732795,4521.109861084414
28.339902210251843,7.642787621873162,21.136513139052028,33.410199135519,33.704950219168296,21.41707682643012,36.98442357712257,10.319157145247468,2.0,35.72176977347224,22.34180507697184,694.6418580051904,98.24039115898633,792.8822491641768,1919.5918021295888
26.43806740137043,8.038400460916717,24.06233465428978,32.11099503007127,33.2754940399466,20.683497235074057,36.48553211987368,11.228292598605751,2.0,36.80358097027081,22.807953995454618,677.5028541766987,100.3857977958869,777.8886519725856,2448.852590027447
17.855283805170625,6.780847019120012,20.124420713235093,33.404625646658424,32.02850324545103,20.09007701134439,41.03751887207038,11.8162514953891,7.611815359257282,36.942207638691336,22.34679487407364,695.5390400914475,53.813013363818754,749.3520534552663,1869.5314546756397
16.558034020317752,2.913474187706171,28.80599971706109,19.34203359571176,29.7656391929006,13.886096988327305,32.79649406994277,16.677397810428147,17.972182655950192,32.12567007522436,15.730535376461546,637.0634216546241,108.60179587810126,745.6652175327254,2091.1094488310696
16.387653523322356,4.538620616620937,21.81580770147413,33.286433606606856,31.147316191178003,22.27586427513334,40.75297978456395,10.983352615992803,2.49947278144407,35.88511369516239,19.36460318786745,694.3716224869313,17.649385906715906,712.0210083936472,1525.527169618766
15.420159345114596,6.210100584843786,21.986149425034444,32.94834824586791,32.48086408857687,20.983453058238528,39.96324243282004,10.984263635997277,4.886234951969129,35.59447325285229,22.908957141344395,665.5363350623702,12.829043929315958,678.3653789916862,1253.846243576902
16.61735165035366,5.879116311642851,30.0,17.2458793909579,30.558746487781992,13.305046590240265,42.19911776545805,23.06184606512686,21.5648343458046,24.979662762702016,3.322216355495588,550.8876702935995,80.24589009786723,631.1335603914667,1294.5717440767783
15.826026091934402,3.59430423585391,29.45310580478181,18.24982727133684,30.27086960789376,13.924431647030865,49.86646615656073,26.32096431976089,10.845946242039629,17.434600120372004,7.443731509047942,586.4794781613091,22.693843448392727,609.1733216097018,1032.732816387994
14.953861232718165,5.930029792246647,27.93947785408404,18.47385547378683,29.956711377714875,18.31574579429356,41.12127205003341,26.31258129890984,26.94096591462533,16.924011365484198,6.230853620116028,566.9727753456136,30.176832603687217,597.1496079493008,993.411181315661
16.912325743297522,6.903386128841411,18.6165537168564,35.0,30.46961021808129,21.289149525579298,38.43012294067976,13.208189831766203,4.926223559430454,35.51531134013627,26.007970479671403,500.9548791876441,78.90139405361697,579.8562732412611,682.5697392004556
30.90861051576007,8.102443794403602,22.331221460322567,32.905800216411194,35.280222498893274,20.08945052694669,36.83354390344621,12.4223717219759,4.008964385249712,33.87342250583737,22.51387658838663,520.9950107163422,28.3155579369668,549.310568653309,758.5941611353056
13.221718917925315,9.87063656665027,29.272214519356464,18.59067471532974,33.721157386667784,16.722511437734376,35.641636929518945,11.893008756445887,7.668149891158652,16.25976648137443,14.872787024043966,485.2721838056532,7.297967574530048,526.9918702981086,750.0085875503447
16.44556375914208,4.955903456981378,17.402709790635203,32.564111146400364,32.17027345876276,20.24789324143795,39.46824448496443,12.541279157450443,8.714558728744281,36.55869891230764,19.54989717809872,502.1387248171704,6.3810536860110005,508.51977850318144,620.6948278899515
15.705621636756977,4.812783545602971,21.773068989987213,17.818519233514085,30.177401624593777,16.49916098493602,38.64746091312413,24.473159294519807,7.079502374782177,18.37150435566156,11.802837994294364,426.5875672648617,3.360648542708077,466.8538374443269,597.1644535350592
15.39134200752322,9.786717784209994,20.87821543088768,35.0,34.07418105628253,19.01097235782196,40.02662340431206,13.302716475055227,6.568536754415879,36.000617712463104,20.300358499722424,397.4971858721256,55.56060594734663,453.0577918194722,552.4233504835743
4.9817436032363,7.506117144886629,20.40948968964813,16.557313674982858,34.70558615725855,17.902995860805213,49.67060133071298,24.847266356330337,22.453260874588675,19.142515359905588,12.90941488278232,390.0976919029381,50.99128198382459,441.0889738867627,538.8018362698774
14.007132430218164,3.1288488215557915,30.0,14.017598706200475,34.893647998917174,18.456591815191704,47.71173293837703,22.22107621946831,14.249057404661636,23.359594781942143,3.5722414221768224,371.7144838258464,4.321470279126515,376.0359541049729,399.7196146583283
15.492347162242153,6.90967180629326,28.40267381050828,21.70162952770438,33.50720841771911,20.35237978460574,40.23187297818834,16.166995143130983,9.441780851211572,12.071913432471575,15.00733734797689,402.96479256636303,13.495917026546522,353.15305675515265,394.11133126937733
25.87236311666199,3.3722503449121097,26.86023181309885,16.342586249633104,35.06993363686972,17.40999803713226,43.47183974975059,12.364506388228644,13.425855449098057,23.452771834557737,8.371130043615416,250.181642600066,84.46054753335557,334.64219013342154,401.5845762434823
