stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july,net_profit_overall
41.81044991471838,9.576748459246051,5.0,24.081447331102343,47.62694341103712,36.47078035916816,43.59517258412389,10.640663439475336,18.12061035658033,10.084701919714524,20.001010929098832,830.8051002708487,100.0,-15000.0
40.85717042046516,10.0,5.0,24.377695602659323,48.26694766958799,37.66851471464904,43.596482110916064,10.299233238774098,17.038992245588293,8.500397973998352,21.451188933170226,817.4585154671838,100.0,-15000.0
40.15295297551817,10.0,5.0,23.96120174791442,48.08627259874146,36.93353344403093,41.45876976417359,10.616859239926589,17.677045868459746,9.694460271066266,20.805215630846607,807.6456644264345,100.0,-10000.0
23.51895519955196,7.900538650825862,10.088349034935964,28.21779040015813,44.97386019732708,20.83607036536128,38.59526130864597,8.889177447669066,20.54301292759524,24.89402063452832,16.711912576065544,447.92417920180014,19.98104480045004,-15000.0
35.75920508763706,3.633544898603768,7.198576166937008,29.465116000915263,33.26469907136598,30.33520408175843,39.90667433372017,6.101317540084175,22.22859873957525,23.11811686088669,17.280510036266893,400.0,100.0,-15000.0
36.284446142984606,2.562396300089916,7.531369738522887,31.405504757864257,32.438145810734,30.86035339252444,43.19359630386548,6.704092136643351,22.37715215398706,22.32040091204204,17.166971320640954,400.0,100.0,-15000.0
40.17245003115277,3.6751399098742303,6.588130033808083,25.06315731325218,58.41196646903995,22.69135349624587,30.632989725598943,6.627910996475529,16.66724350505307,22.51739509089065,21.116041594241462,400.0,100.0,-15000.0
31.888613323442023,2.9680599565377017,9.647444327482114,28.932619471660097,30.79144541347172,29.261008476819885,32.98510617975516,12.974577153980002,23.090863230136243,24.806667862015058,3.2743895119301607,400.0,11.61138667655905,-15000.0
32.07745241084309,5.567550889564531,18.08717247968284,11.269268706885663,64.23428231760387,25.67023551887852,25.69558259903573,10.989417217256962,10.189189645671124,9.774609696736228,20.38406292409856,300.0,11.422547589158055,-15000.0
30.095119446351045,8.675749385655362,10.084410049855316,23.04946014451288,34.87114964552313,36.958424814438985,35.833438698100856,8.49852524818728,7.109617269485081,19.13367470310641,10.292047597628269,262.9048805536513,13.40488055365131,-10000.0
30.270037809990946,6.774768203520776,10.337813273751518,22.74063010945908,35.33725605730825,35.62071520973319,35.89007116785465,8.753255607852688,6.349430387811433,20.17683762746911,11.237332975783705,262.72996219000925,13.229962190009246,-10000.0
31.04776705775705,8.710180153352598,10.954860469030535,23.378507469102782,36.67325334148707,35.96682928862443,36.02726220154589,9.589572325447778,7.890179233252236,20.254505004624423,10.898925377761232,261.9522329422398,12.452232942239789,-10000.0
31.25509839897543,8.764161775993395,10.88279069518581,23.63133539164385,36.3335482639156,35.816071117275,36.20598564179865,9.346834956925406,7.84827220089145,20.63121510874066,10.719843703600748,261.7449016010214,12.244901601021413,-10000.0
31.41244951188446,6.045771439574627,10.174105485587717,23.553654431186924,35.954123801492585,36.28371172761605,36.225755213224126,9.998512219460284,7.772094468416601,19.803338741911723,10.098681768672169,261.5875504881187,12.087550488118724,-10000.0
