stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july,net_profit_overall
14.647310714581522,8.160265603492665,21.00269246889293,31.132807303093635,45.722773497329946,28.9301444248758,30.40167517240707,9.90316336389218,21.89795849001267,28.77469410114307,9.750494426500728,1685.3752999916687,127.51882499791829,1647.44412498959
13.360025514486376,8.115836623616506,21.003468336183623,31.80435728024622,45.52820511075157,29.621431559991045,29.341118204023743,11.099236355468436,22.097357251533683,29.69553659782949,9.740456338399504,1479.4993621378744,143.42982139860396,1457.4791835364813
15.475880340449198,8.241484470907947,20.55372054110783,31.630535603001206,45.55797734391251,28.02541196860433,31.33219149229348,8.08979958921034,20.513131487410657,30.28398249105723,9.254952312162905,1441.0235897865678,148.16707693596982,-10000.0
16.95247857323855,6.989612276233726,20.485831252675062,32.7282330723646,44.84760338161088,33.73907342034213,27.68693820876676,11.163334854960896,17.971861116965872,29.353520827974783,10.376130391533602,1375.1905142422584,198.97769284084643,-20000.0
14.665373493147436,6.956674128405401,20.354881778749927,33.59347360172238,38.74804882766447,32.142043281407155,25.969823334400257,11.522971299412337,20.404062847896977,29.970220149013542,14.777649033651322,1359.6271566439282,127.12313253426692,-20000.0
16.639435299814053,5.389779735779448,20.33965844526189,33.573968337089646,40.361339553190696,35.851435489908255,28.34475932429955,11.71033141176788,17.687996787573876,31.79490819858638,12.11411549610446,1358.5563763053906,264.163388201112,-20000.0
16.64906661482385,4.449584739619405,20.352891605973745,33.775315300612284,40.93617940939836,35.38354829989407,27.14438164859773,11.42024041944199,16.445526978277677,31.45031028903938,9.208566727092316,1334.9186677035177,229.00466692587725,-20000.0
18.00968184873038,6.118539896553052,20.45096856819376,33.918552221376295,40.293182302717845,34.94003369752188,26.915232092701107,12.3822236701016,18.07843387850995,30.69751414822053,11.984080107213698,1282.057953781772,123.81127260507856,-20000.0
16.040690382297445,6.35985259306818,20.587036595172915,33.518824106871904,39.38647876007431,36.67140884190283,26.98525752618448,13.371225354856874,18.60205370873772,30.728799943107287,13.38167880923755,1281.3885981487365,201.45585770620528,-15000.0
15.904448740688936,4.923338003402966,20.517370879279124,32.673064665822665,43.97776165590266,34.79756511476751,27.56029275624182,11.70234189024128,18.42342288621718,29.578647826291867,8.595008169699591,1279.697678964127,115.61441007447866,-20000.0
15.279826793305912,3.409025307956367,19.537048352111256,35.0,37.58949380157525,37.50756691662326,27.9878061627522,12.135468509242996,17.226164579153554,32.52553079962025,12.093675705980385,1278.4639837539362,207.38069282676952,-20000.0
14.852193948152406,6.53157287813458,19.57879987221425,33.79787471870006,37.53281299532311,33.426059135695226,26.579345166853283,11.792334362280592,20.038195707740908,29.705444174914668,15.559570765177648,1270.5407633999312,73.88025446664324,-20000.0
13.151555845904394,7.320392592956873,20.38139222992769,33.920346430166965,37.52823832838901,32.030525814876704,25.78968959098023,11.377809994869054,20.76498287083595,29.596212194905235,15.695138190191786,1268.3188830819236,109.49222077048034,-10000.0
14.362331041050188,7.829668036266315,20.07614739586928,33.693569889688646,40.431671937899296,33.733854984881425,27.55402286354795,11.10334592889984,18.51216799883979,30.546100896369204,14.86838224838633,1266.9293929326668,187.65135167158587,-20000.0
16.184952440402427,6.103442176050318,20.49053675840399,33.637779628062326,39.77361208267311,36.10191315114261,27.52939638961966,11.596897259394888,17.10523905723903,31.591742942212417,14.477253229278212,1241.7514267879196,293.10533291718093,-15000.0
16.19348135330257,6.129372853511899,20.482586871042297,33.35499444783072,45.0563183276771,31.50864831608822,29.56687333083719,9.816642746009483,21.6755335092788,29.06226637942031,7.878580363227582,1217.6564475206906,119.58259323347374,-10000.0
13.083846434702766,6.746125296784287,20.262656121790407,32.62359752259233,38.34746965791928,33.0380809413628,26.3958386282191,10.990888901329678,20.80953767331489,30.921814993850784,15.14393942287505,1210.5684533935964,89.79538208766826,-10000.0
14.833341684674322,4.644998346258043,18.1773958320478,35.0,36.29152776173595,38.261446500926745,25.896496214445968,10.21358803287442,14.72900055180229,31.72361576302264,13.652158538364269,1194.849799567848,142.41660820728794,-15000.0
18.407997673883287,3.806513533462553,19.133985821072898,35.0,37.01912344811961,38.33039531789591,25.67335631584964,13.244942443304897,16.485901383905784,31.01743168928277,11.785726121980778,1140.1820488484482,122.2180093044626,-15000.0
18.245570959742565,6.853633178264784,20.60050292616604,33.81251155324365,42.90039575700784,34.58114153805277,28.38289288179517,10.842525886335714,17.34033488823657,32.63337226900123,12.022075089846007,1134.0373002480085,238.82657424154604,-20000.0
16.147737585279128,4.100090569522596,20.3856760587016,33.19831362015974,44.25362497018139,36.35985054353547,27.25393118248443,9.28185748648428,14.434277370383754,31.49804703722064,10.018546226013,1130.4497731238916,219.9635744883344,-20000.0
15.478746142955892,4.065919386914049,19.28664598351152,34.33597560374787,43.994513790970245,35.199604426355954,25.694605980409342,11.523451737439668,16.225418376769596,31.191344431414404,7.604140409812048,1130.217584854989,119.02003085635806,-20000.0
16.857840310935178,5.953278865151032,21.03944372352144,32.16322202175371,41.02891065908399,33.37749998506639,27.90272939071604,10.806506604476269,18.657215561774475,31.29500100085479,11.302839846791636,1114.5118325375552,191.25295813438788,-20000.0
