stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july,net_profit_overall
0.0,0.0,5.0,28.384071985988907,65.97504445741846,33.97458769024679,14.0,2.0,22.94635705473628,12.869699989721534,7.610312302110215,722.0999999999985,51.400000000001455,-20000.0
10.108904915416575,0.0,5.0,26.896650395295545,40.37953385420354,40.0,14.0,2.0,11.236677154801804,27.26856692290105,2.0,720.3876655920722,6.273285253744689,-20000.0
0.0,0.0,5.0,29.166510925502585,59.83054527351155,34.57086224518864,14.0,2.0,16.89295849616972,8.712556419627301,9.968946461545004,687.75,50.45000000000073,-20000.0
0.0,0.0,5.0,28.1705584375851,59.32507012239042,31.098449490572307,14.0,2.0,15.7375978843276,17.513202378585213,5.991882911958313,645.5499999999993,50.45000000000073,-20000.0
0.0,0.0,5.0,28.21539006608631,59.65756880505274,40.0,14.0,2.0,16.07178785834389,18.22051221865963,11.04961643928093,613.0499999999993,50.45000000000073,-20000.0
0.0,0.0,5.0,28.59783703891696,52.5260831664694,40.0,14.0,2.0,21.45569339957901,29.79772585815161,2.0,595.8999999999978,50.45000000000073,-20000.0
0.0,0.0,5.0,28.5062069352803,61.840406633760615,40.0,14.0,2.0,14.001701911292978,14.28839886163219,2.0,570.0999999999985,50.45000000000073,-20000.0
0.0,0.0,5.0,26.922148342543533,54.06566213286692,40.0,14.0,2.0,20.33895110604942,18.39722860229423,2.0,557.0499999999956,95.44999999999708,-20000.0
13.8673123518232,0.0,5.0,28.7517769719906,64.11667886665816,40.0,14.0,7.132814052707469,2.0,27.985497773807776,23.9784540209836,535.8307505927041,22.71537529635316,-20000.0
0.0,0.0,5.0,30.41618293366249,61.77858469037624,40.0,14.0,2.0,13.78436895577722,27.89570739410465,2.0,445.84999999999854,50.45000000000073,-20000.0
0.0,0.0,5.0,30.83689343130342,65.62013208627651,33.23423752243128,14.0,2.0,9.948392750188075,13.115402218421703,11.724605018461904,427.8499999999949,51.400000000001455,-20000.0
2.656711693803306,1.2270211674287903,5.0,31.38479396492101,46.91197698867811,33.97398178691465,14.0,2.0,7.851611556032323,8.0,26.637366205542985,424.70972983718457,119.4798649185941,-20000.0
22.31400837423896,0.0,5.0,29.829014376686384,75.0,40.0,14.0,6.778906223815822,5.956116063383423,16.105457057111845,20.558091792919765,423.32198325151694,114.35797487727903,-10000.0
50.0,0.0,30.0,6.0,28.0,40.0,14.0,28.0,27.0,42.0,30.0,346.2000000000007,68.29999999999927,-20000.0
0.0,0.0,30.0,22.032391363879672,35.690668863814096,13.966464062226745,14.0,28.0,27.0,23.10548018770232,2.0,252.79999999999927,100.0,-20000.0
