stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit,net_profit_july,net_profit_overall
7.087908538702398,8.20041957849918,5.0,6.0,36.18067188108429,20.461096416575607,31.287803593719698,23.25167655674231,15.057773672363258,18.48165865824744,12.373685081047029,878.4483658451936,97.5620914612955,-20000.0
8.519398317582183,10.0,5.0,6.0,31.47096838151569,20.440140370857847,31.807070698850435,25.667906589054137,11.259828117964483,12.647610016780323,24.45969090025087,872.7224067296775,96.13060168241644,-10000.0
8.601643435459772,6.469774025830604,5.0,6.0,29.10965541206356,21.173532226359782,31.508205717040585,25.312697448930145,11.389454404414394,13.685385264728772,24.409730669119675,872.3934262581606,96.04835656453724,-20000.0
9.3488097444772,3.0793067479188885,5.0,6.0,37.990129280980426,23.83243851845761,32.00120009808703,22.083964488544407,16.013008442033478,18.83706298048975,13.52989276291148,869.4047610220878,95.30119025551905,-20000.0
9.351221232180617,3.073133193442908,5.0,6.0,37.99406281794849,23.83324209064114,31.9996999916556,22.082943687372296,16.01319454130438,18.838375411723217,13.52795220620963,869.395115071282,95.29877876781757,-20000.0
9.82195187847685,1.433467943644397,5.0,6.0,40.29787697916733,23.24422499690969,33.72923466234814,19.06364694553877,12.866010556345367,15.846591873997188,16.52689407321017,867.5121924861013,94.82804812152244,-10000.0
10.152634250343958,7.282699600888367,5.0,6.0,41.72956280692871,20.05275843803319,34.54951185751394,26.380320970521726,13.329320005611184,10.984701068768404,22.725245816076235,866.18946299862,94.49736574965208,-10000.0
10.243582792309637,5.386404091755136,5.0,6.0,45.792114124310025,23.680256755382924,36.12320148734327,20.69192677957597,12.703182704885352,23.58594996733821,11.738762488697969,865.8256688307592,1.119251623065793,-20000.0
11.575633906798148,5.515938544526208,5.0,6.0,33.22243501152872,21.97170151911876,31.24972535794753,26.650616291433664,14.887511733117725,15.828274157765106,17.896567660496327,860.4974643728056,93.07436609319848,-15000.0
4.950866577937552,3.6654093804989167,5.0,6.0,46.38886526730845,22.64207665320906,36.37370902909517,21.339144955626605,12.71177639858845,25.97246265704895,10.681173041241488,800.0,99.699133422062,-20000.0
4.9463472717740125,3.5976026467263686,5.0,6.0,46.42274874962292,22.63883324396412,36.41869440584339,21.32217939637056,12.777619233471896,25.98804243743655,10.669308619728117,800.0,99.70365272822528,-20000.0
6.095500278573629,6.982107101759799,5.0,6.0,32.21142701950888,20.341883195862643,33.61514249869209,27.45478768721934,13.618665244047088,16.388491352628996,17.965712202400184,800.0,98.55449972142378,-15000.0
