,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,10,2,12,20,50,20,34,9,13,25,13,298.30000000000655
1,10,2,13,20,50,20,34,9,13,25,13,362.1000000000058
2,10,2,14,20,50,20,34,9,13,25,13,362.1000000000058
