stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
3.7746007925046956,2.2577689300781687,11.163413936678706,6.8741900458032115,32.99100151125889,13.828007452897124,33.18412904048626,25.54195536507498,17.81981339700279,33.6024574898968,13.384672861777482,284.7565719156685
