,time,time,reason,bull or bear
527,05/03/24,1:55:00 PM,super_trend_ said no,
528,05/03/24,2:00:00 PM,super_trend_ said no,
529,05/03/24,2:05:00 PM,super_trend_ said no,
530,05/03/24,2:10:00 PM,super_trend_ said no,
531,05/03/24,2:15:00 PM,Squee said no,
532,05/03/24,2:20:00 PM,Squee said no,
533,05/03/24,2:25:00 PM,Squee said no,
534,05/03/24,2:30:00 PM,super_trend_ said no,
535,05/03/24,2:35:00 PM,super_trend_ said no,
536,05/03/24,2:40:00 PM,Squee said no,
537,05/03/24,2:45:00 PM,super_trend_ said no,
538,05/03/24,2:50:00 PM,super_trend_ said no,
539,05/03/24,2:55:00 PM,super_trend_ said no,
540,05/03/24,3:00:00 PM,nothing,
541,05/03/24,3:05:00 PM,nothing,
542,05/03/24,3:10:00 PM,nothing,
543,05/03/24,3:15:00 PM,nothing,
544,05/03/24,3:20:00 PM,nothing,
545,05/03/24,3:25:00 PM,nothing,
546,06/03/24,9:15:00 AM,super_trend_ said no,
547,06/03/24,9:20:00 AM,super_trend_ said no,
548,06/03/24,9:25:00 AM,super_trend_ said no,
549,06/03/24,9:30:00 AM,super_trend_ said no,
550,06/03/24,9:35:00 AM,super_trend_ said no,
551,06/03/24,9:40:00 AM,super_trend_ said no,
552,06/03/24,9:45:00 AM,super_trend_ said no,
553,06/03/24,9:50:00 AM,super_trend_ said no,
554,06/03/24,9:55:00 AM,super_trend_ said no,
555,06/03/24,10:00:00 AM,super_trend_ said no,
556,06/03/24,10:05:00 AM,super_trend_ said no,
557,06/03/24,10:10:00 AM,super_trend_ said no,
558,06/03/24,10:15:00 AM,super_trend_ said no,
559,06/03/24,10:20:00 AM,super_trend_ said no,
560,06/03/24,10:25:00 AM,super_trend_ said no,
561,06/03/24,10:30:00 AM,super_trend_ said no,
562,06/03/24,10:35:00 AM,super_trend_ said no,
563,06/03/24,10:40:00 AM,super_trend_ said no,
564,06/03/24,10:45:00 AM,super_trend_ said no,
565,06/03/24,10:50:00 AM,super_trend_ said no,
566,06/03/24,10:55:00 AM,super_trend_ said no,
567,06/03/24,11:00:00 AM,super_trend_ said no,
568,06/03/24,11:05:00 AM,super_trend_ said no,
569,06/03/24,11:10:00 AM,super_trend_ said no,
570,06/03/24,11:15:00 AM,super_trend_ said no,
571,06/03/24,11:20:00 AM,super_trend_ said no,
572,06/03/24,11:25:00 AM,super_trend_ said no,
573,06/03/24,11:30:00 AM,super_trend_ said no,
574,06/03/24,11:35:00 AM,super_trend_ said no,
575,06/03/24,11:40:00 AM,super_trend_ said no,
576,06/03/24,11:45:00 AM,super_trend_ said no,
577,06/03/24,11:50:00 AM,super_trend_ said no,
578,06/03/24,11:55:00 AM,super_trend_ said no,
579,06/03/24,12:00:00 PM,super_trend_ said no,
580,06/03/24,12:05:00 PM,super_trend_ said no,
581,06/03/24,12:10:00 PM,super_trend_ said no,
582,06/03/24,12:15:00 PM,super_trend_ said no,
583,06/03/24,12:20:00 PM,super_trend_ said no,
584,06/03/24,12:25:00 PM,super_trend_ said no,
585,06/03/24,12:30:00 PM,super_trend_ said no,
586,06/03/24,12:35:00 PM,super_trend_ said no,
587,06/03/24,12:40:00 PM,Squee said no,
588,06/03/24,12:45:00 PM,super_trend_ said no,
589,06/03/24,12:50:00 PM,super_trend_ said no,
590,06/03/24,12:55:00 PM,super_trend_ said no,
591,06/03/24,1:00:00 PM,super_trend_ said no,
592,06/03/24,1:05:00 PM,super_trend_ said no,
593,06/03/24,1:10:00 PM,super_trend_ said no,
594,06/03/24,1:15:00 PM,super_trend_ said no,
595,06/03/24,1:20:00 PM,super_trend_ said no,
596,06/03/24,1:25:00 PM,super_trend_ said no,
597,06/03/24,1:30:00 PM,super_trend_ said no,
598,06/03/24,1:35:00 PM,super_trend_ said no,
599,06/03/24,1:40:00 PM,super_trend_ said no,
600,06/03/24,1:45:00 PM,super_trend_ said no,
601,06/03/24,1:50:00 PM,super_trend_ said no,
602,06/03/24,1:55:00 PM,super_trend_ said no,
603,06/03/24,2:00:00 PM,super_trend_ said no,
604,06/03/24,2:05:00 PM,super_trend_ said no,
605,06/03/24,2:10:00 PM,super_trend_ said no,
606,06/03/24,2:15:00 PM,super_trend_ said no,
607,06/03/24,2:20:00 PM,super_trend_ said no,
608,06/03/24,2:25:00 PM,super_trend_ said no,
609,06/03/24,2:30:00 PM,super_trend_ said no,
610,06/03/24,2:35:00 PM,super_trend_ said no,
611,06/03/24,2:40:00 PM,super_trend_ said no,
612,06/03/24,2:45:00 PM,super_trend_ said no,
613,06/03/24,2:50:00 PM,super_trend_ said no,
614,06/03/24,2:55:00 PM,super_trend_ said no,
615,06/03/24,3:00:00 PM,nothing,
616,06/03/24,3:05:00 PM,nothing,
617,06/03/24,3:10:00 PM,nothing,
618,06/03/24,3:15:00 PM,nothing,
619,06/03/24,3:20:00 PM,nothing,
620,06/03/24,3:25:00 PM,nothing,
621,07/03/24,9:15:00 AM,super_trend_ said no,
622,07/03/24,9:20:00 AM,super_trend_ said no,
623,07/03/24,9:25:00 AM,super_trend_ said no,
624,07/03/24,9:30:00 AM,super_trend_ said no,
625,07/03/24,9:35:00 AM,super_trend_ said no,
626,07/03/24,9:40:00 AM,super_trend_ said no,
627,07/03/24,9:45:00 AM,super_trend_ said no,
628,07/03/24,9:50:00 AM,super_trend_ said no,
629,07/03/24,9:55:00 AM,super_trend_ said no,
630,07/03/24,10:00:00 AM,super_trend_ said no,
631,07/03/24,10:05:00 AM,super_trend_ said no,
632,07/03/24,10:10:00 AM,super_trend_ said no,
633,07/03/24,10:15:00 AM,super_trend_ said no,
634,07/03/24,10:20:00 AM,super_trend_ said no,
635,07/03/24,10:25:00 AM,super_trend_ said no,
636,07/03/24,10:30:00 AM,super_trend_ said no,
637,07/03/24,10:35:00 AM,super_trend_ said no,
638,07/03/24,10:40:00 AM,super_trend_ said no,
639,07/03/24,10:45:00 AM,super_trend_ said no,
640,07/03/24,10:50:00 AM,super_trend_ said no,
641,07/03/24,10:55:00 AM,Squee said no,
642,07/03/24,11:00:00 AM,Squee said no,
643,07/03/24,11:05:00 AM,super_trend_ said no,
644,07/03/24,11:10:00 AM,super_trend_ said no,
645,07/03/24,11:15:00 AM,super_trend_ said no,
646,07/03/24,11:20:00 AM,super_trend_ said no,
647,07/03/24,11:25:00 AM,super_trend_ said no,
648,07/03/24,11:30:00 AM,super_trend_ said no,
649,07/03/24,11:35:00 AM,super_trend_ said no,
650,07/03/24,11:40:00 AM,super_trend_ said no,
651,07/03/24,11:45:00 AM,super_trend_ said no,
652,07/03/24,11:50:00 AM,super_trend_ said no,
653,07/03/24,11:55:00 AM,super_trend_ said no,
654,07/03/24,12:00:00 PM,super_trend_ said no,
655,07/03/24,12:05:00 PM,super_trend_ said no,
656,07/03/24,12:10:00 PM,super_trend_ said no,
657,07/03/24,12:15:00 PM,super_trend_ said no,
658,07/03/24,12:20:00 PM,super_trend_ said no,
659,07/03/24,12:25:00 PM,super_trend_ said no,
660,07/03/24,12:30:00 PM,super_trend_ said no,
661,07/03/24,12:35:00 PM,super_trend_ said no,
662,07/03/24,12:40:00 PM,super_trend_ said no,
663,07/03/24,12:45:00 PM,super_trend_ said no,
664,07/03/24,12:50:00 PM,super_trend_ said no,
665,07/03/24,12:55:00 PM,super_trend_ said no,
666,07/03/24,1:00:00 PM,super_trend_ said no,
667,07/03/24,1:05:00 PM,super_trend_ said no,
668,07/03/24,1:10:00 PM,super_trend_ said no,
669,07/03/24,1:15:00 PM,super_trend_ said no,
670,07/03/24,1:20:00 PM,super_trend_ said no,
671,07/03/24,1:25:00 PM,super_trend_ said no,
672,07/03/24,1:30:00 PM,super_trend_ said no,
673,07/03/24,1:35:00 PM,super_trend_ said no,
674,07/03/24,1:40:00 PM,super_trend_ said no,
675,07/03/24,1:45:00 PM,super_trend_ said no,
676,07/03/24,1:50:00 PM,super_trend_ said no,
677,07/03/24,1:55:00 PM,super_trend_ said no,
678,07/03/24,2:00:00 PM,super_trend_ said no,
679,07/03/24,2:05:00 PM,super_trend_ said no,
680,07/03/24,2:10:00 PM,super_trend_ said no,
681,07/03/24,2:15:00 PM,super_trend_ said no,
682,07/03/24,2:20:00 PM,super_trend_ said no,
683,07/03/24,2:25:00 PM,super_trend_ said no,
684,07/03/24,2:30:00 PM,super_trend_ said no,
685,07/03/24,2:35:00 PM,super_trend_ said no,
686,07/03/24,2:40:00 PM,nothing,
687,07/03/24,2:45:00 PM,super_trend_ said no,
688,07/03/24,2:50:00 PM,super_trend_ said no,
689,07/03/24,2:55:00 PM,super_trend_ said no,
690,07/03/24,3:00:00 PM,nothing,
691,07/03/24,3:05:00 PM,nothing,
692,07/03/24,3:10:00 PM,nothing,
693,07/03/24,3:15:00 PM,nothing,
694,07/03/24,3:20:00 PM,nothing,
695,07/03/24,3:25:00 PM,nothing,
696,11/03/24,9:15:00 AM,super_trend_ said no,
697,11/03/24,9:20:00 AM,super_trend_ said no,
698,11/03/24,9:25:00 AM,super_trend_ said no,
699,11/03/24,9:30:00 AM,super_trend_ said no,
700,11/03/24,9:35:00 AM,super_trend_ said no,
701,11/03/24,9:40:00 AM,super_trend_ said no,
702,11/03/24,9:45:00 AM,super_trend_ said no,
703,11/03/24,9:50:00 AM,super_trend_ said no,
704,11/03/24,9:55:00 AM,super_trend_ said no,
705,11/03/24,10:00:00 AM,super_trend_ said no,
706,11/03/24,10:05:00 AM,super_trend_ said no,
707,11/03/24,10:10:00 AM,super_trend_ said no,
708,11/03/24,10:15:00 AM,super_trend_ said no,
709,11/03/24,10:20:00 AM,super_trend_ said no,
710,11/03/24,10:25:00 AM,super_trend_ said no,
711,11/03/24,10:30:00 AM,super_trend_ said no,
712,11/03/24,10:35:00 AM,super_trend_ said no,
713,11/03/24,10:40:00 AM,super_trend_ said no,
714,11/03/24,10:45:00 AM,super_trend_ said no,
715,11/03/24,10:50:00 AM,super_trend_ said no,
716,11/03/24,10:55:00 AM,super_trend_ said no,
717,11/03/24,11:00:00 AM,super_trend_ said no,
718,11/03/24,11:05:00 AM,super_trend_ said no,
719,11/03/24,11:10:00 AM,super_trend_ said no,
720,11/03/24,11:15:00 AM,super_trend_ said no,
721,11/03/24,11:20:00 AM,super_trend_ said no,
722,11/03/24,11:25:00 AM,super_trend_ said no,
723,11/03/24,11:30:00 AM,super_trend_ said no,
724,11/03/24,11:35:00 AM,super_trend_ said no,
725,11/03/24,11:40:00 AM,super_trend_ said no,
726,11/03/24,11:45:00 AM,super_trend_ said no,
727,11/03/24,11:50:00 AM,super_trend_ said no,
728,11/03/24,11:55:00 AM,super_trend_ said no,
729,11/03/24,12:00:00 PM,super_trend_ said no,
730,11/03/24,12:05:00 PM,super_trend_ said no,
731,11/03/24,12:10:00 PM,super_trend_ said no,
732,11/03/24,12:15:00 PM,super_trend_ said no,
733,11/03/24,12:20:00 PM,super_trend_ said no,
734,11/03/24,12:25:00 PM,super_trend_ said no,
735,11/03/24,12:30:00 PM,super_trend_ said no,
736,11/03/24,12:35:00 PM,super_trend_ said no,
737,11/03/24,12:40:00 PM,super_trend_ said no,
738,11/03/24,12:45:00 PM,super_trend_ said no,
739,11/03/24,12:50:00 PM,super_trend_ said no,
740,11/03/24,12:55:00 PM,super_trend_ said no,
741,11/03/24,1:00:00 PM,super_trend_ said no,
742,11/03/24,1:05:00 PM,super_trend_ said no,
743,11/03/24,1:10:00 PM,super_trend_ said no,
744,11/03/24,1:15:00 PM,super_trend_ said no,
745,11/03/24,1:20:00 PM,super_trend_ said no,
746,11/03/24,1:25:00 PM,Squee said no,
747,11/03/24,1:30:00 PM,super_trend_ said no,
748,11/03/24,1:35:00 PM,Squee said no,
749,11/03/24,1:40:00 PM,super_trend_ said no,
750,11/03/24,1:45:00 PM,super_trend_ said no,
751,11/03/24,1:50:00 PM,Squee said no,
752,11/03/24,1:55:00 PM,super_trend_ said no,
753,11/03/24,2:00:00 PM,Squee said no,
754,11/03/24,2:05:00 PM,super_trend_ said no,
755,11/03/24,2:10:00 PM,super_trend_ said no,
756,11/03/24,2:15:00 PM,super_trend_ said no,
757,11/03/24,2:20:00 PM,super_trend_ said no,
758,11/03/24,2:25:00 PM,super_trend_ said no,
759,11/03/24,2:30:00 PM,super_trend_ said no,
760,11/03/24,2:35:00 PM,super_trend_ said no,
761,11/03/24,2:40:00 PM,super_trend_ said no,
762,11/03/24,2:45:00 PM,super_trend_ said no,
763,11/03/24,2:50:00 PM,super_trend_ said no,
764,11/03/24,2:55:00 PM,super_trend_ said no,
765,11/03/24,3:00:00 PM,nothing,
766,11/03/24,3:05:00 PM,nothing,
767,11/03/24,3:10:00 PM,nothing,
768,11/03/24,3:15:00 PM,nothing,
769,11/03/24,3:20:00 PM,nothing,
770,11/03/24,3:25:00 PM,nothing,
771,12/03/24,9:15:00 AM,super_trend_ said no,
772,12/03/24,9:20:00 AM,super_trend_ said no,
773,12/03/24,9:25:00 AM,super_trend_ said no,
774,12/03/24,9:30:00 AM,super_trend_ said no,
775,12/03/24,9:35:00 AM,Squee said no,
776,12/03/24,9:40:00 AM,super_trend_ said no,
777,12/03/24,9:45:00 AM,super_trend_ said no,
778,12/03/24,9:50:00 AM,super_trend_ said no,
779,12/03/24,9:55:00 AM,super_trend_ said no,
780,12/03/24,10:00:00 AM,super_trend_ said no,
781,12/03/24,10:05:00 AM,super_trend_ said no,
782,12/03/24,10:10:00 AM,super_trend_ said no,
783,12/03/24,10:15:00 AM,super_trend_ said no,
784,12/03/24,10:20:00 AM,super_trend_ said no,
785,12/03/24,10:25:00 AM,super_trend_ said no,
786,12/03/24,10:30:00 AM,super_trend_ said no,
787,12/03/24,10:35:00 AM,super_trend_ said no,
788,12/03/24,10:40:00 AM,super_trend_ said no,
789,12/03/24,10:45:00 AM,nothing,
790,12/03/24,10:50:00 AM,super_trend_ said no,
791,12/03/24,10:55:00 AM,super_trend_ said no,
792,12/03/24,11:00:00 AM,super_trend_ said no,
793,12/03/24,11:05:00 AM,super_trend_ said no,
794,12/03/24,11:10:00 AM,super_trend_ said no,
795,12/03/24,11:15:00 AM,super_trend_ said no,
796,12/03/24,11:20:00 AM,super_trend_ said no,
797,12/03/24,11:25:00 AM,super_trend_ said no,
798,12/03/24,11:30:00 AM,super_trend_ said no,
799,12/03/24,11:35:00 AM,super_trend_ said no,
800,12/03/24,11:40:00 AM,super_trend_ said no,
801,12/03/24,11:45:00 AM,super_trend_ said no,
802,12/03/24,11:50:00 AM,super_trend_ said no,
803,12/03/24,11:55:00 AM,super_trend_ said no,
804,12/03/24,12:00:00 PM,super_trend_ said no,
805,12/03/24,12:05:00 PM,super_trend_ said no,
806,12/03/24,12:10:00 PM,super_trend_ said no,
807,12/03/24,12:15:00 PM,super_trend_ said no,
808,12/03/24,12:20:00 PM,super_trend_ said no,
809,12/03/24,12:25:00 PM,Squee said no,
810,12/03/24,12:30:00 PM,super_trend_ said no,
811,12/03/24,12:35:00 PM,super_trend_ said no,
812,12/03/24,12:40:00 PM,super_trend_ said no,
813,12/03/24,12:45:00 PM,super_trend_ said no,
814,12/03/24,12:50:00 PM,super_trend_ said no,
815,12/03/24,12:55:00 PM,super_trend_ said no,
816,12/03/24,1:00:00 PM,Squee said no,
817,12/03/24,1:05:00 PM,super_trend_ said no,
818,12/03/24,1:10:00 PM,Squee said no,
819,12/03/24,1:15:00 PM,super_trend_ said no,
820,12/03/24,1:20:00 PM,super_trend_ said no,
821,12/03/24,1:25:00 PM,super_trend_ said no,
822,12/03/24,1:30:00 PM,super_trend_ said no,
823,12/03/24,1:35:00 PM,super_trend_ said no,
824,12/03/24,1:40:00 PM,super_trend_ said no,
825,12/03/24,1:45:00 PM,super_trend_ said no,
826,12/03/24,1:50:00 PM,super_trend_ said no,
827,12/03/24,1:55:00 PM,super_trend_ said no,
828,12/03/24,2:00:00 PM,super_trend_ said no,
829,12/03/24,2:05:00 PM,super_trend_ said no,
830,12/03/24,2:10:00 PM,super_trend_ said no,
831,12/03/24,2:15:00 PM,super_trend_ said no,
832,12/03/24,2:20:00 PM,Squee said no,
833,12/03/24,2:25:00 PM,super_trend_ said no,
834,12/03/24,2:30:00 PM,super_trend_ said no,
835,12/03/24,2:35:00 PM,super_trend_ said no,
836,12/03/24,2:40:00 PM,super_trend_ said no,
837,12/03/24,2:45:00 PM,super_trend_ said no,
838,12/03/24,2:50:00 PM,super_trend_ said no,
839,12/03/24,2:55:00 PM,super_trend_ said no,
840,12/03/24,3:00:00 PM,nothing,
841,12/03/24,3:05:00 PM,nothing,
842,12/03/24,3:10:00 PM,nothing,
843,12/03/24,3:15:00 PM,nothing,
844,12/03/24,3:20:00 PM,nothing,
845,12/03/24,3:25:00 PM,nothing,
846,13/03/24,9:15:00 AM,super_trend_ said no,
847,13/03/24,9:20:00 AM,placeing order,up
848,13/03/24,9:25:00 AM,placeing order,up
849,13/03/24,9:30:00 AM,new order came in,down
850,13/03/24,9:35:00 AM,new order came in,down
851,13/03/24,9:40:00 AM,new order came in,down
852,13/03/24,9:45:00 AM,new order came in,down
853,13/03/24,9:50:00 AM,new order came in,down
854,13/03/24,9:55:00 AM,new order came in,down
855,13/03/24,10:00:00 AM,new order came in,down
856,13/03/24,10:05:00 AM,new order came in,down
857,13/03/24,10:10:00 AM,super_trend_ said no,
858,13/03/24,10:15:00 AM,super_trend_ said no,
859,13/03/24,10:20:00 AM,super_trend_ said no,
860,13/03/24,10:25:00 AM,super_trend_ said no,
861,13/03/24,10:30:00 AM,super_trend_ said no,
862,13/03/24,10:35:00 AM,super_trend_ said no,
863,13/03/24,10:40:00 AM,super_trend_ said no,
864,13/03/24,10:45:00 AM,super_trend_ said no,
865,13/03/24,10:50:00 AM,super_trend_ said no,
866,13/03/24,10:55:00 AM,super_trend_ said no,
867,13/03/24,11:00:00 AM,super_trend_ said no,
868,13/03/24,11:05:00 AM,super_trend_ said no,
869,13/03/24,11:10:00 AM,super_trend_ said no,
870,13/03/24,11:15:00 AM,super_trend_ said no,
871,13/03/24,11:20:00 AM,super_trend_ said no,
872,13/03/24,11:25:00 AM,super_trend_ said no,
873,13/03/24,11:30:00 AM,super_trend_ said no,
874,13/03/24,11:35:00 AM,super_trend_ said no,
875,13/03/24,11:40:00 AM,super_trend_ said no,
876,13/03/24,11:45:00 AM,super_trend_ said no,
877,13/03/24,11:50:00 AM,super_trend_ said no,
878,13/03/24,11:55:00 AM,super_trend_ said no,
879,13/03/24,12:00:00 PM,super_trend_ said no,
880,13/03/24,12:05:00 PM,super_trend_ said no,
881,13/03/24,12:10:00 PM,super_trend_ said no,
882,13/03/24,12:15:00 PM,super_trend_ said no,
883,13/03/24,12:20:00 PM,super_trend_ said no,
884,13/03/24,12:25:00 PM,super_trend_ said no,
885,13/03/24,12:30:00 PM,super_trend_ said no,
886,13/03/24,12:35:00 PM,super_trend_ said no,
887,13/03/24,12:40:00 PM,super_trend_ said no,
888,13/03/24,12:45:00 PM,super_trend_ said no,
889,13/03/24,12:50:00 PM,super_trend_ said no,
890,13/03/24,12:55:00 PM,super_trend_ said no,
891,13/03/24,1:00:00 PM,super_trend_ said no,
892,13/03/24,1:05:00 PM,super_trend_ said no,
893,13/03/24,1:10:00 PM,super_trend_ said no,
894,13/03/24,1:15:00 PM,super_trend_ said no,
895,13/03/24,1:20:00 PM,super_trend_ said no,
896,13/03/24,1:25:00 PM,super_trend_ said no,
897,13/03/24,1:30:00 PM,super_trend_ said no,
898,13/03/24,1:35:00 PM,super_trend_ said no,
899,13/03/24,1:40:00 PM,super_trend_ said no,
900,13/03/24,1:45:00 PM,super_trend_ said no,
901,13/03/24,1:50:00 PM,super_trend_ said no,
902,13/03/24,1:55:00 PM,super_trend_ said no,
903,13/03/24,2:00:00 PM,super_trend_ said no,
904,13/03/24,2:05:00 PM,super_trend_ said no,
905,13/03/24,2:10:00 PM,super_trend_ said no,
906,13/03/24,2:15:00 PM,super_trend_ said no,
907,13/03/24,2:20:00 PM,super_trend_ said no,
908,13/03/24,2:25:00 PM,super_trend_ said no,
909,13/03/24,2:30:00 PM,super_trend_ said no,
910,13/03/24,2:35:00 PM,super_trend_ said no,
911,13/03/24,2:40:00 PM,super_trend_ said no,
912,13/03/24,2:45:00 PM,super_trend_ said no,
913,13/03/24,2:50:00 PM,super_trend_ said no,
914,13/03/24,2:55:00 PM,super_trend_ said no,
915,13/03/24,3:00:00 PM,nothing,
916,13/03/24,3:05:00 PM,nothing,
917,13/03/24,3:10:00 PM,nothing,
918,13/03/24,3:15:00 PM,nothing,
919,13/03/24,3:20:00 PM,nothing,
