,stoploss,super_trend_period,super_trend_multiplier,squee,lookback,ema_length,conv,length,mult,atr_length,lengthMA,lengthSignal,fast,slow,signal,window_len,v_len,len10,slow_length,net_profit
0,5,8,1.5,1,9,14,40,8,0.2,350,25,6,8,18,8,25,8,0.2,20,0
